"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q1","Activities of Daily Living (ADL), COACH Study",NA,NA,"Using transportation",NA,"on one's own",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q1","Activities of Daily Living (ADL), COACH Study",NA,NA,"Using transportation",NA,"have some trouble to do",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q1","Activities of Daily Living (ADL), COACH Study",NA,NA,"Using transportation",NA,"need help to do",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q1","Activities of Daily Living (ADL), COACH Study",NA,NA,"Using transportation",NA,"can't finish",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q2","Activities of Daily Living (ADL), COACH Study",NA,NA,"Transferring",NA,"on one's own",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q2","Activities of Daily Living (ADL), COACH Study",NA,NA,"Transferring",NA,"have some trouble to do",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q2","Activities of Daily Living (ADL), COACH Study",NA,NA,"Transferring",NA,"need help to do",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q2","Activities of Daily Living (ADL), COACH Study",NA,NA,"Transferring",NA,"can't finish",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q3","Activities of Daily Living (ADL), COACH Study",NA,NA,"Preparing meals",NA,"on one's own",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q3","Activities of Daily Living (ADL), COACH Study",NA,NA,"Preparing meals",NA,"have some trouble to do",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q3","Activities of Daily Living (ADL), COACH Study",NA,NA,"Preparing meals",NA,"need help to do",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q3","Activities of Daily Living (ADL), COACH Study",NA,NA,"Preparing meals",NA,"can't finish",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q4","Activities of Daily Living (ADL), COACH Study",NA,NA,"Maintaining the home",NA,"on one's own",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q4","Activities of Daily Living (ADL), COACH Study",NA,NA,"Maintaining the home",NA,"have some trouble to do",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q4","Activities of Daily Living (ADL), COACH Study",NA,NA,"Maintaining the home",NA,"need help to do",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q4","Activities of Daily Living (ADL), COACH Study",NA,NA,"Maintaining the home",NA,"can't finish",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q5","Activities of Daily Living (ADL), COACH Study",NA,NA,"Managing medications",NA,"on one's own",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_ADL","COACH_Chen_2022_ADL_1","ra_adl_q5","Activities of Daily Living (ADL), COACH Study",NA,NA,"Managing medications",NA,"have some trouble to do",2,NA,NA,NA,NA,"Chinese"
