"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q1","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"I am totally satisfied with my visit to this doctor.",NA,"Strongly agree",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q1","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"I am totally satisfied with my visit to this doctor.",NA,"agree",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q1","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"I am totally satisfied with my visit to this doctor.",NA,"neutral",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q1","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"I am totally satisfied with my visit to this doctor.",NA,"Disagree",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q1","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"I am totally satisfied with my visit to this doctor.",NA,"Strongly disagree",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q2","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"The doctor told me everything about my treatment.",NA,"Strongly agree",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q2","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"The doctor told me everything about my treatment.",NA,"agree",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q2","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"The doctor told me everything about my treatment.",NA,"neutral",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q2","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"The doctor told me everything about my treatment.",NA,"Disagree",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q3","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"Some things about my consultation with the doctor could have been better.",NA,"Strongly agree",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_CSQ","COACH_Chen_2022_CSQ_1","ra_customer_satisfaction_questionnaire_q3","Customer Satisfaction Questionnaire (CSQ), COACH Study",NA,NA,"Some things about my consultation with the doctor could have been better.",NA,"agree",2,NA,NA,NA,NA,"Chinese"
