"table","note"
"concretewords","BLOCKED, no CSV written. The IRW `item` axis is the RATER, not the rated word: data/concretewords.R sets item <- x$Participant and id <- x$Expression, and all 1831 live item values match the Qualtrics ResponseID pattern ^R_[A-Za-z0-9]{15,17}$ with not one containing a space (a corpus of 62,000 English MULTIWORD expressions would contain spaces in nearly every value). So the table is transposed relative to its name and dictionary Description: the rated expression lives in `id`, and `item` is an anonymous respondent. There is therefore no item stem for any item and none can ever be recovered -- item_text would be blank for all 1831 items and the only text attachable is the shared task instructions plus two labelled anchors (1 = Abstract (language based), 5 = Concrete (experience based); 2-4 unlabelled). By the #1770 rule ('does a row we ship carry the item's referent?') the answer is no for every row, so the rows were built and gated but parked at itemtext/fixes/concretewords__items.PARKED.csv (9155 rows) rather than shipped; shipping them would make concretewords count as 'has item text' in the corpus figures while carrying zero item-level information. Level-1 source located and cached: OSF ksypa's 'Multiword expression rating instructions Final.docx' (the only file at the node root) gives the verbatim instructions and the 1-5 anchors, and confirms a sixth option, ""I don't know the meaning of this expression"", which data/concretewords.R drops via x$Rating %in% 1:5 (plus x$Filter==1). NOTE for the availability audit: itemtext/availability_audit_full.csv classifies this table AVAILABLE on the reasoning that the published 62,000-expression norms are 'the actual list of rated expressions' -- true of the study, false of the IRW item axis. That row should be revised."
"content_literacy_intervention_g1","TABLE NAME / DICTIONARY REFERENCE MISMATCH. The IRW dictionary cites Kim et al. 2021, doi:10.7910/DVN/RVJIMX ('Improving Reading Comprehension, Science Domain Knowledge, and Reading Engagement through a First-Grade Content Literacy Intervention', N=674 first graders). The processing script actually reads g1g2_analyticfile_public.dta, which is deposited under doi:10.7910/DVN/HQEMN6 (Kim, Relyea, Burkhauser, Scherer & Rich 2021, Educ Psychol Rev 33:1935-1964, the conceptual replication with N=5,494 FIRST- AND SECOND-grade students). The live table has ~4,830-5,030 respondents per item, consistent with the replication, not with the 674-student first-grade trial, and it contains social-studies vocabulary items that the first-grade trial did not administer. The '_g1' suffix and the dictionary URL/Reference should be corrected: the data are grades 1 AND 2 pooled."
"content_literacy_intervention_g1","96 of 116 items (codes 21-116, the science and social-studies vocabulary knowledge depth assessments) ship blank item_text. Their variable labels in the deposit are generic and name no target word; the deposit's README and .do files require a Dataverse guestbook acceptance, and the source paper is paywalled with no open appendix. The sibling first-grade trial (ERIC ED662409) prints a 12-word science version of the same task ('Circle all of the words that go with the word potential.' etc.), but it is a different study and its target words were not assumed to carry over."
"content_literacy_intervention_g1","The 20 MMRP option sets are shipped reversed against the printed form for items 1,4,5,7,8,10,15,17,18,20, because the deposited analytic file stores a uniform scale direction. Evidence in verify_content_literacy_intervention_g1.R: 0 of 190 pairwise correlations negative, and the three content-twin pairs (2,20), (7,19), (11,15) -- printed in opposite directions -- have total-variation distances of 0.013/0.014/0.011 as shipped versus 0.856/0.521/0.548 mirrored."
"hypersensitive_narcissism","Clean pass with two caveats. (1) Step 3b instrument mismatch: the table name and the IRW dictionary Description name only the Hypersensitive Narcissism Scale, but the live data has 22 items - the 10-item HSNS (codes 1-10) plus the 12-item Dirty Dozen (codes 11-22). The instrument field is set to 'Hypersensitive Narcissism Scale (HSNS) and Dirty Dozen (DD)' and a public_note records it; the dictionary Description ('Data on agreeability with certain narcisstic personality characteristics') and the Reference field are both wrong - the Reference currently cites Jorgenson (2016) Open Hemispheric Brain Dominance Scale, an unrelated dataset. (2) Step 5's validate_items.R was NOT run against irw_fetch(), per this round's export-quota rule (the table is 1,187,582 rows). The identical three checks - required columns, item set, resp set - were run against server-side aggregates from irw::irw_table_sets(): all standard columns present; item sets match exactly (22); resp sets match exactly (1,2,3,4,5). Per-item row counts are flat (53,590-53,799, ratio 1.004) and every item carries all 5 resp levels, so there is no row-count anomaly and no coverage gap."
"icar_sapa","BLOCKED -- no items CSV written. The live table is the ICAR-60 (International Cognitive Ability Resource, 60-item form) as administered by the SAPA Project: 60 items, resp in {0,1} (scored correct/incorrect, not the raw multiple-choice alternative), 1,199,896 rows. The live item set decomposes exactly as the published ICAR-60 does -- 16 VR (verbal reasoning), 9 LN (letter and number series), 11 MR (matrix reasoning), 24 R3D (three-dimensional rotation) -- and data/icar_sapa.R takes the codes verbatim from ItemLists$ICAR60 in sapaICARData18aug2010thru20may2013.rdata (`for (i in 1:ncol(x)) L[[i]]<-data.frame(id=id,item=names(x)[i],...)`), so the IRW code IS the source column name (core model s3 pattern 1) and there is no mapping step to get wrong. The block is on the WORDS, not the mapping. Two independent reasons, one per item family: (1) VR and LN (25 items) have text stems, but the ICAR item pool is not published. Condon & Revelle's own data paper for this exact dataset (Journal of Open Psychology Data, 10.5334/jopd.25) reproduces no item wording and says only 'More information about all of the ICAR measures, including the item content, can be found at the ICAR website (icar-project.com)'; icar-project.org states 'You will need to register first by emailing us via the contact information given at ICAR-project.com', and https://icar-project.org/types/VR/VRitems.php 302s to /secure.php. The public /types/VR/VRstats.html page lists exactly the 16 VR codes this table holds (VR.04, VR.09, VR.11, VR.13, VR.14, VR.16, VR.17, VR.18, VR.19, VR.23, VR.26, VR.31, VR.32, VR.36, VR.39, VR.42) but prints statistics only, no stems. Obtaining the wording needs author contact -- something IRW does not have -- and the project gates the pool deliberately to limit item exposure. (2) MR and R3D (35 items) are figural: matrix-reasoning grids and 3D block-rotation figures. They have no text stem at all, only a per-type prompt, so even an unrestricted source would give no per-item wording. Sources checked and rejected: psychTools Rd_db (iqitems.Rd, ability.Rd) documents only 16 SAPA ability items under a DIFFERENT naming scheme (reason.4/letter.7/matrix.45/rotate.3) and supplies only type-level descriptions ('In the following alphanumeric series, what letter comes next?', 'A matrix reasoning task') -- no per-item content, no VR./LN./MR./R3D. codes; the JOPD data paper; icar-project.org and icar-project.com (the latter now 301s to a TU Dortmund project page); GitHub frenchja/icar (R helper functions only, no items) and Mac3581/Italian-Adaptation-and-Validation-of-the-ICAR-16-Sample-Test (an ICAR-16 Italian adaptation; its ICAR16_Codebook_English.xlsx contains no ICAR item codes and no stems -- 225 shared strings, zero matches for VR./LN./MR./R3D./'comes next'). Shipping the type-level prompt as item_text for all 60 rows was considered and rejected under the irw#1770 rule: the same generic sentence repeated nine times carries no item's referent. Nothing was invented and no partial CSV was staged. Retry route if ever wanted: email the ICAR project to register for the item pool; even then MR and R3D would remain stems-as-images."
"machivallianism_test_tipi","PASS WITH CAVEAT (gate route): validate_items.R was NOT run for this table -- it calls irw_fetch(), which exports all 728,729 rows against the shared 200GB/30-day Redivis export cap. Both of its set checks were executed instead via irw::irw_table_sets() server-side aggregates: item set TIPI1..TIPI10 matches the CSV exactly, resp set 1..7 matches exactly, and per-item option coverage is 7/7 for all ten items (70 rows). Re-run validate_items.R if a quota-free window is available; nothing about the result is expected to change."
"machivallianism_test_tipi","instructions is deliberately just 'I see myself as:' -- that is the entire administered stem the OpenPsychometrics deposit documents for the TIPI block. The TIPI's longer published preamble was NOT imported, since the deposit does not evidence that it was shown. Not a recoverable gap from this source; do not pad it from the canonical instrument without saying so."
"machivallianism_test_vcl","Clean pass with one caveat about content, not correctness: item_text for VCL6 ('cuivocal'), VCL9 ('florted') and VCL12 ('verdid') are deliberate NON-WORDS the openpsychometrics codebook supplies as a validity check ('The words at VCL6, VCL9, and VCL12 are not real words and can be used as a validity check'), not transcription errors -- do not 'correct' them to real words. correct_response is blank for all 16 items: the codebook publishes no scoring key and does not tie the non-word status to a resp value, so scoring the three checks as 'should be 0' would be an invented key. item_text is a single word per item because that is the whole stimulus; the check-list has no per-item stem. Step 6d batch gates (normalize_nulls.R, audit_batch.R, verify_batch.R, lint_verification.R, irw-validate) were deliberately NOT run by this agent: batch_016 is being written concurrently by sibling agents and audit_batch.R would re-export live tables against the Redivis quota. Orchestrator to run them once the batch is complete."
"mgkt","Clean pass with one caveat worth a human eye. resp is a derived per-item score (right minus wrong selections, -5..5), not a response option, so option_text is blank for all 313 rows and correct_response holds the five correct alternatives as TEXT rather than as resp values -- an analyst expecting correct_response to be a resp level will not find one. The five decoy alternatives per question were not shipped (no schema field carries them) and remain in the source codebook. The administered instructions state a -1.25 penalty per wrong answer while the stored score penalises exactly 1 per wrong answer, verified against the raw data for all 32 items; that discrepancy is carried as a public_note."
