"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q1","WHOQOL-BREF, COACH Study",NA,NA,"How would you rate your quality of life?",NA,"very poor",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q1","WHOQOL-BREF, COACH Study",NA,NA,"How would you rate your quality of life?",NA,"poor",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q1","WHOQOL-BREF, COACH Study",NA,NA,"How would you rate your quality of life?",NA,"Neither poor nor good",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q1","WHOQOL-BREF, COACH Study",NA,NA,"How would you rate your quality of life?",NA,"Good",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q1","WHOQOL-BREF, COACH Study",NA,NA,"How would you rate your quality of life?",NA,"Very good",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q2","WHOQOL-BREF, COACH Study",NA,NA,"How satisfied are you with your health?",NA,"Very dissatisfied",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q2","WHOQOL-BREF, COACH Study",NA,NA,"How satisfied are you with your health?",NA,"dissatisfied",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q2","WHOQOL-BREF, COACH Study",NA,NA,"How satisfied are you with your health?",NA,"Neither dissatisfied nor satisfied",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q2","WHOQOL-BREF, COACH Study",NA,NA,"How satisfied are you with your health?",NA,"satisfied",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q2","WHOQOL-BREF, COACH Study",NA,NA,"How satisfied are you with your health?",NA,"Very satisfied",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q3","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel that physical pain prevents you from doing what you need to do?",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q3","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel that physical pain prevents you from doing what you need to do?",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q3","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel that physical pain prevents you from doing what you need to do?",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q3","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel that physical pain prevents you from doing what you need to do?",NA,"Very much",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q3","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel that physical pain prevents you from doing what you need to do?",NA,"An extreme amount",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q4","WHOQOL-BREF, COACH Study",NA,NA,"How much do you need any medical treatment to function in your daily life?",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q4","WHOQOL-BREF, COACH Study",NA,NA,"How much do you need any medical treatment to function in your daily life?",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q4","WHOQOL-BREF, COACH Study",NA,NA,"How much do you need any medical treatment to function in your daily life?",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q4","WHOQOL-BREF, COACH Study",NA,NA,"How much do you need any medical treatment to function in your daily life?",NA,"Very much",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q4","WHOQOL-BREF, COACH Study",NA,NA,"How much do you need any medical treatment to function in your daily life?",NA,"An extreme amount",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q5","WHOQOL-BREF, COACH Study",NA,NA,"How much do you enjoy life?",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q5","WHOQOL-BREF, COACH Study",NA,NA,"How much do you enjoy life?",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q5","WHOQOL-BREF, COACH Study",NA,NA,"How much do you enjoy life?",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q5","WHOQOL-BREF, COACH Study",NA,NA,"How much do you enjoy life?",NA,"Very much",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q5","WHOQOL-BREF, COACH Study",NA,NA,"How much do you enjoy life?",NA,"An extreme amount",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q6","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel your life to be meaningful?",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q6","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel your life to be meaningful?",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q6","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel your life to be meaningful?",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q6","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel your life to be meaningful?",NA,"Very much",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q6","WHOQOL-BREF, COACH Study",NA,NA,"To what extent do you feel your life to be meaningful?",NA,"An extreme amount",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q7","WHOQOL-BREF, COACH Study",NA,NA,"How well are you able to concentrate?",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q7","WHOQOL-BREF, COACH Study",NA,NA,"How well are you able to concentrate?",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q7","WHOQOL-BREF, COACH Study",NA,NA,"How well are you able to concentrate?",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q7","WHOQOL-BREF, COACH Study",NA,NA,"How well are you able to concentrate?",NA,"Very much",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q7","WHOQOL-BREF, COACH Study",NA,NA,"How well are you able to concentrate?",NA,"An extreme amount",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q8","WHOQOL-BREF, COACH Study",NA,NA,"How safe do you feel in your daily life？",NA,"Not at all",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q8","WHOQOL-BREF, COACH Study",NA,NA,"How safe do you feel in your daily life？",NA,"A little",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_WHOQOL_BREF","COACH_Chen_2022_WHOQOL_BREF_1","ra_whoqol_bref_q8","WHOQOL-BREF, COACH Study",NA,NA,"How safe do you feel in your daily life？",NA,"A moderate amount",3,NA,NA,NA,NA,"Chinese"
