"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q2","MOS Social Support Survey, Chinese version",NA,NA,"Someone you can count on to listen to when you need to talk.",NA,"None of the time",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q2","MOS Social Support Survey, Chinese version",NA,NA,"Someone you can count on to listen to when you need to talk.",NA,"A little of the time",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q2","MOS Social Support Survey, Chinese version",NA,NA,"Someone you can count on to listen to when you need to talk.",NA,"Some of the time",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q2","MOS Social Support Survey, Chinese version",NA,NA,"Someone you can count on to listen to when you need to talk.",NA,"Most of the time",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q2","MOS Social Support Survey, Chinese version",NA,NA,"Someone you can count on to listen to when you need to talk.",NA,"All of the time",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q3","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you information to help you understand a situation.",NA,"None of the time",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q3","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you information to help you understand a situation.",NA,"A little of the time",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q3","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you information to help you understand a situation.",NA,"Some of the time",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q3","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you information to help you understand a situation.",NA,"Most of the time",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q3","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you information to help you understand a situation.",NA,"All of the time",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q4","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you good advice about a crisis.",NA,"None of the time",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q4","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you good advice about a crisis.",NA,"A little of the time",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q4","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you good advice about a crisis.",NA,"Some of the time",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q4","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you good advice about a crisis.",NA,"Most of the time",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q4","MOS Social Support Survey, Chinese version",NA,NA,"Someone to give you good advice about a crisis.",NA,"All of the time",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q5","MOS Social Support Survey, Chinese version",NA,NA,"Someone to confide in or talk to about yourself or your problems.",NA,"None of the time",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q5","MOS Social Support Survey, Chinese version",NA,NA,"Someone to confide in or talk to about yourself or your problems.",NA,"A little of the time",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q5","MOS Social Support Survey, Chinese version",NA,NA,"Someone to confide in or talk to about yourself or your problems.",NA,"Some of the time",3,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q5","MOS Social Support Survey, Chinese version",NA,NA,"Someone to confide in or talk to about yourself or your problems.",NA,"Most of the time",4,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q5","MOS Social Support Survey, Chinese version",NA,NA,"Someone to confide in or talk to about yourself or your problems.",NA,"All of the time",5,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q6","MOS Social Support Survey, Chinese version",NA,NA,"Someone whose advice you really want.",NA,"None of the time",1,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q6","MOS Social Support Survey, Chinese version",NA,NA,"Someone whose advice you really want.",NA,"A little of the time",2,NA,NA,NA,NA,"Chinese"
"COACH_Chen_2022_MOS_SSS_C","COACH_Chen_2022_MOS_SSS_C_1","ra_mos_sss_c_q6","MOS Social Support Survey, Chinese version",NA,NA,"Someone whose advice you really want.",NA,"Some of the time",3,NA,NA,NA,NA,"Chinese"
