"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,NA,2,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,NA,3,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,NA,4,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,NA,5,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,NA,6,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE1","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Using GAI has improved my learning efficiency in courses.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,NA,2,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,NA,3,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,NA,4,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,NA,5,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,NA,6,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE2","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me gain a deeper understanding of complex concepts.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,NA,2,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,NA,3,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,NA,4,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,NA,5,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,NA,6,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE3","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"The quality of my assignments or reports has improved after using GAI.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE4","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"With the support of GAI, I can complete learning tasks more quickly.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE4","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"With the support of GAI, I can complete learning tasks more quickly.",NA,NA,2,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE4","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"With the support of GAI, I can complete learning tasks more quickly.",NA,NA,3,"Chinese"
"zeng_2026_gai_learning_effect","zeng_2026_gai_learning_effect_1","LE4","Learning Effect (LE) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"With the support of GAI, I can complete learning tasks more quickly.",NA,NA,4,"Chinese"
