"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,NA,2,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,NA,3,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,NA,4,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,NA,5,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,NA,6,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA1","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"When I encounter difficulties using GAI, I can try different ways to solve them.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,NA,2,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,NA,3,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,NA,4,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,NA,5,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,NA,6,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA2","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I am able to adapt my role to fit into GAI-supported learning scenarios.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,NA,2,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,NA,3,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,NA,4,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,NA,5,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,NA,6,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA3","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"GAI has helped me rethink my role in the learning process.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,NA,2,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,NA,3,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,NA,4,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,NA,5,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,NA,6,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA4","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"Even when facing challenges, I am capable of continuing to use GAI to complete tasks.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,NA,2,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,NA,3,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,NA,4,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,NA,5,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,NA,6,"Chinese"
"zeng_2026_gai_role_adapt","zeng_2026_gai_role_adapt_1","RA5","Role Adaptation (RA) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can flexibly adjust my usage strategies based on how GAI performs.",NA,"Strongly Agree",7,"Chinese"
