"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,NA,2,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,NA,3,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,NA,4,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,NA,5,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,NA,6,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS1","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"My university provides specialized training to help me use generative AI tools proficiently.",NA,"Strongly Agree",7,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS2","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can easily access online or offline tutorials and guidance on how to use GAI.",NA,"Strongly Disagree",1,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS2","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can easily access online or offline tutorials and guidance on how to use GAI.",NA,NA,2,"Chinese"
"zeng_2026_gai_inst_support","zeng_2026_gai_inst_support_1","IS2","Institutional Support (IS) scale, GAI-assisted learning questionnaire (Zeng, Kang & Piaw 2026)",NA,NA,"I can easily access online or offline tutorials and guidance on how to use GAI.",NA,NA,3,"Chinese"
