"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_1","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself often conflict with one another.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_1","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself often conflict with one another.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_1","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself often conflict with one another.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_1","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself often conflict with one another.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_1","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself often conflict with one another.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_2","Self-Concept Clarity Scale",NA,NA,"On one day I might have one opinion of myself and on another day I might have a different opinion.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_2","Self-Concept Clarity Scale",NA,NA,"On one day I might have one opinion of myself and on another day I might have a different opinion.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_2","Self-Concept Clarity Scale",NA,NA,"On one day I might have one opinion of myself and on another day I might have a different opinion.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_2","Self-Concept Clarity Scale",NA,NA,"On one day I might have one opinion of myself and on another day I might have a different opinion.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_2","Self-Concept Clarity Scale",NA,NA,"On one day I might have one opinion of myself and on another day I might have a different opinion.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_3","Self-Concept Clarity Scale",NA,NA,"I spend a lot of time wondering about what kind of person I really am.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_3","Self-Concept Clarity Scale",NA,NA,"I spend a lot of time wondering about what kind of person I really am.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_3","Self-Concept Clarity Scale",NA,NA,"I spend a lot of time wondering about what kind of person I really am.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_3","Self-Concept Clarity Scale",NA,NA,"I spend a lot of time wondering about what kind of person I really am.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_3","Self-Concept Clarity Scale",NA,NA,"I spend a lot of time wondering about what kind of person I really am.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_4","Self-Concept Clarity Scale",NA,NA,"Sometimes I feel that I am not really the person that I appear to be.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_4","Self-Concept Clarity Scale",NA,NA,"Sometimes I feel that I am not really the person that I appear to be.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_4","Self-Concept Clarity Scale",NA,NA,"Sometimes I feel that I am not really the person that I appear to be.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_4","Self-Concept Clarity Scale",NA,NA,"Sometimes I feel that I am not really the person that I appear to be.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_4","Self-Concept Clarity Scale",NA,NA,"Sometimes I feel that I am not really the person that I appear to be.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_5","Self-Concept Clarity Scale",NA,NA,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_5","Self-Concept Clarity Scale",NA,NA,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_5","Self-Concept Clarity Scale",NA,NA,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_5","Self-Concept Clarity Scale",NA,NA,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_5","Self-Concept Clarity Scale",NA,NA,"When I think about the kind of person I have been in the past, I'm not sure what I was really like.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_6","Self-Concept Clarity Scale",NA,NA,"I seldom experience conflict between the different aspects of my personality.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_6","Self-Concept Clarity Scale",NA,NA,"I seldom experience conflict between the different aspects of my personality.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_6","Self-Concept Clarity Scale",NA,NA,"I seldom experience conflict between the different aspects of my personality.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_6","Self-Concept Clarity Scale",NA,NA,"I seldom experience conflict between the different aspects of my personality.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_6","Self-Concept Clarity Scale",NA,NA,"I seldom experience conflict between the different aspects of my personality.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_7","Self-Concept Clarity Scale",NA,NA,"Sometimes I think I know other people better than I know myself.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_7","Self-Concept Clarity Scale",NA,NA,"Sometimes I think I know other people better than I know myself.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_7","Self-Concept Clarity Scale",NA,NA,"Sometimes I think I know other people better than I know myself.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_7","Self-Concept Clarity Scale",NA,NA,"Sometimes I think I know other people better than I know myself.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_7","Self-Concept Clarity Scale",NA,NA,"Sometimes I think I know other people better than I know myself.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_8","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself seem to change very frequently.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_8","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself seem to change very frequently.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_8","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself seem to change very frequently.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_8","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself seem to change very frequently.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_8","Self-Concept Clarity Scale",NA,NA,"My beliefs about myself seem to change very frequently.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_9","Self-Concept Clarity Scale",NA,NA,"If I were asked to describe my personality, my description might end up being different from one day to another day.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_9","Self-Concept Clarity Scale",NA,NA,"If I were asked to describe my personality, my description might end up being different from one day to another day.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_9","Self-Concept Clarity Scale",NA,NA,"If I were asked to describe my personality, my description might end up being different from one day to another day.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_9","Self-Concept Clarity Scale",NA,NA,"If I were asked to describe my personality, my description might end up being different from one day to another day.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_9","Self-Concept Clarity Scale",NA,NA,"If I were asked to describe my personality, my description might end up being different from one day to another day.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_10","Self-Concept Clarity Scale",NA,NA,"Even if I wanted to, I don't think I could tell someone what I'm really like.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_10","Self-Concept Clarity Scale",NA,NA,"Even if I wanted to, I don't think I could tell someone what I'm really like.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_10","Self-Concept Clarity Scale",NA,NA,"Even if I wanted to, I don't think I could tell someone what I'm really like.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_10","Self-Concept Clarity Scale",NA,NA,"Even if I wanted to, I don't think I could tell someone what I'm really like.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_10","Self-Concept Clarity Scale",NA,NA,"Even if I wanted to, I don't think I could tell someone what I'm really like.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_11","Self-Concept Clarity Scale",NA,NA,"In general, I have a clear sense of who I am and what I am.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_11","Self-Concept Clarity Scale",NA,NA,"In general, I have a clear sense of who I am and what I am.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_11","Self-Concept Clarity Scale",NA,NA,"In general, I have a clear sense of who I am and what I am.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_11","Self-Concept Clarity Scale",NA,NA,"In general, I have a clear sense of who I am and what I am.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_11","Self-Concept Clarity Scale",NA,NA,"In general, I have a clear sense of who I am and what I am.",NA,"strongly agree",5,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_12","Self-Concept Clarity Scale",NA,NA,"It is often hard for me to make up my mind about things because I don't really know what I want.",NA,"strongly disagree",1,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_12","Self-Concept Clarity Scale",NA,NA,"It is often hard for me to make up my mind about things because I don't really know what I want.",NA,NA,2,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_12","Self-Concept Clarity Scale",NA,NA,"It is often hard for me to make up my mind about things because I don't really know what I want.",NA,NA,3,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_12","Self-Concept Clarity Scale",NA,NA,"It is often hard for me to make up my mind about things because I don't really know what I want.",NA,NA,4,"Chinese"
"qi_2025_self_concept_clarity","qi_2025_self_concept_clarity_1","SCC_12","Self-Concept Clarity Scale",NA,NA,"It is often hard for me to make up my mind about things because I don't really know what I want.",NA,"strongly agree",5,"Chinese"
