"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_1","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I'm a person of worth, at least on an equal plane with others.",NA,"Strongly disagree",1,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_1","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I'm a person of worth, at least on an equal plane with others.",NA,"Disagree",2,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_1","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I'm a person of worth, at least on an equal plane with others.",NA,"Agree",3,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_1","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I'm a person of worth, at least on an equal plane with others.",NA,"Strongly agree",4,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_2","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I have a number of good qualities.",NA,"Strongly disagree",1,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_2","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I have a number of good qualities.",NA,"Disagree",2,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_2","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I have a number of good qualities.",NA,"Agree",3,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_2","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"I feel that I have a number of good qualities.",NA,"Strongly agree",4,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_3","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"All in all, I am inclined to feel that I am a failure.",NA,"Strongly disagree",1,"Chinese"
"qi_2025_self_esteem","qi_2025_self_esteem_1","Esteem_3","Rosenberg Self-Esteem Scale (RSES)","BELOW IS A LIST OF STATEMENTS DEALING WITH YOUR GENERAL FEELINGS ABOUT YOURSELF.",NA,"All in all, I am inclined to feel that I am a failure.",NA,"Disagree",2,"Chinese"
