"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"16_personalityfactors","data_labels","study_materials","openpsychometrics.org/_rawdata/16PF.zip (codebook.html)","Re-sourced 2026-08-17 after the original agent crashed without reporting provenance. Rebuilt the column->item-integer mapping the way data/16_personalityfactors.R assigns it (order of the columns surviving its select()) and diffed all 815 rows against the dataset's own codebook.html: 162 of 163 items match character-for-character on item_text AND on all five option labels. EXCEPTION: item 163 = column P10, which the codebook omits entirely; its text ('I have a good word for everyone') comes from the IPIP Q4/Tension scale listing, corroborated by P1-P9 being exactly that scale's other nine items. Also resolved: the earlier 'wording mismatch' flag is not an error -- the source's own whole-test instructions say '(1) disagree ... (5) agree' while its per-item codebook says 'strongly disagree ... strongly agree' (sic 'neither agree not disagree'); option_text follows the codebook, which is authoritative.","","2026-08-17"
"abdullah_2024_bsq_sev24","paper_explicit","canonical_instrument","10.3390/ijerph18052487","Re-sourced 2026-08-17 (was mapping_basis=unknown). The 2024 paper's own .sav carries no variable or value labels and the article reproduces no BSQ item wording. Text verified verbatim against Table 1 of the BSQ-M validation paper the 2024 study cites as its instrument source (Mahd-Abdullah et al. 2021, IJERPH 18:2487, CC BY), which lists every item bilingually against its own code (SEV241-SEV245) -- an exact code-to-text match, no inference. That table also publishes the administered Malay wording; the English was kept. option_text is blank because BSQ options are per-item multiple-choice categories that neither paper publishes. Ordering corroborated: the paper states Sev24 item 5 uses a 1-8 scale and SEV24_5 is the only 8-level item in the live data. Note SEV241 is marked a reverse item there.","Response-option labels are not published for this scale (the BSQ uses per-item multiple-choice categories), so only item text is available","2026-08-17"
"abdullah_2024_bsq_sevgen","paper_explicit","canonical_instrument","10.3390/ijerph18052487","Upgraded 2026-08-17 from paper_order/canonical_instrument. Text verified verbatim against Table 1 of the BSQ-M validation paper (Mahd-Abdullah et al. 2021, IJERPH 18:2487, CC BY), which ties each item to its own code (SEVG1-SEVG7) bilingually -- exact match for all six live items, no order inference. SEVG2 ('On days that you have bloating, how often does it usually happen?') is published there but absent from the live data, consistent with the dataset note. Both papers' stated per-item scale ranges still disagree with the live per-item resp ranges (e.g. items 3/4/6 documented 1-5, observed 1-4; item 7 documented 1-7, observed 1-4 plus 6-7); item/resp sets validated against live data regardless. option_text blank for the same reason as sev24.","Response-option labels are not published for this scale (the BSQ uses per-item multiple-choice categories), so only item text is available; the source papers' stated per-item scale ranges also do not match the ranges actually present in the data","2026-08-17"
"abdullah_2024_hpbbloat_stress","reconstructed","study_materials","10.7717/peerj.11444","Re-checked 2026-08-17; downgraded paper_order -> reconstructed, which is the honest label for a renumbered final form. Confirmed there is no route to a verified mapping: both supplementary .sav files (EFA n=152, CFA n=323) carry SM1-SM8 column names with NO variable labels, and neither the article nor Supplemental Information 3 publishes wording against the original SM codes -- S3 is the final 17-item form, which renumbers items 1-17 and interleaves the five subscales round-robin (D,HA,PA,SM,T), putting the stress-management items at #4, #9, #13, #17. The mapping SM1->#4, SM2->#9, SM4->#13, SM8->#17 therefore rests on assuming ascending order within the subscale is preserved. Natural given the round-robin construction, but unverifiable from any published source; a permutation among these four is the residual risk.","The source publishes item wording only for the final renumbered 17-item form, so the match between each item code and its text is inferred from subscale ordering rather than documented",""
"abouhashish_2025_chatgpt_attitudes","data_labels","study_materials","10.1371/journal.pone.0331003","All 40 item codes matched the header row of the study's own PLOS supplementary raw-data spreadsheet; subscale grouping confirmed against the article text.","","2026-08-17"
"abukhalaf_2025_disaster_prep","data_labels","study_materials","","Shared stem and all three item texts recovered verbatim from the column headers of the study's own public dataset (PLOS s001.xlsx). No verbal anchors exist for the 0-1 (0.1-increment) scale, so option_text is blank by necessity.","","2026-08-17"
"addy_2021_sdq_ghana","data_labels","study_materials","","Item text and 0/1/2 coding read from variable/value labels embedded in the study's own SPSS supplementary file. Note SDQ_7 carries a reversed value-label order in that source relative to the other nine items; followed the source as given.","Item SDQ_7 carries a reversed response-option order in the source codebook (0=certainly true ... 2=not true) relative to the other nine items; transcribed as the source gives it, so scores for this item may need reverse-coding before use","2026-08-17"
"agogue_2020_self_perceived_creativity","data_labels","study_materials","10.1371/journal.pone.0228961","Verified 2026-08-17 against the live S1 File (.sav): each SPCpre_N column's variable label is the item text, and those same column names are what data/agogue_2020_nudging_creativity.py melts into `item`. All 6 confirmed an exact character-for-character match. The .sav carries no value labels, so only the 1/7 endpoint anchors (from paper prose) are recorded and the middle points are correctly blank.","","2026-08-17"
"aguirre_camacho_2021_champion","paper_explicit","study_materials","10.1371/journal.pone.0249562","Re-checked 2026-08-17 and confirmed correct as shipped: the paper's Table 2 gives the Spanish wording used, and the paper labels the response anchors only in English ('strongly disagree' / 'strongly agree' in the Measures section), with the middle three points unlabeled in any language. The within-table language mismatch is a property of the source, not the extraction. MAPPING VERIFIED NUMERICALLY 2026-08-17: the item code chain is IRW item1-8 <- .sav columns Champ1-8 (data/aguirre_camacho_2021_fbc.py; ChampB1-8 are the retest at wave=1), and the .sav carries NO per-item variable labels, so Champ<N> <-> Table 2 item N was initially only numeric correspondence. Checked it against Table 4's per-item M/SD/floor%/ceiling%: all eight means match to +-0.01 in order, and the two near-tied pairs (items 3 vs 5, both M=3.03; items 6 vs 7) are separated correctly by their floor/ceiling percentages, so the mapping is pinned item-by-item rather than just as a set. Small residuals (item 1 ceiling 21.9 vs 20.9; item 6 floor 18.8 vs 18.0) are expected: the paper analyzed the EM-imputed file while the IRW script drops non-integer imputed cells.","Item text is the study's administered Spanish wording, but the 1/5 scale anchors are recorded in English (the source labels only the endpoints); the middle points are unlabeled","2026-08-17"
"aguirre_camacho_2021_shai","paper_order","translated_substitute","10.1371/journal.pone.0249562","REBUILT 2026-08-17 after a spot-check. The first version invented an item stem per item and compressed the response statements into short anchors (a paraphrase of novopsych's tabular rendering) -- e.g. item 2 lost '(of my age)' and item 12's fourth statement 'I usually think that I am seriously ill' flattened to 'Usually'. The SHAI/HAI-18 actually has NO item stems: each item is a group of four complete statements, the same forced-choice shape as alsuhibani_2022_npi_s3. Now transcribed literally -- item_text blank throughout (hence the expected 100%-blank audit WARN), all 72 option_texts verbatim, section 2 carrying the pre-item-15 section instruction. Source: psychology-tools.com/test/health-anxiety-inventory, cross-checked item 1 against the HAI appendix wording and item 4 against blueprint/ebchelp. Text is still the English original for a Spanish administration. Code-to-item ordering is HAnx1-18 -> items 1-18; corroborated by every item's content matching its canonical position.","Item text is the English SHAI-18 original; the study administered a Spanish translation whose exact wording is not recoverable from the paper or its materials. The instrument has no separate item stems -- each item is a group of four statements, so all of the text sits in option_text","2026-08-17"
