"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"estcrm_selfeff","data_labels","study_materials","The EstCRM R package (Zopluoglu, v1.6, CRAN, GPL >= 2), which ships the SelfEff data frame this table was built from -- data/estcrm.R takes item codes straight from names(SelfEff). The package's own manual documents the dataset: 'Teaching Self Efficacy Scale', data 'kindly provided by Dr. Adnan Kan', with all ten item descriptions listed against Item1..Item10, and the source given as Kan, A. (2009), Effect of scale response format on psychometric properties in teaching self-efficacy, Euroasian Journal of Educational Research, 34, 215-228.","MAPPING IS INFERENCE-FREE. data/estcrm.R builds the long table with item = names(x)[i] over the package's SelfEff data frame, so the live codes ARE that frame's column names, and the package manual documents the same ten names with one item description each. There is no renaming step to reconstruct. CONTINUOUS RESPONSE, SO ONE ROW PER OBSERVED VALUE. This is a visual-analogue scale: respondents marked an 11 cm line and the score is the distance in cm from the left end, giving 161 distinct values across the table and 83-120 per item. The table therefore carries one row per (item, observed value), 987 rows, which is the shape klatt_2016_speed_estimation already uses for a continuous measure. WHY THE ANCHORS ARE IN instructions RATHER THAN option_text. The line's two end points are labelled 'can not do at all' and 'highly certain can do'. The right-hand anchor corresponds to 11, which IS observed, but the left-hand anchor corresponds to 0, which is NOT observed anywhere in the data -- no respondent marked the extreme left. Shipping an option_text row at resp 0 would break the resp-set match against live data, and labelling only the observed end would misrepresent the scale as one-sided. Both anchors therefore appear in instructions, which is instrument-level, and option_text is empty. ADMINISTRATION LANGUAGE IS UNRESOLVED AND language IS DELIBERATELY EMPTY. Kan (2009) appeared in a Turkish journal and Adnan Kan is at a Turkish university, so the scale was in all likelihood administered in Turkish and the English descriptions in the package are a rendering. But neither the package manual nor anything else in the deposit states the language or the country of the sample, and guessing it would put an unsupported claim in a field that is supposed to be a fact about the study. Recorded here as a known gap that reading Kan (2009) would close. text_source is study_materials because the descriptions reached the package from the instrument's own author. correct_response is empty: this is a self-efficacy rating with no key.","Ten items from the Teaching Self-Efficacy Scale (Kan, 2009), answered by 307 pre-service teachers. This is a CONTINUOUS response: each respondent marked a point on an 11 cm line whose ends were labelled 'can not do at all' and 'highly certain can do', and resp is the distance in cm from the left end, so it runs 0.75 to 11 with 161 distinct values. The two end labels are given in instructions rather than as response options, because one of them (the left end, 0) is never actually observed in the data. Item wording comes from the EstCRM R package, which ships this dataset and documents each of its ten columns. The language the scale was administered in is not stated anywhere in that source; the study is Turkish, so the English wording here is probably a rendering rather than the administered text.","NA"
"wine_luckett2021","data_labels","study_materials","data/wine_luckett2021.R, which reads 'Prelim Data.csv' and names each item after the source column it came from: x$How.intense.do.you.find.this.aroma., x$Pleasantness and x$Familiarity. Paper: Luckett, Pellegrino, Heatherly, Alfaro Martinez, Dein & Munafo, 'Discrimination of Complex Odor Mixtures: A Study Using Wine Aroma Models', Chemical Senses, doi:10.1093/chemse/bjaa079 (CC BY 4.0 per the IRW biblio). Deposit listed as osf.io/nwv5a, which returns 'Not found' from the OSF API.","ITEM TEXT IS THE SOURCE FILE'S OWN COLUMN HEADER, which is level-1 evidence: the processing script maps each of the three item codes directly onto a named column of the raw CSV, so intense/pleasant/familiar are that file's headers and nothing was inferred. One of the three is a full question ('How intense do you find this aroma?'); the other two are one-word headers ('Pleasantness', 'Familiarity') and are shipped exactly as found rather than expanded into questions, because the question actually put to raters is not recoverable -- the paper is paywalled (not open access via Europe PMC) and the OSF node 404s on the API. The scale anchors are unrecovered for the same reason. THE THREE ITEMS DO NOT SHARE A RESPONSE SCALE, which is easy to miss and matters for anyone modelling them together: 'intense' is a 0-100 line scale with 100 observed values, while 'pleasant' and 'familiar' are 9-point scales. The table carries one row per (item, observed value) so each item's own range is visible; the union is what validate_items checks. A NOTE ON WHAT id MEANS HERE. In this table id is the WINE SAMPLE and rater is the human judge -- the processing script sets id <- x$Sample.Name and rater <- x$Subject.Code. So the 'persons' being measured are aroma samples, which is unusual and worth knowing before treating id as a respondent.","Three aroma ratings -- intensity, pleasantness and familiarity -- given by judges to wine aroma model samples. Item text is the raw data file's own column header, taken from the IRW processing script; the intensity header is a full question, the other two are the one-word labels the file uses and are left as found. IMPORTANT: the three items use DIFFERENT response scales. Intensity is a 0-100 line scale; pleasantness and familiarity are 9-point scales. Also note that id identifies the wine sample, not a person, and rater identifies the judge. The scale anchors are not shipped because the paper is paywalled and the listed OSF deposit does not resolve.","NA"
"FEDSP_Trzcinska_2023_MonKnow","data_labels","study_materials","CC BY 4.0 OSF deposit osf.io/sa87b (Trzcińska, 'Family Economic Deprivation and Self-esteem among Preschoolers', Faculty of Psychology, University of Warsaw), files data-3.sav, metadata-2.docx and Online Supplement.docx. Paper: Journal of Experimental Child Psychology, S002209652400153X -- not open access, confirmed via Europe PMC.","ITEM TEXT IS A BRACKETED DESCRIPTION OF THE STIMULUS, NOT ADMINISTERED WORDING, AND THE BRACKETS SAY SO. Decided with the user 2026-09-14. The first version put the deposit's raw variable labels in item_text -- '2zl vs 5zl' and '5 x 5zl vs 2 x 20zl vs 1 x 50zl' -- which is what the .sav says (data-3.sav labels them 'condition1:' and 'condition2:') but is close to unreadable as an item. It now reads '[children were shown: a 2 zł coin and a 5 zł coin]' and '[children were shown: five 5 zł coins, two 20 zł notes and one 50 zł note]'. The square brackets are a deliberate marker: everything inside them is IRW describing the experimental setup, not quoting the instrument. The amounts and their groupings are the deposit's; the framing and the coin/note distinction are ours (in Poland 2 and 5 zł are coins, 20 and 50 zł banknotes). THE ADMINISTERED QUESTION IS GENUINELY UNRECOVERABLE, which is why a description is the ceiling here. The spoken prompt -- presumably some form of 'which is more money?' -- appears in no reachable source: the paper in Journal of Experimental Child Psychology is paywalled (confirmed via Europe PMC), the .sav carries only the two condition labels and no value labels, both deposit supplements describe the study without describing the task, and Trzcińska's earlier open-access work uses a different measure (money PRIMING, a coin-sorting game, not money knowledge). HOW TO READ THE TWO CONDITIONS, offered as interpretation rather than as fact from the source: condition 1 compares two single coins and tests denomination knowledge; condition 2 sets five 5 zł coins (25) against two 20 zł notes (40) and one 50 zł note (50), so the correct pile is the SMALLEST one and the classic preschool error is to choose the most coins. c_MonKnow in the source is 'sum of points from condition 1 and 2', so resp 1 is a point earned. Nothing in the deposit states this design; it is inferred from the stimulus, and correct_response is left empty rather than derived from it. A TENSION WORTH FLAGGING FOR BEN: the 2026-09-05 picture-stimulus ruling says nothing IRW wrote should go in a field defined as the wording respondents read, and that ruling explicitly declined to treat the enkavi_2019_* authored stimulus descriptions as precedent. This table deviates from that, with the user's agreement, on the grounds that the bracket convention makes the status visible in the data itself rather than only in provenance. If the ruling is to be applied strictly, blanking item_text on these two rows reverses it and the table then has no item text at all -- which by the lys_2020_rape_3_cons precedent would make it blocked rather than shipped. language is Polish (Warsaw sample, złoty amounts, preschoolers); item_text is English description, so it has no _translated twin. WHAT THESE ITEMS ARE, AND WHAT IS MISSING. Each is a money-comparison shown to a preschooler -- two or three amounts in Polish złoty -- and resp 0/1 is whether the child answered correctly; c_MonKnow in the source is the sum of the two, so 1 is a point earned. The spoken prompt (presumably 'which is more money?') is NOT published: the paper is paywalled and neither the .sav nor the two supplements give it. So what ships is the stimulus, not the question, and that limit is real rather than a shortcut. correct_response is left empty for the same reason -- the larger amount is obvious arithmetic, but without the prompt it is not certain the child was asked to pick the larger one, and deriving a key would be IRW-generated content. language is Polish (Warsaw sample, złoty amounts); item_text is the deposit's English label describing a Polish-administered task, so it has no _translated twin.","Two money-knowledge tasks given to Polish preschoolers, scored 0/1 for incorrect/correct. The item text is a bracketed description of what the child was shown -- '[children were shown: ...]' -- because the question actually put to the child is not published anywhere in the deposit. Anything in square brackets is IRW describing the experimental setup, not the instrument's own wording. The amounts come from the study's data file; in the second task the correct pile is the single 50 zł note, which is also the smallest, so the task appears to test whether a child knows that more coins does not mean more money. The question actually put to the child is not published anywhere in the deposit and the paper is paywalled, so only the stimulus is given here, not the prompt. In the source data the two tasks are summed into a single money-knowledge score, so a 1 here is one point of that total.","NA"
"NAMPRB_Siwiak_2024_SSUB","paper_explicit","study_materials","CC BY 4.0 OSF deposit osf.io/k2453 (Siwiak, Buczel, Rabińska & Szpitalak 2024, 'New Age of measuring paranormal and related beliefs: Psychometric properties and correlates of the Polish version of the Survey of Scientifically Unaccepted Beliefs'). The item text comes from the deposit's own 'Online_Supplement_translation_of_items_polish_SSUB_version.pdf', whose Table 1 prints all 20 items three ways -- number, English, Polish -- and marks reverse-scored items with an asterisk. Table 2 of the same file gives the revised scale's factor structure.","BILINGUAL, WITH THE AUTHORS' OWN TRANSLATION. item_text is the administered Polish and item_text_translated the supplement's English, both taken from one table so the pairing is the authors' rather than mine. language=Polish. THE TABLE HAS 25 CODES FOR A 20-ITEM SCALE, AND THAT IS A DEFECT WORTH REPORTING. The SSUB numbers its items 1-20 across two factors: New Age Beliefs and Traditional Religious Beliefs. In the source spreadsheet the five religious items carry TRB in their column name and the other fifteen carry NAB. The retest block, administered to one subsample, was named SSUB_RETEST_1..20 covering all twenty, and data/NAMPRB_Siwiak_2024.R renames it with a blanket gsub('RETEST','NAB'). That silently relabels the five religious items as New Age at retest. The consequence is visible in the live table: SSUB_TRB_{1,5,14,15,19} appear at wave 0 only and SSUB_NAB_{1,5,14,15,19} at wave 1 only, the SAME five positions under two different codes. So five of the twenty items are split across two codes by wave, and the table reports 25 items where the instrument has 20. This table ships text for all 25 codes, giving each pair the same item text, because the pair IS one item. That keeps the join honest but does not fix the underlying naming -- a data-side issue. The five positions are exactly the religious content (1 Devil/Satan, 5 prayers, 14 Hell, 15 God does not exist, 19 universe created by God), which is what confirms the split is TRB-vs-NAB and not a coincidence. TWO SMALLER POINTS. The ten reverse-scored items (3, 5, 7, 8, 10, 13, 15, 16, 17, 18) are marked in the supplement and listed in the public note, since resp is stored raw. And the supplement's Table 2 prints a slightly reworded Polish for item 5 as part of the REVISED scale; the administered wording in Table 1 is what ships. RESPONSE ANCHORS DO SHIP, ADDED 2026-09-14 -- and the first version was wrong to say they were unavailable. I had read only the OSF deposit (data file, IRT plots, item-translation supplement), none of which name the scale: the IRT outputs label categories generically as P1..P5. But the study also has a CC BY 4.0 preprint, doi:10.31234/osf.io/7u98d, which states the instrument outright -- 'a five-point Likert-type scale (1 - ""Strongly disagree""; 2 - ""Disagree""; 3 - ""Neither Agree nor Disagree""; 4 - ""Agree""; 5 - ""Strongly Agree""). It contains 10 reverse scored items.' That is now in option_text. THE ANCHORS ARE ENGLISH WHILE THE ITEMS ARE POLISH, AND THAT ASYMMETRY IS DELIBERATE. item_text is the administered Polish with the authors' own English alongside. The anchors, though, are published only in English -- the preprint describes the instrument in English and nothing in the deposit prints the Polish wording respondents actually saw. So option_text takes the documented fallback: English in the base field, no _translated twin, because inventing Polish anchors would be worse than shipping the English ones the authors published. A reader should treat option_text here as a rendering rather than a transcription, unlike item_text. THE PREPRINT ALSO CORROBORATES THE EXTRACTION INDEPENDENTLY, which matters given the code collision documented below: it states 20 items in two factors, 15 New Age Beliefs and 5 Traditional Religious Beliefs, with 10 reverse-scored. All three numbers match what was derived here from the supplement and the data -- 20 items, TRB = {1, 5, 14, 15, 19}, and reverse-scored = {3, 5, 7, 8, 10, 13, 15, 16, 17, 18}. The source spreadsheet's own column names confirm the factor split a third time: they read SSUB_TRB_1, SSUB_NAB_2, SSUB_NAB_3, SSUB_NAB_4, SSUB_TRB_5, and so on.","Twenty items of the Polish Survey of Scientifically Unaccepted Beliefs, in Polish with the authors' own English translation, on a 1-5 scale. Two factors: New Age Beliefs and Traditional Religious Beliefs. READ THIS BEFORE COUNTING ITEMS: the table carries 25 item codes but the scale has 20 items. Five positions (1, 5, 14, 15, 19 -- all of the religious ones) appear as SSUB_TRB_n at wave 0 and as SSUB_NAB_n at wave 1, because the retest columns were renamed in bulk. Those pairs are the SAME question and carry the same text here. Do not treat SSUB_TRB_1 and SSUB_NAB_1 as different items. Reverse-scored items are 3, 5, 7, 8, 10, 13, 15, 16, 17 and 18; resp is stored as answered, not reversed. Responses run 1-5 with anchors 1 = Strongly disagree, 2 = Disagree, 3 = Neither Agree nor Disagree, 4 = Agree, 5 = Strongly Agree. Note the anchors are given in English because that is the only form the authors published, while the items themselves are the administered Polish -- so the option text is a rendering rather than what respondents literally read.","NA"
"FIVPEI_Perrig_2023_AttDiff","paper_explicit","study_materials","CC BY 4.0 OSF deposit osf.io/8xuhr (Perrig et al., PXI validation study). Item text from the deposit's 'Printout_online_survey.pdf', which reproduces the administered AttrakDiff page as four blocks of seven word pairs plus its instruction text; column order from 'PXI_validation_main_data.xlsx'; response coding from 'PXI_validation_main_analysis.Rmd'.","THE INSTRUMENT IS A SEMANTIC DIFFERENTIAL, so each item is a word pair and the two poles are genuine response options. item_text is the pair (linearised as 'left – right', a disclosed flattening of a two-column layout) and option_text labels resp 1 with the left pole and resp 7 with the right, leaving 2-6 unlabelled as the instrument does. Both 1 and 7 are observed, so the option rows join. THE POLE-TO-RESP DIRECTION IS ESTABLISHED, NOT ASSUMED. The printout shows the scale running -3 to +3; the live data stores 1-7. The analysis Rmd settles the correspondence explicitly -- its scale-coding-AttrakDiff chunk maps 1 to -3, 2 to -2 ... 7 to +3, a pure shift with no reversal -- so resp 1 is the left-hand pole and resp 7 the right-hand one. WHY THERE ARE 21 ITEMS AND NOT 28, which itemtext_standard.md flags as a discrepancy for this table: AttrakDiff has four subscales of seven, and data/FIVPEI_Perrig_2023.R builds AttDiff as rbind(HQI_df, HQS_df, ATT_df) -- Pragmatic Quality is deliberately left out and lives elsewhere. So the paper's 28 and the table's 21 are both correct; nothing is missing. section_prompt carries the subscale name (Hedonic Quality - Identity / - Stimulation / Attractiveness) rather than a printed prompt, because the instrument prints one instruction for the whole page and the subscale labels are the only per-block text; the shared instruction is in instructions.","Twenty-one AttrakDiff word pairs rating a video game, in three subscales of seven: Hedonic Quality - Identity, Hedonic Quality - Stimulation, and Attractiveness. Each item is a semantic differential between two opposite words, answered on seven points; resp 1 is the left-hand word and resp 7 the right-hand one, which is given here as option text on those two values. The middle points are unlabelled, as in the instrument. The questionnaire as printed showed the scale as -3 to +3; the stored 1-7 is the same scale shifted, per the study's own analysis code. AttrakDiff has a fourth subscale, Pragmatic Quality, which this table does not contain -- that is why it has 21 items where the questionnaire has 28.","NA"
"FAD_fadplus_goto2021","paper_explicit","study_materials","Open-access paper Goto (2021), 'Comparing the Psychometric Properties of Two Japanese-Translated Scales of the Free Will and Determinism-Plus Scale', Frontiers in Psychology, doi:10.3389/fpsyg.2021.720601 (PMC8523834, CC BY). Its Supplementary Table 1 lists all 27 items in three versions -- the English FAD-Plus original and both Japanese translations -- and the paper text gives the response anchors. Factor membership from the deposit's own FAD_compare_analysis.Rmd. Data: osf.io/rw7fe / 2xbe5, FAD_compare_rawdata.csv.","TWO DIFFERENT JAPANESE TRANSLATIONS IN ONE TABLE, WHICH THE TABLE NAME HIDES. The 54 codes are not 54 items: they are the same 27 FAD-Plus items in two separate Japanese renderings, FAD_G_* = FAD-J (Goto et al. 2015) and FAD_W_* = FAD+ (Watanabe et al. 2014), both administered to the same 802 respondents because the study exists to compare them. The instrument field distinguishes them and the sections are kept separate per translation, so the two never merge. Despite 'goto2021' in the table name, half the table is the Watanabe translation. item_text is the administered Japanese and item_text_translated the English FAD-Plus original from the same supplementary table, so each Japanese item sits beside the source item it renders; language is Japanese. Note this makes _translated the ORIGINAL rather than a translation of the Japanese, which is the honest pairing for a translated instrument and is worth knowing if the columns are read naively. FACTOR STRUCTURE COMES FROM THE DEPOSIT'S OWN CODE, not from the published FAD-Plus key: FAD_compare_analysis.Rmd names the rows of its four-factor loading table as items 4, 8, 12, 16, 21, 23, 26 then 2, 6, 10, 14, 18, 22, 24 then 1, 5, 9, 13, 17 then 3, 7, 11, 15, 19, 20, 25, 27, against the labels Free Will, Scientific Determinism, Fatalistic Determinism and Unpredictability with group sizes 7/7/5/8. That sums to 27 and matches the counts the paper states. option_text labels resp 1 and 5 only, which is all the instrument labels: the paper gives the anchors as 1 = まったくあてはまらない ('Strongly disagree') to 5 = とてもよくあてはまる ('Strongly agree').","Fifty-four item codes covering 27 items: the Free Will and Determinism-Plus scale in TWO different Japanese translations, both given to the same respondents so they could be compared. FAD_G_* is the FAD-J translation (Goto et al. 2015) and FAD_W_* is the FAD+ translation (Watanabe et al. 2014); the table name mentions only the first. Items are shown in Japanese as administered, with the English FAD-Plus original alongside as the translation column. Four subscales -- Free Will, Scientific Determinism, Fatalistic Determinism, Unpredictability -- assigned from the study's own analysis code. Answers run 1 to 5, labelled only at the ends.","NA"
"gilbert_meta_112","data_labels","study_materials","CC BY view-only OSF deposit osf.io/detfc (Klopp, Brünken & Stark 2026, ESTAFETT team-teaching crossover experiment, Teaching and Teacher Education 155:104886). Item codes come from the source spreadsheet's own Item_1..Item_8 columns via data/gilbert_112-113.R. Test content from the deposit's 'Validation achievement test' folder: Test_Forces_Version1.pdf and Test_Forces_Version2.pdf, with 'Test Validation.pdf' describing the design.","THREE OF EIGHT ITEMS SHIP, AND THE REASON IS PARALLEL TEST VERSIONS. The deposit publishes TWO versions of the Forces test and the live table records no version, so a code only has a single question if both versions print the same one at that position. Comparing the two PDFs question by question: Vraag 1, 4 and 5 are word-for-word identical and ship; 2, 3, 6, 7 and 8 differ (for example Vraag 2 is 'Welke twee effecten kan een kracht hebben?' in version 1 and 'Wat zijn de drie kenmerken van een kracht?' in version 2) and are left blank. THE VERSION IS PROBABLY RECOVERABLE, WHICH MAKES THIS A DATA-SIDE GAP RATHER THAN A DEAD END. Test Validation.pdf says the parallel versions were administered 'before the lessons (i.e., subtest 1), immediately after each lesson (i.e., subtest 1), and one week after the lessons (i.e., subtest 2)', so version appears to track the three waves the live table already carries. Carrying a version indicator into the response table would make all eight items attributable. MAPPING OF CODE TO QUESTION NUMBER: the source spreadsheet's columns are Item_1..Item_8 and the printed Forces test has exactly eight numbered questions, so the correspondence is one-to-one. Test Validation.pdf confirms the printed tests are the post-revision instrument -- the first cluster of items was 'combine[d] into one single item', which is why Vraag 1 is a single scored item covering five figures. language is Dutch; item_text is the administered Dutch with an English translation supplied by IRW (the deposit publishes no English version of the test). Options ship as their own rows with resp blank, since resp is a 0/1 accuracy score and the chosen option is not recorded.","Eight items from a Dutch primary-school achievement test on Forces, given before the lessons, immediately after, and a week later. Only THREE items carry their question here. The study used two parallel versions of the test and the table does not record which version a child sat, so a question can only be shown when both versions ask the same thing at that position -- which is true of items 1, 4 and 5 and not of the rest. The questions are in Dutch, with an English translation added by IRW. Items are scored 0/1; where a question had printed answer options those are listed, but which option a child chose is not in the data, so the options carry no resp value.","NA"
"chile_2023_social-welfare-survey_u","data_labels","study_materials","CC BY 4.0 open government data, Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social with Instituto Nacional de Estadísticas, Chile; dataset at bidat.gob.cl. Item text and response options come from the survey's official codebook, 'libro_de_codigos_ebs_2023.xlsx', which carries one sheet per questionnaire module -- this table is sheet 'U', Módulo U: Uso del tiempo (time use). Each row gives a variable Name, its Label (the question as asked), every permitted value, that value's Spanish label, and the observed frequency.","EVERYTHING HERE IS READ OFF THE OFFICIAL CODEBOOK, WITH NOTHING INFERRED. The live item codes are the codebook's own variable Names and the two sets are identical at 38 -- no code missing from the codebook, no extra in it. item_text is the codebook Label with its leading 'code. ' prefix stripped (the only edit made), and option_text is the Value Label with its leading 'N. ' numbering stripped, attached to the matching resp. THE CODEBOOK ALSO MADE A REAL VERIFICATION POSSIBLE, which is unusual: it publishes the observed FREQUENCY of every value, so the mapping can be reproduced rather than argued. All 59 (item, value) frequencies in this module match the live table's own counts exactly. That is a joint test -- a wrong item mapping, a shifted value coding or a different analysis sample would each break it -- and it passed with no exceptions. WHY SOME ITEMS HAVE NO option_text: the fourteen u*_a duration items ('¿Por cuánto tiempo...?') are answered with a number rather than a category, so the codebook gives them no value labels and none are invented here. Every categorical item is fully labelled. MISSING-DATA CODES ARE ABSENT BY DESIGN: the codebook defines -99 (no responde), -88 (no sabe) and -89 (no aplica), none of which appear in the live resp set, so no rows are shipped for them. LANGUAGE AND TRANSLATION. language is Spanish and item_text, option_text and section_prompt are the codebook's Spanish verbatim. English now sits in the matching _translated columns and IS IRW'S OWN -- the codebook is Spanish-only, so there is no study-supplied translation to prefer. The first version of this table shipped no English at all, on the reasoning that an IRW translation would be putting our prose into the instrument's fields. That was the wrong reading and was corrected 2026-09-14 after the user pointed out how many non-English tables lack translations: the _translated columns exist precisely to hold a translation, including ours, and the rule against IRW prose applies to item_text and its siblings, not to their translated twins. Shipping 855 rows of Spanish with no English made the table unusable to anyone who does not read it. Coverage is complete in both directions -- every populated Spanish field has an English twin and no twin exists without its Spanish. Being IRW-authored, this translation owes a line on the issues page under the 2026-09-02 ruling. Two notes for readers: the Spanish labels are abbreviated in the codebook itself (fam., serv., pers., trám., RRSS, alim., frec., of.) and the English expands them; and several option labels differ in Spanish only by grammatical gender (pagada/pagado, ambas/ambos), so their English translations are legitimately identical. correct_response is empty -- a population survey has no correct answers.","38 items from Módulo U: Uso del tiempo (time use) of Chile's 2023 Encuesta de Bienestar Social, a national well-being survey. Questions and response options are in Spanish, taken verbatim from the survey's official codebook, with an English translation alongside. The translation is IRW's own -- the codebook is published only in Spanish -- so treat the Spanish as authoritative and the English as a reading aid. Response options are given per item where the question is categorical. Some items are answered with a number instead -- the fourteen u*_a duration items ('¿Por cuánto tiempo...?') -- and those carry no option text, as in the codebook. The survey's missing-data codes (-99 no responde, -88 no sabe, -89 no aplica) are not present in this table. Verified by reproducing all 59 of the codebook's published response frequencies for this module exactly from the live data.","NA"
"chile_2023_social-welfare-survey_ss","data_labels","study_materials","CC BY 4.0 open government data, Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social with Instituto Nacional de Estadísticas, Chile; dataset at bidat.gob.cl. Item text and response options come from the survey's official codebook, 'libro_de_codigos_ebs_2023.xlsx', which carries one sheet per questionnaire module -- this table is sheet 'S', Módulo SS: Salud (health). Each row gives a variable Name, its Label (the question as asked), every permitted value, that value's Spanish label, and the observed frequency.","EVERYTHING HERE IS READ OFF THE OFFICIAL CODEBOOK, WITH NOTHING INFERRED. The live item codes are the codebook's own variable Names and the two sets are identical at 13 -- no code missing from the codebook, no extra in it. item_text is the codebook Label with its leading 'code. ' prefix stripped (the only edit made), and option_text is the Value Label with its leading 'N. ' numbering stripped, attached to the matching resp. THE CODEBOOK ALSO MADE A REAL VERIFICATION POSSIBLE, which is unusual: it publishes the observed FREQUENCY of every value, so the mapping can be reproduced rather than argued. All 50 (item, value) frequencies in this module match the live table's own counts exactly. That is a joint test -- a wrong item mapping, a shifted value coding or a different analysis sample would each break it -- and it passed with no exceptions. WHY SOME ITEMS HAVE NO option_text: ss8, a count of times sport was played are answered with a number rather than a category, so the codebook gives them no value labels and none are invented here. Every categorical item is fully labelled. MISSING-DATA CODES ARE ABSENT BY DESIGN: the codebook defines -99 (no responde), -88 (no sabe) and -89 (no aplica), none of which appear in the live resp set, so no rows are shipped for them. LANGUAGE AND TRANSLATION. language is Spanish and item_text, option_text and section_prompt are the codebook's Spanish verbatim. English now sits in the matching _translated columns and IS IRW'S OWN -- the codebook is Spanish-only, so there is no study-supplied translation to prefer. The first version of this table shipped no English at all, on the reasoning that an IRW translation would be putting our prose into the instrument's fields. That was the wrong reading and was corrected 2026-09-14 after the user pointed out how many non-English tables lack translations: the _translated columns exist precisely to hold a translation, including ours, and the rule against IRW prose applies to item_text and its siblings, not to their translated twins. Shipping 855 rows of Spanish with no English made the table unusable to anyone who does not read it. Coverage is complete in both directions -- every populated Spanish field has an English twin and no twin exists without its Spanish. Being IRW-authored, this translation owes a line on the issues page under the 2026-09-02 ruling. Two notes for readers: the Spanish labels are abbreviated in the codebook itself (fam., serv., pers., trám., RRSS, alim., frec., of.) and the English expands them; and several option labels differ in Spanish only by grammatical gender (pagada/pagado, ambas/ambos), so their English translations are legitimately identical. correct_response is empty -- a population survey has no correct answers.","13 items from Módulo SS: Salud (health) of Chile's 2023 Encuesta de Bienestar Social, a national well-being survey. Questions and response options are in Spanish, taken verbatim from the survey's official codebook, with an English translation alongside. The translation is IRW's own -- the codebook is published only in Spanish -- so treat the Spanish as authoritative and the English as a reading aid. Response options are given per item where the question is categorical. Some items are answered with a number instead -- ss8, a count of times sport was played -- and those carry no option text, as in the codebook. The survey's missing-data codes (-99 no responde, -88 no sabe, -89 no aplica) are not present in this table. Verified by reproducing all 50 of the codebook's published response frequencies for this module exactly from the live data.","NA"
"chile_2023_social-welfare-survey_rr","data_labels","study_materials","CC BY 4.0 open government data, Encuesta de Bienestar Social 2023 (EBS 2023), Subsecretaría de Evaluación Social with Instituto Nacional de Estadísticas, Chile; dataset at bidat.gob.cl. Item text and response options come from the survey's official codebook, 'libro_de_codigos_ebs_2023.xlsx', which carries one sheet per questionnaire module -- this table is sheet 'R', Módulo RR: Relaciones sociales (social relations). Each row gives a variable Name, its Label (the question as asked), every permitted value, that value's Spanish label, and the observed frequency.","EVERYTHING HERE IS READ OFF THE OFFICIAL CODEBOOK, WITH NOTHING INFERRED. The live item codes are the codebook's own variable Names and the two sets are identical at 33 -- no code missing from the codebook, no extra in it. item_text is the codebook Label with its leading 'code. ' prefix stripped (the only edit made), and option_text is the Value Label with its leading 'N. ' numbering stripped, attached to the matching resp. THE CODEBOOK ALSO MADE A REAL VERIFICATION POSSIBLE, which is unusual: it publishes the observed FREQUENCY of every value, so the mapping can be reproduced rather than argued. All 78 (item, value) frequencies in this module match the live table's own counts exactly. That is a joint test -- a wrong item mapping, a shifted value coding or a different analysis sample would each break it -- and it passed with no exceptions. WHY SOME ITEMS HAVE NO option_text: the numeric count items are answered with a number rather than a category, so the codebook gives them no value labels and none are invented here. Every categorical item is fully labelled. MISSING-DATA CODES ARE ABSENT BY DESIGN: the codebook defines -99 (no responde), -88 (no sabe) and -89 (no aplica), none of which appear in the live resp set, so no rows are shipped for them. LANGUAGE AND TRANSLATION. language is Spanish and item_text, option_text and section_prompt are the codebook's Spanish verbatim. English now sits in the matching _translated columns and IS IRW'S OWN -- the codebook is Spanish-only, so there is no study-supplied translation to prefer. The first version of this table shipped no English at all, on the reasoning that an IRW translation would be putting our prose into the instrument's fields. That was the wrong reading and was corrected 2026-09-14 after the user pointed out how many non-English tables lack translations: the _translated columns exist precisely to hold a translation, including ours, and the rule against IRW prose applies to item_text and its siblings, not to their translated twins. Shipping 855 rows of Spanish with no English made the table unusable to anyone who does not read it. Coverage is complete in both directions -- every populated Spanish field has an English twin and no twin exists without its Spanish. Being IRW-authored, this translation owes a line on the issues page under the 2026-09-02 ruling. Two notes for readers: the Spanish labels are abbreviated in the codebook itself (fam., serv., pers., trám., RRSS, alim., frec., of.) and the English expands them; and several option labels differ in Spanish only by grammatical gender (pagada/pagado, ambas/ambos), so their English translations are legitimately identical. correct_response is empty -- a population survey has no correct answers.","33 items from Módulo RR: Relaciones sociales (social relations) of Chile's 2023 Encuesta de Bienestar Social, a national well-being survey. Questions and response options are in Spanish, taken verbatim from the survey's official codebook, with an English translation alongside. The translation is IRW's own -- the codebook is published only in Spanish -- so treat the Spanish as authoritative and the English as a reading aid. Response options are given per item where the question is categorical. Some items are answered with a number instead -- the numeric count items -- and those carry no option text, as in the codebook. The survey's missing-data codes (-99 no responde, -88 no sabe, -89 no aplica) are not present in this table. Verified by reproducing all 78 of the codebook's published response frequencies for this module exactly from the live data.","NA"
