"table","section_id","item","instrument","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_1","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"A. łatwe","A. easy",1,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_1","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"B. trudne","B. difficult",0,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_2","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"A. Lubię spotykać moich kolegów i koleżanki","A. I enjoy meeting my classmates",1,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_2","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"B. Czasami nie chcę nikogo widzieć","B. Sometimes I don't want to see anyone",0,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_3","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"A. Umiem dobrze czytać","A. I can read well",1,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_3","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"B. Inni czytają lepiej","B. Others read better",0,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_4","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"B. Mam wiele kolegów i koleżanek","B. I have many friends",1,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_4","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"A. Często nikt nie chce się ze mną bawić","A. Often no one wants to play with me",0,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_5","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"A. W szkole zazwyczaj wszystko mi się udaje, wiele rzeczy wiem i potrafię zrobić","A. I usually succeed in everything at school, I know and can do many things",1,"Polish"
"QADT_Kleka_2023","QADT_Kleka_2023_1","ZR_5","Questionnaire for the Attainment of Developmental Tasks (QADT / 'Zadania Rozwojowe'), a 12-item forced-choice questionnaire for school-aged children. Polish and English wording, the item numbering and the reverse-scoring marks are Appendix 1 of QADT.pdf in the study's own OSF deposit osf.io/6vqp3 (CC BY 4.0), which prints the two languages side by side and states 'Scoring of answers: A - 1 point, B - 0. Statements marked with * are scored in reverse.' Grzegorzewska, Kleka & Felinska, 'Achieving mental wellness in school-aged children: Validating a questionnaire to measure developmental task completion (QADT)'. The appendix labels the items DT_1..DT_12 and the data ZR_1..ZR_12; the deposit's own analysis code uses the two interchangeably (a comment reading '# moved DT_2' sits above a model that moves ZR_2). The line 'Zycie szkolne jest:' / 'School life is:' is printed once, in the appendix table's header row above DT_1, so it is shipped as a section_prompt shared by all twelve items rather than as any one item's stem; the items themselves have no stems, only the A/B statements, so item_text is blank.",NA,NA,"Życie szkolne jest:","School life is:",NA,NA,NA,"B. W szkole zazwyczaj nic mi się nie udaje","B. I usually don't succeed in anything at school",0,"Polish"
