"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_1","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"In moments of uncertainty and doubt, I usually still have the best expectations.",NA,"Strongly disagree",1,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_1","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"In moments of uncertainty and doubt, I usually still have the best expectations.",NA,"Disagree",2,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_1","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"In moments of uncertainty and doubt, I usually still have the best expectations.",NA,"Neutral",3,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_1","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"In moments of uncertainty and doubt, I usually still have the best expectations.",NA,"Agree",4,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_1","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"In moments of uncertainty and doubt, I usually still have the best expectations.",NA,"Strongly agree",5,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_2","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"If something can go wrong in my life, it will go wrong.",NA,"Strongly agree",1,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_2","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"If something can go wrong in my life, it will go wrong.",NA,"Agree",2,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_2","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"If something can go wrong in my life, it will go wrong.",NA,"Neutral",3,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_2","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"If something can go wrong in my life, it will go wrong.",NA,"Disagree",4,"Dutch"
"IJLS_Eersel_2024_Optimism","IJLS_Eersel_2024_Optimism_1","Lot_r_2","Life Orientation Test-Revised (LOT-R), six scored items, Dutch administration. van Eersel, Hulshof, Wickham, Smid & Boelen (2024), 'Pre-job loss grief reactions and work attachment among sick-listed employees: Introduction of the imminent Job Loss Scale', BMC Psychology 12:118. Deposit doi:10.34894/FDDFTJ (DataverseNL, CC0): item wording and per-item response labels are the SPSS variable and value labels of 'IJLS [dataset].sav', corroborated by IJLS_readme.txt, which lists the same wording and coding and states '[all items were translated from Dutch to English]'. Items 2, 3 and 5 are reverse-keyed and the source stores them ALREADY REVERSED -- their value labels run 1 = Strongly agree to 5 = Strongly disagree -- so the anchors shipped for those three are inverted relative to the other three, exactly as the source has them.",NA,NA,"If something can go wrong in my life, it will go wrong.",NA,"Strongly disagree",5,"Dutch"
