"table","batch","mapping_basis","uploaded","route","status","evidence"
"IJLS_Eersel_2024_ICECAP","batch_304","data_labels","NA","deposit_variable_and_value_labels + readme_corroboration","VERIFIED","There is no mapping step: ICECAP1r..ICECAP5r are the .sav's own column names and each carries its attribute as a variable label and its four full-statement response options as value labels, all reproduced exactly in the shipped file; IJLS_readme.txt repeats the same wording and coding independently. The '(reversed)' marks and the 'r' suffix are the source's own and mean 1 is the most capable level, 4 the least. NOT ESTABLISHED: the administered Dutch, which the readme says the deposited English was translated from and which appears nowhere in the deposit or the paper."
"IJLS_Eersel_2024_IUS","batch_304","data_labels","NA","deposit_variable_and_value_labels + readme_corroboration","VERIFIED","No mapping step: IUS_1..IUS_12 are the .sav's own column names with their items as variable labels and one shared anchor set as value labels, all reproduced exactly; IJLS_readme.txt repeats both independently. No item in this table is reverse-keyed. NOT ESTABLISHED: the administered Dutch, absent from the deposit and the paper."
"IJLS_Eersel_2024_Optimism","batch_304","data_labels","NA","deposit_variable_and_value_labels + readme_corroboration","VERIFIED","No mapping step: Lot_r_1..Lot_r_6 are the .sav's own column names. The load-bearing part is that the anchors differ BY ITEM and are reproduced per item: Lot_r_2, Lot_r_3 and Lot_r_5 are labelled '(reverse coded)' and carry inverted value labels (1 = Strongly agree ... 5 = Strongly disagree), so the source both states and encodes that it stores them already reversed. IJLS_readme.txt prints the same per-item coding. NOT ESTABLISHED: the administered Dutch, absent from the deposit and the paper."
"MotAcademica_Ribeiro_2019","batch_304","paper_explicit","NA","paper_appendix + published_item_statistics + full_reproduction","VERIFIED","The item codes are Item1..Item29, which name no question, so the numbering was checked rather than assumed. The paper reports item 27 as the highest-mean item in both samples (A: 5.66, B: 5.64) followed by item 26 (A: 5.45, B: 5.39); recomputing from MotAcademica_AmostraA.tab gives 5.66 and 5.45 in that order. The two deposit files together reproduce all 33,553 live rows cell for cell. A third check: five of the six lowest-mean items are the paper's six Desmotivacao items. NOT ESTABLISHED: where 'Moderada correspondencia' sits. The anexo prints five labels across seven points and its own table spans that one across points 3-5, so those three ship with empty option_text. The English in the *_translated columns is an IRW rendering, not a published translation."
"PEMAIW_Qiu_2020_PANAS","batch_304","data_labels","NA","administered_questionnaire + qualtrics_question_row + subscale_separation","VERIFIED","Two independent renderings inside one deposit agree on every code. The Qualtrics exports' first row names each PANAS_n column's adjective and carries the shared stem verbatim; materials_PANAS20.pdf numbers the same twenty adjectives 1-20 in the same order and prints the five anchors. A data-side check confirms the PDF's scoring key: with PA = 1,3,5,9,10,12,14,16,17,19, every adjective correlates more strongly with its own block than with the other (within .45 and .48, between -.16). NOT ESTABLISHED: nothing material."
"PTCI_Chinese_Zhan_2024","batch_304","paper_explicit","NA","deposit_readme_renumbering + subscale_label_prediction + brief_form_count","VERIFIED","The item codes are renumbered, so the renumbering IS the claim. The deposit's README states that original items 13, 32 and 34 -- exactly the three Foa et al. (1999) exclude from the subscales -- were dropped and the remaining 33 renumbered in order. Applying that rule and predicting each code's subscale from Foa et al.'s Appendix B reproduces the .sav's own variable labels on all 33 codes, with no mismatches; a wrong renumbering would misplace at least one. The nine codes the .sav prefixes 'b-' number exactly nine, which is the PTCI-9 the paper introduces. Also found: the README's own table has a typo at line 32, 'ptci35 -> ptci21' where the sequence requires ptci32. NOT ESTABLISHED: the administered Chinese, which is in neither the deposit nor the paper's supplements, so Foa et al.'s English ships in the base fields with language=Chinese."
"QADT_Kleka_2023","batch_304","paper_explicit","NA","deposit_appendix + analysis_code_naming + factor_content_match + full_reproduction","VERIFIED","The deposit's Appendix 1 prints all twelve items in Polish and English but labels them DT_1..DT_12 while the data call them ZR_1..ZR_12. Two things close that gap. The deposit's own analysis code writes '# moved DT_2' directly above the model that moves ZR_2. And the three factors that code fits group the ZR codes exactly as the appendix's item CONTENT groups them -- the kooperacja four (ZR_4, 6, 8, 11) are the four peer-relations items and the misfit the author moved, ZR_2, is itself a peer item. Direction: the appendix scores A = 1, B = 0 with six items marked reverse, and all twelve item-total correlations are positive in the data, which raw A/B coding cannot produce, so resp 1 always means the task is attained and option_text follows that per item. zr_cleaned.rda reproduces all 16,308 live rows. NOT ESTABLISHED: whether 'Zycie szkolne jest:' is a stem for every item or only the first; the appendix prints it once in the table's header row, so it ships as a shared section_prompt with item_text blank."
"SCS_Suh_2023_BFNE","batch_304","reconstructed","NA","published_instrument + reverse_item_polarity_signature","PARTIAL","NOTHING IN THE DEPOSIT TIES TEXT TO CODES: both .sav files carry BFNE_1..BFNE_12 with neither variable nor value labels, and the paper is paywalled, so the wording is Leary's published scale and the numbering rests on one statistical route. That route is strong but it is one route: Leary's four reverse-worded items are 2, 4, 7 and 10, and those four are exactly the four lowest item-total correlations in the live data (.658-.673 against .719-.827), a 1-in-495 coincidence otherwise. Direction follows: all twelve correlate positively, impossible if the reverse-worded four held raw agreement, so they are stored recoded and their anchors ship inverted. NOT ESTABLISHED: any item-by-item correspondence beyond that quartet -- the eight straightforward items are distinguished from each other by nothing in the data. Also unresolved by design: the table pools a US sample answering in English and a Korean sample answering an unpublished Korean translation, so `language` reads 'English; Korean'."
"abortion","batch_304","data_labels","NA","packaged_data_reproduction + endorsement_ordering","VERIFIED","No mapping step -- item_1..item_4 are the data frame's own columns -- and data(Abortion) reproduces all eight live item x resp cells exactly (1,516 rows against 1,516). The package does not label 0 and 1, so the direction was read off the endorsement pattern: item_1 ('the woman decides on her own') is the only item below .5 at .438 against .594-.636 for the other three, which is the ordering the 1986 British Social Attitudes data is known for, so resp 1 is 'the law should allow it'. NOT ESTABLISHED: the Yes/No labels are this project's rendering of the stem, not the package's; and ?Abortion prints item 1 as an incomplete sentence, shipped unaltered."
"alcoholhealthwarninglabel_brennan_2022_intentions_postexposure","batch_304","paper_explicit","NA","paper_methods_quotation + block_order + reported_correlation","PARTIAL","THE DEPOSIT COULD NOT BE READ -- openICPSR 175721 returns HTTP 403 without a login -- so this rests on the paper rather than on variable labels. The paper quotes both statements and all four anchors verbatim, and lists the 'next month' block as reduce how often / reduce the amount per occasion / avoid completely, matching the processing script's D2_D4_2, D2_D4_3 and absent D2_D4_4. The data agree on direction and magnitude: the two items correlate +.62 where the paper reports a polychoric .72, and 45% answer 'probably/definitely will' against Table 2's 51-59% for the combined variable. NOT ESTABLISHED, and the reason this is PARTIAL: that D2_D4_2 and D2_D4_3 are the second and third statements rather than some other pair. Only the .dta's variable labels could settle it."
