"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","item_text_translated","option_text_translated","instructions_translated","section_prompt_translated","language","resp_raw"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11720,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Uma empresa especializada em conservação de 
piscinas utiliza um produto para tratamento da água cujas 
especificações técnicas sugerem que seja adicionado 
1,5 mililitros desse produto para cada 1 000 litros de 
água da piscina. Essa empresa foi contratada para cuidar 
de uma piscina de base retangular, de profundidade 
constante igual a 1,7 metro, com largura e comprimento 
iguais a 3 metros e 5 metros, respectivamente. O nível da 
lâmina d’água dessa piscina é mantido a 50 centímetros 
da borda da piscina.
A quantidade desse produto, em mililitro, que deve ser 
adicionada a essa piscina de modo a atender às suas 
especificações técnicas é","B","11,25.",0,NA,NA,NA,NA,"Portuguese","A"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11720,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Uma empresa especializada em conservação de 
piscinas utiliza um produto para tratamento da água cujas 
especificações técnicas sugerem que seja adicionado 
1,5 mililitros desse produto para cada 1 000 litros de 
água da piscina. Essa empresa foi contratada para cuidar 
de uma piscina de base retangular, de profundidade 
constante igual a 1,7 metro, com largura e comprimento 
iguais a 3 metros e 5 metros, respectivamente. O nível da 
lâmina d’água dessa piscina é mantido a 50 centímetros 
da borda da piscina.
A quantidade desse produto, em mililitro, que deve ser 
adicionada a essa piscina de modo a atender às suas 
especificações técnicas é","B","27,00.",1,NA,NA,NA,NA,"Portuguese","B"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11720,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Uma empresa especializada em conservação de 
piscinas utiliza um produto para tratamento da água cujas 
especificações técnicas sugerem que seja adicionado 
1,5 mililitros desse produto para cada 1 000 litros de 
água da piscina. Essa empresa foi contratada para cuidar 
de uma piscina de base retangular, de profundidade 
constante igual a 1,7 metro, com largura e comprimento 
iguais a 3 metros e 5 metros, respectivamente. O nível da 
lâmina d’água dessa piscina é mantido a 50 centímetros 
da borda da piscina.
A quantidade desse produto, em mililitro, que deve ser 
adicionada a essa piscina de modo a atender às suas 
especificações técnicas é","B","28,80.",0,NA,NA,NA,NA,"Portuguese","C"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11720,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Uma empresa especializada em conservação de 
piscinas utiliza um produto para tratamento da água cujas 
especificações técnicas sugerem que seja adicionado 
1,5 mililitros desse produto para cada 1 000 litros de 
água da piscina. Essa empresa foi contratada para cuidar 
de uma piscina de base retangular, de profundidade 
constante igual a 1,7 metro, com largura e comprimento 
iguais a 3 metros e 5 metros, respectivamente. O nível da 
lâmina d’água dessa piscina é mantido a 50 centímetros 
da borda da piscina.
A quantidade desse produto, em mililitro, que deve ser 
adicionada a essa piscina de modo a atender às suas 
especificações técnicas é","B","32,25.",0,NA,NA,NA,NA,"Portuguese","D"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11720,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Uma empresa especializada em conservação de 
piscinas utiliza um produto para tratamento da água cujas 
especificações técnicas sugerem que seja adicionado 
1,5 mililitros desse produto para cada 1 000 litros de 
água da piscina. Essa empresa foi contratada para cuidar 
de uma piscina de base retangular, de profundidade 
constante igual a 1,7 metro, com largura e comprimento 
iguais a 3 metros e 5 metros, respectivamente. O nível da 
lâmina d’água dessa piscina é mantido a 50 centímetros 
da borda da piscina.
A quantidade desse produto, em mililitro, que deve ser 
adicionada a essa piscina de modo a atender às suas 
especificações técnicas é","B","49,50.",0,NA,NA,NA,NA,"Portuguese","E"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11758,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Raios de luz solar estão atingindo a superfície de 
um lago formando um ângulo x com a sua superfície, 
conforme indica a figura. 
Em determinadas condições, pode-se supor que 
a intensidade luminosa desses raios, na superfície do 
lago, seja dada aproximadamente por I de x igual a k 
vezes seno de x  sendo k uma constante, e supondo-se 
que x está entre zero grau e 90 graus.
Descrição da figura: Desenho que ilustra um sol, 
com uma linha inclinada, que representa um raio de 
luz solar. Essa linha atinge a superfície de um lago e 
forma com ele um ângulo x.
Quando x é igual a  30 graus, a intensidade luminosa se 
reduz a qual percentual de seu valor máximo?","B","33 por cento",0,NA,NA,NA,NA,"Portuguese","A"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11758,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Raios de luz solar estão atingindo a superfície de 
um lago formando um ângulo x com a sua superfície, 
conforme indica a figura. 
Em determinadas condições, pode-se supor que 
a intensidade luminosa desses raios, na superfície do 
lago, seja dada aproximadamente por I de x igual a k 
vezes seno de x  sendo k uma constante, e supondo-se 
que x está entre zero grau e 90 graus.
Descrição da figura: Desenho que ilustra um sol, 
com uma linha inclinada, que representa um raio de 
luz solar. Essa linha atinge a superfície de um lago e 
forma com ele um ângulo x.
Quando x é igual a  30 graus, a intensidade luminosa se 
reduz a qual percentual de seu valor máximo?","B","50 por cento",1,NA,NA,NA,NA,"Portuguese","B"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11758,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Raios de luz solar estão atingindo a superfície de 
um lago formando um ângulo x com a sua superfície, 
conforme indica a figura. 
Em determinadas condições, pode-se supor que 
a intensidade luminosa desses raios, na superfície do 
lago, seja dada aproximadamente por I de x igual a k 
vezes seno de x  sendo k uma constante, e supondo-se 
que x está entre zero grau e 90 graus.
Descrição da figura: Desenho que ilustra um sol, 
com uma linha inclinada, que representa um raio de 
luz solar. Essa linha atinge a superfície de um lago e 
forma com ele um ângulo x.
Quando x é igual a  30 graus, a intensidade luminosa se 
reduz a qual percentual de seu valor máximo?","B","57 por cento",0,NA,NA,NA,NA,"Portuguese","C"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11758,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Raios de luz solar estão atingindo a superfície de 
um lago formando um ângulo x com a sua superfície, 
conforme indica a figura. 
Em determinadas condições, pode-se supor que 
a intensidade luminosa desses raios, na superfície do 
lago, seja dada aproximadamente por I de x igual a k 
vezes seno de x  sendo k uma constante, e supondo-se 
que x está entre zero grau e 90 graus.
Descrição da figura: Desenho que ilustra um sol, 
com uma linha inclinada, que representa um raio de 
luz solar. Essa linha atinge a superfície de um lago e 
forma com ele um ângulo x.
Quando x é igual a  30 graus, a intensidade luminosa se 
reduz a qual percentual de seu valor máximo?","B","70 por cento",0,NA,NA,NA,NA,"Portuguese","D"
"enem_2017_1mil_mt","enem_2017_1mil_mt_1",11758,"ENEM 2017 - MT","PROVA DE CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS
PROVA DE MATEMÁTICA E SUAS TECNOLOGIAS
EXAME NACIONAL DO ENSINO MÉDIO
2º DIA
CADERNO
11 
LARANJA
Que é feito agora de tudo?
Ministério
da Educação
LEIA ATENTAMENTE AS INSTRUÇÕES SEGUINTES:
1.  Este CADERNO DE QUESTÕES contém 90 questões numeradas de 91 a 180, dispostas da 
seguinte maneira:
a) questões de número 91 a 135, relativas à área de Ciências da Natureza e suas Tecnologias;
b) questões de número 136 a 180, relativas à área de Matemática e suas Tecnologias.
2. Confira se a quantidade e a ordem das questões do seu CADERNO DE QUESTÕES estão de acordo 
com as instruções anteriores. Caso o caderno esteja incompleto, tenha defeito ou apresente qualquer 
divergência, comunique ao aplicador da sala para que ele tome as providências cabíveis.
3. Para cada uma das questões objetivas, são apresentadas 5 opções. Apenas uma responde 
corretamente à questão.
4. O tempo disponível para estas provas é de quatro horas e trinta minutos.
5. Reserve os 30 minutos finais para marcar seu CARTÃO-RESPOSTA. Os rascunhos e as marcações 
assinaladas no CADERNO DE QUESTÕES não serão considerados na avaliação.
6. Quando terminar as provas, acene para chamar o aplicador e entregue este CADERNO DE QUESTÕES 
e o CARTÃO-RESPOSTA.
7. Você poderá deixar o local de prova somente após decorridas duas horas do início da aplicação e 
poderá levar seu CADERNO DE QUESTÕES ao deixar em definitivo a sala de prova nos 30 minutos 
que antecedem o término das provas.
ATENÇÃO: transcreva no espaço apropriado do seu CARTÃO-RESPOSTA, 
com sua caligrafia usual, considerando as letras maiúsculas e minúsculas, a seguinte frase:",NA,"Raios de luz solar estão atingindo a superfície de 
um lago formando um ângulo x com a sua superfície, 
conforme indica a figura. 
Em determinadas condições, pode-se supor que 
a intensidade luminosa desses raios, na superfície do 
lago, seja dada aproximadamente por I de x igual a k 
vezes seno de x  sendo k uma constante, e supondo-se 
que x está entre zero grau e 90 graus.
Descrição da figura: Desenho que ilustra um sol, 
com uma linha inclinada, que representa um raio de 
luz solar. Essa linha atinge a superfície de um lago e 
forma com ele um ângulo x.
Quando x é igual a  30 graus, a intensidade luminosa se 
reduz a qual percentual de seu valor máximo?","B","86 por cento",0,NA,NA,NA,NA,"Portuguese","E"
