"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP1","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my wealth.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP1","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my wealth.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP1","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my wealth.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP1","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my wealth.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP1","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my wealth.",NA,"Strongly agree",5,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP2","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my achievement.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP2","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my achievement.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP2","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my achievement.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP2","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my achievement.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP2","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to indicate my achievement.",NA,"Strongly agree",5,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP3","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to boost my image in front of others.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP3","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to boost my image in front of others.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP3","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to boost my image in front of others.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP3","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to boost my image in front of others.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP3","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to boost my image in front of others.",NA,"Strongly agree",5,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP4","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to gain respect.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP4","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to gain respect.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP4","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to gain respect.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP4","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to gain respect.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP4","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to gain respect.",NA,"Strongly agree",5,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP5","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to enhance my popularity.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP5","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to enhance my popularity.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP5","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to enhance my popularity.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP5","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to enhance my popularity.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP5","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to enhance my popularity.",NA,"Strongly agree",5,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP6","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to make me noticed by others.",NA,"Strongly disagree",1,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP6","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to make me noticed by others.",NA,NA,2,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP6","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to make me noticed by others.",NA,NA,3,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP6","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to make me noticed by others.",NA,NA,4,"Chinese"
"zhang_2024_viewer_dsp","zhang_2024_viewer_dsp_1","VDSP6","Viewer's deceptive self-presentation (VDSP) scale, 6 items (Zhang & Liu 2024, modified from Souiden, M'Saad & Pons 2011)",NA,NA,"I want to make me noticed by others.",NA,"Strongly agree",5,"Chinese"
