table,note
ruiz_parra_2023_rfq8,"WRITTEN with caveats (not a clean pass). (1) Rights: RFQ register row ship_with_note applied (Ben 2026-09-10); the rights holders' caution ""The RFQ is freely available to download for research purposes. The measure is not yet suited for clinical purposes."" is quoted in provenance with why it does not block. Supersedes this table's batch_163 block, which was an escalation now ruled on. (2) Step 5b PARTIAL: CFA/EFA loadings, polarity and alpha pin items 1,2,5,6,7,8 and the {3,4} pair, but the order within 3/4 is only weakly favoured (swap costs 1.3x identity misfit; published CFA loadings .56 vs .52). mapping_basis=paper_explicit (codes RFQ8_n carry the paper's item numbers; S9 has no labels). (3) instructions_translated is IRW's own translation (translation_source=mixed; items/anchors English from the study's S1 Appendix) -- public_note written, so an issues-page entry is owed once uploaded. (4) Item 7 stored raw (unreversed). One typographic normalisation in English item 8 (space before full stop removed). Live N 605 vs paper 602."
SABFI2_Gallardo_Pujol_2018_Micro,"WRITTEN, WITH CAVEATS. Step 3b INSTRUMENT MISMATCH: the dictionary Description 'Racial microagression scale' is wrong. Micro1..Micro6 are the International Situations Project (ISP) 'Macro-micro environment on life space' item (Salgado, Gonzalez-Suhr & Oceja, 2013, Anales de Psicologia 29(2):583-589, 'EV-macro'): one stem, six contexts (family, friends, city, society, world, work), 4-point Nada/Algo/Bastante/Totalmente. Evidence: the paper (postprint and the UGent copy of the VoR) never mentions microaggressions or this measure and the study script never scores it; the ISP OSF project (osf.io/yv2nq) 'Translated Measures' child 'MicroMacro Environment' (osf.io/xqybs) holds this 6-item measure, its Spanish translation credited to David Gallardo-Pujol and Luis Oceja (this paper's first and fourth authors), and the Spanish ISP website screenshot shows it as item 14. The live table has 6 items x resp 1-4, matching. Dictionary Description should be corrected."
SABFI2_Gallardo_Pujol_2018_Micro,"SOURCE. Administered Spanish wording transcribed from the image-only ISP website screenshot 'Spanish ISP.pdf' page 34 (osf.io/download/3vche, sha256 233976801d062ab63f296a07eea702dcea1de546e143a7fe306f864df48b273d), read visually (no OCR tool) -- spot-check welcome. English from 'English ISP.pdf' pp.26-27 (osf.io/download/wft8k, sha256 8f2d7bf0749283264ea1e3831f3f66e2a03c3d04a74387e992590061f2c75c91). 'En la ciudad dónde vivo' keeps the screen's accented 'dónde' (sic). The leading survey number '14.' was dropped from the stem. These are ISP parent-project materials, not the kp572 deposit or the paper -- the deposit has no label row and the paper does not describe the measure."
SABFI2_Gallardo_Pujol_2018_Micro,"ORDER CONFLICT RESOLVED BY THE ADMINISTERED SCREEN + DATA. Two orders exist: the original instrument (Salgado 2013) and the ISP Spanish translation .docx (osf.io/download/5db73999af84c3000de427e3, sha256 2e358c73...) list family, friends, WORK, city, society, world; the Spanish AND English ISP website screens list family, friends, city, society, world, WORK. Mapping follows the screen. Data agree: of all 10 three-vs-three splits the best block structure is {Micro1,2,6}|{Micro3,4,5} (within-minus-cross r 0.170) vs 0.092 for the original-order split; 2-factor EFA macro loadings Micro3 .33 < Micro5 .75 < Micro4 .80 reproduce Salgado's city .37 < world .55 < society .63, while under the original-order reading 'world' (Micro6) would load .10. PARTIAL: order within family/friends/work is not pinned, and 'work' behaves unlike Salgado's sample (lowest mean 2.43, 16% Nada; third-highest there), which is the one datum favouring the other order."
SABFI2_Gallardo_Pujol_2018_Micro,"RIGHTS -- ESCALATE, not blocked by this round. No register row exists for this instrument and none was written (rounds may not write ship rows). Wording shipped comes from ISP OSF materials, which carry no licence and no restriction text (silence). The originator's article: its publisher's own page https://revistas.um.es/analesps/copyright-licenses (fetched 2026-09-10, sha256 85b6000dded764eed20b8a56b04e8683f4b1cc7d7e52565845b3854c84b0950b) states 'Articles published in issues prior to issue no. 2 of volume 41 (May 2025) are distributed under the Creative Commons Attribution-ShareAlike 4.0 International (CC BY-SA 4.0)', and the article page's DC.Rights meta is CC BY 4.0. BUT the SciELO Espana mirror https://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-97282013000200031 (sha256 bc802c9a929c75f069c6ca951c52dc631629b15788d981da2c366ece90d0c456) footer reads 'Todo el contenido de esta revista, excepto dónde está identificado, está bajo una Licencia Creative Commons' linked to creativecommons.org/licenses/by-nc/3.0 -- an NC notice, apparently the 2013-era licence. Judgement applied: the publisher's current statement governs over a mirror template, SA reserves none of fee/permission/NC/ND/no-redistribution, and the shipped words are the ISP's administered items rather than text copied from the article (the article prints the contexts in prose, with 'crees' / 'tu ciudad' wording). Flagged for the orchestrator/Ben: if the SciELO BY-NC 3.0 notice is treated as the originator's terms, this table should be pulled to blocked. Response data licence (OSF kp572) is CC BY 4.0."
SABFI2_Gallardo_Pujol_2018_Tight,"CLEAN PASS WITH CAVEATS -- written, not blocked. validate_items.R --table-sets: item set 6/6 and resp set 1-5 PASS. Administered Spanish shipped (language=Spanish) with ISP English in _translated."
SABFI2_Gallardo_Pujol_2018_Tight,"SOURCE IS ONE HOP OFF THE DEPOSIT: the kp572 deposit and postprint carry no tightness wording and never name the scale. Wording comes from the International Situations Project OSF (yv2nq), which the postprint names as the administering project for Study 3; ISP's Spanish tightness translation is credited to this paper's authors Gallardo-Pujol and Oceja. Spanish survey pages are image-only (Spanish ISP.pdf pp. 28-29), transcribed by eye -- spot-check. Source typo 'les personas' (item 4) kept literally."
SABFI2_Gallardo_Pujol_2018_Tight,"MAPPING paper_order, verification PARTIAL: Tight4 uniquely behaves as the reverse-worded item (alpha if reversed .436 vs stored .408, all other reversals lower; mean r -.019; only negative PC1 loading) -- weak but unique. Direction from the same export's IHS reproducing published M 3.49/SD .54. Order among Tight1,2,3,5,6 NOT established; no per-item tightness statistics published anywhere."
SABFI2_Gallardo_Pujol_2018_Tight,"LEAD FOR SIBLINGS (not acted on): ISP 'Translated Measures' (osf.io/9zc7n) also has per-scale translation components for LOT-R (atgm9), MicroMacro Environment (xqybs), Religiosity, NARQ, HEXACO honesty, IHS, SHS, Self-construal and Trustworthiness (contents of those components not opened by this agent except the IHS listing, which includes a Spanish docx), and Spanish ISP.pdf shows the administered survey pages. This bears on SABFI2_Gallardo_Pujol_2018_LOT (batch_165 shipped the English fallback saying Spanish was unrecoverable within scope; the administered Spanish LOT-R page is at Spanish ISP.pdf pp. 30-31 and English ISP.pdf p. 24 shows the 6 LOT items in canonical LOT-R order) and on the Micro sibling."
safiye_2023_rfq,"Clean pass with caveats (not a block). (1) text_source=translated_substitute: administered in Serbian, no Serbian wording in the only supplement (S1 Data .sav: no variable labels, English value labels) or the paper; English item_text is Horvath et al. 2023 Table 2, identical word-for-word to Ruiz-Parra 2023 S1 Appendix bar terminal periods; option_text is the .sav's own English value labels (translation_source=mixed). (2) Mapping paper_order, Step 5b PARTIAL: RFQ1,3,4,5,7,8 pinned individually by the deposit's own RFQc/RFQu scoring columns (823/823 rows) plus polarity and content-pair correlations; RFQ2 vs RFQ6 not separable. (3) RFQ7 is reverse-keyed and stored raw. (4) instructions blank: the study published none and the canonical paper-form instructions do not describe its online seven-label administration. (5) Rights: register RFQ row ship_with_note applied; caution quoted in provenance. (6) One small live export (irw_fetch, 6,584 rows) is made by table_context.R and by verify_safiye_2023_rfq.R for the route-9 count match; validate_items.R ran with --table-sets. No response-data defect: live == deposit in 56/56 cells."
