table,mapping_basis,text_source,source_ref,note,public_note,uploaded
EEN_Lacey_2024_Children,data_labels,translated_substitute,"Lacey et al. (2025), Can destigmatizing mental health increase willingness to seek help? Experimental evidence from Nepal, JPAM 44(1):97-124, doi:10.1002/pam.22643; replication package Datasets/adolescent_cleaned.dta variable and value labels (Dropbox rep_pkg); IZA DP 17166 Appendix A3 consulted for cross-check.","Item codes are the .dta column names verbatim (data/EEN_Lacey_2024.R only selects/pivots), and the .dta labels supply both item text and anchors, so the mapping is authoritative at the source. Deviations: helpline_willcall label is truncated at Stata 80-char cap (leading 2. stripped, ... appended by IRW to mark it); Howcomfortabledidyoufeel ships the internal label Comfort during call because no administered wording is published; confortable typo corrected; leading space stripped from Neither agree nor disagree. The three *_major items are derived PHQ-8/GAD-7 indicators, not administered questions. English-only sources for a Nepali-administered survey, hence translated_substitute with language=Nepali and empty _translated columns.","Two of the 13 items ship less than their administered wording: helpline_willcall is cut off mid-phrase because the source Stata label hits the 80-character cap, and Howcomfortabledidyoufeel carries the deposit internal label Comfort during call rather than the question respondents heard; the study publishes neither in full.",
EEN_Lacey_2024_Parent,data_labels,study_materials,"parent_cleaned.dta variable+value labels (replication package, Dropbox folder in IRW dictionary); IZA DP No. 17166 Appendix 3 (docs.iza.org/dp17166.pdf); Lacey et al. 2024 JPAM 10.1002/pam.22643 (CC BY 4.0)","mapping_basis=data_labels: the IRW item codes ARE the parent_cleaned.dta column names (data/EEN_Lacey_2024.R pivots the selected original columns with names_to='item'; no rename, no positional assignment), and every one of the 24 columns carries a variable label and a value-label set in the .dta. Words: 10 items use the fuller verbatim question from IZA DP 17166 Appendix 3, the other 14 use the .dta variable label verbatim. option_text and resp are the .dta value labels; -98 dropped because the processing script sets it to NA. Three items (anxiety_major/depression_major/mh_major) are derived GAD-7/PHQ-8 cutoff indicators, not administered questions. Administered language undocumented in the deposit and paper.","Item wording is drawn from the study's own Stata variable labels (abbreviated telegraphic phrasing for 14 of 24 items) supplemented by the IZA working paper's Appendix 3 for 10 items; anxiety_major, depression_major and mh_major are derived GAD-7/PHQ-8 cutoff indicators rather than questions respondents were asked, and the language the phone survey was actually administered in is not documented anywhere in the deposit or the paper",
dwyer_2019_clinton_cesd,data_labels,study_materials,PLOS ONE 10.1371/journal.pone.0221754 S1 File (journal.pone.0221754.s001.sav); article CC BY 4.0,"IRW item codes CESD_1..CESD_20 ARE the .sav column names (data/dwyer_2019_clinton_activism.py melts CESD_COLS directly), so no positional inference. item_text comes from the .sav variable labels and option_text from its value labels, so both axes are tied at the source. Two disclosed deviations from literal transcription: the value labels' leading code prefixes ('1 = ', '2 = ', ...) were stripped, and a double space in the CESD_3 label ('I  felt') was collapsed to one. instructions left blank -- neither the .sav nor the paper reproduces the literal administered instruction text; the paper only describes the scale as covering 'over the past week', which is already carried by the option wording. Rights: CES-D (Radloff 1977) carries no quotable NC, fee or no-redistribution clause and the source deposit is CC BY 4.0, so no wording_rights flag.",,
ellis_2016_calc_instrprac,data_labels,study_materials,PLOS ONE 10.1371/journal.pone.0157447 (CC BY 4.0); S2 File Data README codebook 10.1371/journal.pone.0157447.s004 (Variable/Question/Responses columns); raw data S2 File .s003,"Item wording transcribed from the study's own codebook, S2 File Data README (PLOS ONE 10.1371/journal.pone.0157447.s004, CC BY 4.0), whose 'Variable' column carries the exact column names Q19Post_* that data/ellis_2016_calculus_instructor.py melts straight into `item` (no rename, no positional assignment), and whose 'Question' column gives the text for each - so the code->text tie needs no inference. TWO DISCLOSED DEVIATIONS from the codebook string: (1) the shared stem is written 'During class time  how frequently did your instructor:' with a doubled space where a comma belongs; the Q19 rows are unquoted CSV fields while the neighbouring Q18 rows are quoted and do retain their commas, so the gap is a comma stripped for the file format and the comma was restored; (2) Q19Post_Individually's text is line-wrapped in the file ('...on problems\nor tasks?') and the wrap was joined with a single space. Nothing else was normalised. The codebook repeats the shared stem on every Q19 row, so it is shipped inside each item_text exactly as the source presents it and `instructions` is left blank - neither the paper nor the deposit publishes separate survey instructions. option_text carries only the two anchors the codebook states ('(Likert) 1=not at all; 6=very often'); resp 2-5 are unlabelled in the source and are left blank rather than padded with their own numbers. No section grouping: a single trivial section_id with a blank section_prompt. English administration, so no language/_translated columns. RIGHTS: the wording is the authors' own CSPCC survey published in a CC BY 4.0 PLOS article and its CC BY supplement; no non-commercial clause, fee licence or no-redistribution clause is quotable for it, so no wording_rights flag.",,
ellis_2016_calc_instrqual,data_labels,study_materials,"10.1371/journal.pone.0157447 S2 File Data File README (.s004) codebook; responses from S1 File (.s003); PLOS ONE, CC BY 4.0","Item codes in the IRW table ARE the source CSV column names (data/ellis_2016_calculus_instructor.py selects Q18Post_* verbatim, no rename), and the deposit's own codebook keys each item's Question text and its 1-6 value labels to that same Variable name, so the tie is a label match with no inference; codes are also self-describing (AskedQs, Listened, ...). Deviation from literal transcription: the codebook wraps long Question strings with embedded newlines; these were collapsed to single spaces, nothing else altered. The shared stem 'My Calculus instructor:' is kept inside item_text exactly as the codebook prints it rather than lifted into section_prompt. instructions left blank - the deposit publishes no administration instructions for Q18. No NC, fee or redistribution clause found for this study-specific MAA CSPCC survey; article is CC BY 4.0.",,
emobank_buechel_2017,data_labels,study_materials,"Buechel S & Hahn U (2017) EACL 2017 vol 2:578-585, aclanthology.org/E17-2092 ; full CrowdFlower instructions in Appendix A of the arXiv posting arXiv:2205.01996 (same paper) ; data deposit github.com/JULIELab/EmoBank (Zenodo 10.5281/zenodo.7440748, corpus/individual_{writer,reader}_ratings.csv, corpus/README.md); IRW script data/emobank_buechel_2017.R","Items are the six rating scales of the EmoBank annotation task: 5-point SAM Pleasure/Arousal/Control, asked once from the author ('Expressing Emotion') and once from the reader ('Evoking Emotion') perspective. mapping_basis=data_labels: the IRW code IS the source column plus the source file, with data/emobank_buechel_2017.R doing only recode(V='valence', A='arousal', D='dominance') and pasting the file's perspective -- no positional assignment -- and corpus/README.md documents V/A/D as Valence/Arousal/Dominance. That tie was still checked against the data (all 30 item x resp cells match the deposit exactly; see verify script), because the resp DIRECTION was an inference. TEXT: item_text is the verbatim per-panel paragraph of the task instructions from Appendix A of arXiv:2205.01996, and section_prompt the verbatim Getting Started / Instructions / Hints / Final Note framing of that perspective's task. The two perspectives' framing differs in wording, so it is recorded per section_id and `instructions` is left blank rather than duplicating one of them. Source line breaks became single spaces; nothing else was normalised, including the source's own missing comma in the reader Pleasure panel ('people are happy, pleased satisfied, contented or hopeful') and the writer Control panel's 'Please take a moment' without the comma the other five panels carry. option_text is the SAM pole label printed in Figure 2 at resp=1 (Unhappy/Annoyed/Unsatisfied; Calm/Relaxed/Sleepy; Submissive/Influenced/Guided) and resp=5 (Happy/Pleased/Satisfied; Excited/Nervous/Aroused; Dominant/In control/Influential); the source prints no label at positions 2-4, which are left blank rather than padded. The pole-to-number direction was verified from the data (see verify script). RIGHTS: no non-commercial, fee or no-redistribution clause is quotable for this wording. The shipped text is Buechel & Hahn's own instruction prose, published by them in an openly licensed paper (ACL Anthology CC BY 4.0) beside a CC BY-SA 4.0 data deposit; it is adapted from Bradley & Lang (1999). Figure 2 carries the line 'Copyright of the original SAM by Peter J. Lang 1994', but that covers the manikin pictograms, which IRW does not ship -- only the authors' prose and the printed pole labels.","In this table `id` is an EmoBank sentence, not a person, and `item` is the rating scale (Pleasure/Arousal/Control) crossed with the annotation perspective (writer/reader), so the item text shown is the SAM scale prompt the crowdworker read, not the sentence being rated -- that stimulus text is keyed to `id` in the EmoBank deposit's corpus/raw.csv",
enkavi_2019_ant_flanker,data_labels,study_materials,"expfactory attention_network_task/experiment.js (MIT) as administered in the Self-Regulation Ontology battery; Enkavi et al. 2019 PNAS 116(12):5472-5477, doi:10.1073/pnas.1818430116; raw data github.com/IanEisenberg/Self_Regulation_Ontology Data/Complete_02-16-2019/Individual_Measures/attention_network_task.csv.gz","Cognitive task, not a questionnaire: each `item` is a trial-type (stimulus condition), built by data/enkavi_2019_conflict_tasks.py as cue_flankertype_middledirection_location -- a join of four of the source data file's own columns, so the code carries no positional or order inference. The words shipped come from the expfactory `attention_network_task` experiment source that this battery administered (github.com/expfactory/expfactory-experiments, MIT): `instructions` is the two instructions_block pages verbatim, with the HTML markup stripped and the entities rendered (&larr; -> the left-arrow character, &mdash; -> em dash); nothing was added or paraphrased. `item_text` renders each condition's stimulus display in the study's OWN notation -- the instructions themselves write the arrays as arrow/dash strings ('e.g <-<-<-<-<-, or -- -- -> -- --') -- so it is a transcription of the source's representation, not an invented description; the cue clause names the cue display defined for that cue value in experiment.js (nocue = fixation only, center = * at fixation, double = * top and bottom, spatial = * at the target's location). The item-code-to-stimulus tie was checked directly against the study's released data file (Self_Regulation_Ontology/Data/Complete_02-16-2019/Individual_Measures/attention_network_task.csv.gz): over 75,168 test-stage rows each of the 48 item keys has exactly ONE distinct `stimulus` HTML value and exactly one `correct_response`, and all 48 decoded arrow arrays plus location match the shipped item_text character for character (0 mismatches). That is why mapping_basis is data_labels and Step 5b is exempt: the source data file itself ties code to stimulus, per row, with no inference for statistics to add. `correct_response` is source_published -- the raw file's `correct_response` column holds jsPsych keycodes 37/39, transcribed here as 'left arrow key' / 'right arrow key' (the instructions' own phrase 'the corresponding arrow key'). resp is trial ACCURACY (the source's boolean `correct`), so option_text is Incorrect/Correct, matching the practice-phase feedback strings in the task source; it is not the participant's keypress. section_prompt left blank and a single trivial section_id used -- the cue is a visual display belonging to the item, not a shared textual prompt. Rights: task source is MIT, the response data is CC BY by the authors' written confirmation (see the processing script header); no NC, fee or no-redistribution clause anywhere, so no wording_rights flag.","Item text for this cognitive task renders each trial's visual display -- the cue and the five-symbol arrow/dash array, in the task's own notation -- because the Attention Network Task presents images rather than written item wording; and resp is trial accuracy (1 = correct), not the key the participant pressed, so option_text reads Incorrect/Correct",
enkavi_2019_dpx_axcpt,unknown,unknown,"Enkavi et al. 2019 PNAS 116(12):5472-5477 doi:10.1073/pnas.1818430116; data github.com/IanEisenberg/Self_Regulation_Ontology (Data/Complete_02-16-2019 & Retest_02-16-2019, Individual_Measures/dot_pattern_expectancy.csv.gz); task source github.com/expfactory/expfactory-experiments/dot_pattern_expectancy/experiment.js","Blocked before extraction; no item text shipped, so no code-to-text mapping was formed (mapping_basis=unknown, text_source=unknown). Source checked: the SRO GitHub deposit (Data/Complete_02-16-2019/Individual_Measures/dot_pattern_expectancy.csv.gz -- columns are condition, correct, rt, key_press, stimulus, and the stimulus column holds only an <img> tag), the PNAS paper 10.1073/pnas.1818430116 (describes the battery, reproduces no stimuli), and the task's own source expfactory-experiments/dot_pattern_expectancy/experiment.js. Item codes come from data/enkavi_2019_conflict_tasks.py _prep_dpx, which builds item as condition + '_' + regex extract of (probeN) from the stimulus URL -- so the code IS the source's own condition and image filename, no positional inference, but neither component has verbal text behind it. Rights are not the reason for the block: ben-domingue obtained explicit CC BY confirmation from the authors (see data/enkavi_2019_conflict_tasks.py header); the block is that the wording does not exist.",,
enkavi_2019_gonogo,unknown,unknown,https://github.com/expfactory/expfactory-experiments/tree/master/go_nogo ; https://github.com/IanEisenberg/Self_Regulation_Ontology/tree/master/Data ; doi:10.1073/pnas.1818430116,"Source read in full and fully accessible; it publishes no item wording because the go/no-go task presents wordless coloured squares. Item construction verified by exact reproduction of live per-item n from the raw SRO files. Blocked as determinate (no wording exists), not on access or rights.",,
enkavi_2019_navon,data_labels,study_materials,"Task code: github.com/IanEisenberg/expfactory-experiments/blob/master/local_global_letter/experiment.js (MIT). Raw trial data: github.com/IanEisenberg/Self_Regulation_Ontology Data/{Complete,Retest}_02-16-2019/Individual_Measures/local_global_letter.csv.gz. Paper: Enkavi et al. (2019) PNAS 116(12):5472-5477, doi:10.1073/pnas.1818430116. Processing script: data/enkavi_2019_conflict_tasks.py","mapping_basis=data_labels: the IRW item code is a verbatim concatenation of three of the study's own trial-data columns (condition, global_shape, local_shape) -- data/enkavi_2019_conflict_tasks.py does df[['condition','global_shape','local_shape']].agg('_'.join) with no positional or generated component -- and those columns are defined by the task's own source code (expfactory-experiments/local_global_letter/experiment.js builds each stimulus as '<color>_<global_shape>_of_<local_shape>.png' from global_shapes/local_shapes = ['s','h','o']). Verified anyway (verify_enkavi_2019_navon.R, VERIFIED) because the check is decisive and cheap: re-running the item construction over the two raw Individual_Measures/local_global_letter.csv.gz files reproduces the live per-item n exactly for all 12 items (5455/5415/5363/5180/5470/5255/5427/5373/5530/5377/5378/5385; all 12 counts distinct, so the count vector identifies each item uniquely), and the raw correct_response key code is 100% unanimous within every item and equals the key for the GLOBAL letter on global_* items and the LOCAL letter on local_* items. text_source=study_materials: instructions transcribed verbatim from the task's experiment.js instruction pages, including the source's own grammatical slip 'whether the larger or smaller letters is'; the two colour terms are counterbalanced per participant in the code, so the study's own variable names [task_colors[0]] (the colour cueing the GLOBAL level) and [task_colors[1]] (the LOCAL level) are left as placeholders rather than a single participant's colour. item_text is IRW's one-line rendering of the stimulus image (the deposit ships no images and no per-stimulus prose), built from the code's own '<global> of <local>' filename convention plus the attended level named by `condition`. key_source=source_published: correct_response is the H/S key the task code assigns (choices=[72,83]=H/S keys; correct_response = key for the attended-level letter), confirmed unanimous in the raw data. option_text holds the accuracy labels for what resp actually encodes (resp = the source `correct` column, 0/1); participants pressed H or S, so these are not options anyone read. English administration, so no language/_translated columns. RIGHTS: no NC, fee or redistribution clause anywhere -- the task code repo (IanEisenberg/expfactory-experiments) is MIT-licensed and the SRO response data was confirmed CC BY by the authors by email; irw#1891 does not fire, so no wording_rights column.","item_text for this table is IRW's description of the Navon stimulus, not wording anyone read: the task presented a large letter made of small letters and the deposit ships no stimulus images, so each item's line was rendered from the task code's own '<global letter> of <local letter>' stimulus naming; resp is trial accuracy (0/1), so option_text is an accuracy label rather than a response option, and the two colours in the instructions are placeholders because the colour-to-attended-level mapping was counterbalanced across participants.",
