table,batch,mapping_basis,uploaded,route,status,evidence
emobank_buechel_2017,batch_029,data_labels,,"route 9 (response-frequency matching, applied to the item axis) + route 1 (published per-item statistics, EACL 2017 Table 2) + route 8/4 (semantic coherence of the response distribution, for the resp direction)",VERIFIED,"Item axis: all 30 live item x resp cells equal the EmoBank deposit's own columns cell for cell -- valence-writer 5477/4636/38491/4153/361, arousal-writer 6101/3643/36352/6528/494, dominance-writer 5066/2758/38607/6268/419, valence-reader 6097/6073/34708/5545/632, arousal-reader 5948/4415/34242/7863/587, dominance-reader 5652/3763/37147/6118/375, against columns V/A/D of corpus/individual_writer_ratings.csv and individual_reader_ratings.csv; all six deposit marginals are mutually distinct (6 unique of 6), so the match pins every item to exactly one column and separates every item from every other. Corroborated independently of the deposit column names by EACL 2017 Table 2: recomputed IAA gives r = .656/.525/.515 (writer V/A/D) and .695/.537/.535 (reader) against published .698/.578/.540 and .738/.595/.570, MAE = .237/.336/.265 and .292/.356/.286 against published .300/.388/.316 and .349/.441/.367 -- the ~.05 offset is the paper averaging over annotators (identity absent from the deposit); 14/15 pairwise orderings reproduce on r, 14/15 on MAE, and 15/15 on at least one metric (the two failures are different pairs, with published gaps of .008 and .018). Resp axis (option_text poles): sentences containing '!' average arousal 3.409 writer / 3.423 reader vs 2.831 / 2.849 without -- the direction the task's own Hint predicts ('exclamation marks ... hint at high Arousal') -- and positive-word sentences average valence 3.132 / 3.159 vs 2.374 / 2.146 for negative-word sentences, so 5 = Excited / Happy as shipped. NOT established by these routes: the Dominance direction has no lexical marker and rests on the deposit README's published extremes (min D 1.78 for a fear vignette, max D 4.2 for the command '“NO”') plus the shared left-to-right SAM layout verified for V and A; and nothing here says anything about the sentence being rated, which is `id`, not `item`."
enkavi_2019_dpx_axcpt,batch_029,unknown,,source_code_and_raw_data_structure (blocked table: no text shipped),NO_ROUTE,"No item text was shipped, so there is no item-to-text mapping to verify. The substantive claim behind the block was checked against the raw data instead and is re-runnable in verify_enkavi_2019_dpx_axcpt.R: across the 522-worker Complete sample, all 3,130 worker x probe cells have exactly 1 distinct X/Y role (nunique==1 for 3130 of 3130), while pooled across workers each of probe1..probe6 appears under all 4 conditions AX/AY/BX/BY -- i.e. which of the six dot-pattern images serves as the valid 'X' probe is randomised per participant, matching experiment.js's jsPsych.randomization.shuffle(['probe1.png'..'probe6.png']) + probes.pop(). What this does NOT establish is any item-to-wording correspondence, because none exists to establish; status is NOT_NEEDED rather than NO_ROUTE because the table ships no text."
enkavi_2019_gonogo,batch_029,unknown,,none applicable -- source publishes no item wording (block basis re-checked instead: raw stimulus text content + exact per-item n reproduction + task source colour binding),NO_ROUTE,"Blocked table, no __items.csv, so there is no item_text<->item mapping to verify; what was checked is the basis of the block. (a) Text availability: across both SRO waves the raw go_nogo `stimulus` column takes exactly 4 distinct values, all of the form '<div class = centerbox><div id = stimN></div></div>'; stripping HTML tags leaves 0 characters of readable text. (b) Item construction is determinate: rebuilding the IRW key (condition + stim_id) over the raw files reproduces the live irw_table_sets() per-item n exactly -- go_stim1 107415 vs 107415, go_stim2 104580 vs 104580, nogo_stim1 11620 vs 11620, nogo_stim2 11935 vs 11935, all diffs 0 on 235,550 rows. (c) Stimulus identity: style.css binds #stim1 to orange and #stim2 to DodgerBlue, and experiment.js shuffles the [colour,id] pairs so only the go/no-go role varies across participants. This establishes that no verbal item text exists to map; it does NOT establish any item_text<->item mapping, because none was shipped."
enkavi_2019_navon,batch_029,data_labels,,script re-run over raw source files (core model section 3) + source correct_response key; corroborated by routes 2 and 8,VERIFIED,"Deterministic re-run of the processing script's item construction over the study's own raw files (Complete + Retest local_global_letter.csv.gz, test-stage rows, resp in {0,1}): recomputed per-item n = live per-item n from irw_table_sets() for all 12 items, exactly -- global_h_h 5455/5455, global_h_o 5415/5415, global_h_s 5363/5363, global_s_h 5180/5180, global_s_o 5470/5470, global_s_s 5255/5255, local_h_h 5427/5427, local_h_s 5373/5373, local_o_h 5530/5530, local_o_s 5377/5377, local_s_h 5378/5378, local_s_s 5385/5385 (total 64,608 = live rows). All 12 counts are distinct, so the count vector identifies every item uniquely and no permutation of two item codes survives. Attended level confirmed independently: the raw correct_response key code is 100% unanimous within each item and equals 72 ('H' key) / 83 ('S' key) for the GLOBAL letter on all six global_* items and for the LOCAL letter on all six local_* items, matching the shipped item_text and correct_response. Corroboration: the raw conflict_condition column is unanimous per item and agrees with the shipped shapes (congruent where the two letters match, neutral where one is O), and per-item accuracy shows the Navon interference signature (incongruent global_s_h 0.694 / global_h_s 0.744 vs congruent global_h_h 0.960 / local_s_s 0.956). This does NOT establish the wording of `instructions` (verbatim from experiment.js, untestable against the data) nor the Incorrect/Correct option_text, which are accuracy labels rather than response options."
enkavi_2019_simon,batch_029,unknown,,re-run of the processing script's item construction over the raw source (core model 3) + route 8 (semantic coherence),NO_ROUTE,"NO_ROUTE because the table is BLOCKED and ships no CSV, so no item_text<->item mapping reaches the corpus to be verified (same convention as duboz_2021_swls, batch_028). The evidence that WAS gathered, recorded so an unblock needs no re-investigation: re-running _prep_simon's item construction (stim_color_stim_side_condition) from data/enkavi_2019_conflict_tasks.py over the two raw SRO files (Complete_02-16-2019 62,640 rows; Retest_02-16-2019 18,120 rows) reproduces all 8 live per-item n EXACTLY against irw_table_sets(): blue_left_congruent 8600/8600, blue_left_incongruent 8225/8225, blue_right_congruent 8225/8225, blue_right_incongruent 8600/8600, red_left_congruent 8225/8225, red_left_incongruent 8600/8600, red_right_congruent 8600/8600, red_right_incongruent 8225/8225 (recomputed/live), 67,300 rows total. Accuracy by item is congruent 0.9729/0.9746/0.9730/0.9735 vs incongruent 0.9296/0.9383/0.9360/0.9336 -- a 3.9-point Simon effect in the predicted direction, so the `condition` half of each code is semantically confirmed too (route 8). Per-item correct_response in the raw file is deterministic given the code: *_left_congruent and *_right_incongruent -> keycode 37 (left arrow), *_right_congruent and *_left_incongruent -> keycode 39 (right arrow), 8/8 with no exceptions. Together this establishes that each item code names exactly the stimulus condition it spells, i.e. the self-describing-code exemption holds. What it does NOT establish, and what nothing could: any item_text<->item mapping, because there is no item text -- the Simon stimulus is an untexted coloured box. Status is NO_ROUTE rather than VERIFIED for that reason."
enkavi_2019_stopsignal,batch_029,unknown,,source_code_and_raw_data_structure (blocked table: no text shipped),NO_ROUTE,"No item text was shipped, so there is no item-to-text mapping to verify. The substantive claim behind the block was checked against the raw SRO deposit instead and is re-runnable in verify_enkavi_2019_stopsignal.R: across the 522-worker Complete sample (313,200 test-stage rows), all 2,088 worker x shape cells have exactly 1 distinct correct_response (2088 of 2088), while pooled across workers each shape takes both keys -- hourglass 37,767 x M / 40,546 x Z (M share 0.48), pentagon 38,718/39,610 (0.49), square 39,861/38,395 (0.51), tear 40,216/38,087 (0.51) -- i.e. the shape-to-key mapping is randomised per participant, matching experiment.js's jsPsych.randomization.shuffle. The same script also shows condition=high is 40.0% stop trials (62,640/156,600) and condition=low 20.0% (31,320/156,600), so the code's high/low is stop-signal frequency, not the itemcov_delay the processing script calls it. What this does NOT establish is any item-to-wording correspondence, because none exists to establish; status is NOT_NEEDED rather than NO_ROUTE because the table ships no text."
EEN_Lacey_2024_Children,batch_029,data_labels,,exempt,NOT_NEEDED,"mapping_basis=data_labels: the source file itself ties each item code to its text, so Step 5b verification is not owed."
EEN_Lacey_2024_Parent,batch_029,data_labels,,exempt,NOT_NEEDED,"mapping_basis=data_labels: the source file itself ties each item code to its text, so Step 5b verification is not owed."
dwyer_2019_clinton_cesd,batch_029,data_labels,,exempt,NOT_NEEDED,"mapping_basis=data_labels: the source file itself ties each item code to its text, so Step 5b verification is not owed."
ellis_2016_calc_instrprac,batch_029,data_labels,,exempt,NOT_NEEDED,"mapping_basis=data_labels: the source file itself ties each item code to its text, so Step 5b verification is not owed."
