table,note
PEMAIW_Qiu_2020_DASS,"PASS WITH CAVEAT -- this table is NOT new item text: pemaiw_qiu_2020_dass is already published in irw_text (pilot-era row, mapping_basis=unknown, 'marked for re-check', itemtables/pilot/provenance.csv). This batch_131 extraction supersedes it and an upload REPLACES the whole table. Diff against the live curation: item CODES and ORDER agree exactly (21/21, same canonical DASS-21 order), so the published mapping was not wrong; what differs is the wording source. The live version ships the canonical paper DASS-21 form from materials_DASS21.pdf, including instructions that read 'circle a number 0, 1, 2 or 3' for a table whose resp is 1-4 -- a concrete text-vs-table mismatch. This version ships the wording respondents actually saw, taken from the Qualtrics export's question-text row, with the online instructions ('Please indicate how much the statements have applied to you over the past week...') and the survey's own 1-4 anchor codes. Wording deltas from the live version: DASS_5 'work up to the initative' (study typo) vs 'work up the initiative'; DASS_7/DASS_19 'eg.' vs 'e.g.'; option 2 'to some degree, some of the time' vs 'to some degree, or some of the time'; option 3 'a good part of the time' vs 'a good part of time'; terminal periods present on 18 of 21 items."
PEMAIW_Qiu_2020_DASS,irw-validate WARN name_charset: the file's table value is the capitalised IRW table name PEMAIW_Qiu_2020_DASS; the existing published item text is registered lowercase as pemaiw_qiu_2020_dass. Left as the IRW table name spells it -- worth an orchestrator check that the upload updates the existing lowercase table rather than creating a second one.
PEMAIW_Qiu_2020_FFMQ,"irw-validate WARN name_charset: the file's table value is the capitalised IRW table name PEMAIW_Qiu_2020_FFMQ, which is how the live warehouse table and the queue spell it; Redivis registers item text lowercase (the sibling pemaiw_qiu_2020_dass is live lowercase). Left as the IRW table name spells it -- worth an orchestrator check that the upload updates/creates one table rather than a case-variant duplicate."
PEMAIW_Qiu_2020_FFMQ,"Item text is the administered Qualtrics wording verbatim and therefore preserves the study's own typos: 'deliberatey' (FFMQ_1), 'I make judgement about' (FFMQ_17), 'distressing thoughts or image' (FFMQ_24), and 'beliefs, opinions and expectations' (FFMQ_7). Canonical Baer et al. (2006) wording was not substituted. Judged below the public issues-page bar -- these are the sentences respondents actually read, not a text-vs-table mismatch."
pellerin2020_cpc_selfefficacy,"PASS WITH CAVEATS. 21 rows = 3 items x 7 response levels; validate_items.R --table-sets passes on both sets (SAE_1/SAE_2/SAE_3; resp 1-7; live table 3,030 rows, per-item n=1,010). (1) INSTRUMENT (Step 3b): the live data is the 3-item self-efficacy facet of the CPC-12 (Lorenz, Beer, Puetz & Heinitz 2016, PLOS ONE 11(4):e0152892). Confirmed three ways: data/pellerin2020_covid_resources.py melts exactly ['SAE_1','SAE_2','SAE_3']; Pellerin & Raufaste (2020) write that they assessed 'self-efficacy (e.g., ""I am confident that I could deal efficiently with unexpected events"") using the Compound-Psychological-Capital questionnaire (CPC-12, Lorenz et al., 2016)', and that quoted example is CPC-12 item 10 verbatim; and the live 1-7 range matches the paper's stated uniform 1='strongly disagree' to 7='strongly agree' format. The CPC-12's resilience facet was not administered. No mismatch. (2) TEXT SOURCE: the OSF deposit (osf.io/45aq3) holds only PsyR_lockdown2020.R and data.PsyR_lockdown2020.csv; the CSV header carries bare codes (SAE_1..SAE_3, Hope_1.., Opt_1..) and no variable or value labels, and the R file is an analysis script with no item strings. The Frontiers article has no supplementary material and prints one example item per scale. So the wording ships from the instrument's own publication: the CPC-12 S1 Appendix (doi:10.1371/journal.pone.0152892.s001, CC BY 4.0), whose self-efficacy block is items 10-12, transcribed verbatim including terminal full stops. Those three are the General Self-Efficacy Scale's German items 4, 10 and 6 (the appendix marks them GSE4/GSE10/GSE6). (3) LANGUAGE / FALLBACK: the study was run in France in French. The administered French wording is not recoverable in scope - it is in neither the OSF deposit (both files checked) nor the article or its supplements (there are none). So this takes the documented fallback: English in the base fields, _translated columns omitted, language='French', text_source=translated_substitute, translation_source=official_instrument_english (the CPC-12 authors' own English parallel version). No machine translation was produced. (4) OPTIONS: the paper publishes only the two anchors, 1='strongly disagree' and 7='strongly agree'. Points 2-6 were left BLANK rather than padded with their own numbers. Direction confirmed against the data: all three items are positively worded, intercorrelate positively (.53-.64), correlate positively with every well-being scale (.24 to .47), and sit at 5.37-5.56 of 7 - consistent with 7=agree, not the reverse. The anchor strings are the article's English gloss of French anchors it never prints, i.e. the same fallback as the item text. (5) MAPPING - PARTIAL, and one route dissents. mapping_basis=paper_order: the IRW codes ARE the deposit's column names but that deposit has no labels, so SAE_k <-> CPC-12 item (9+k) is an order inference nothing states. Three routes computed from the CPC-12's own development samples all pick the shipped permutation out of the six possible (see verify_pellerin2020_cpc_selfefficacy.R): the age gradient (S3 r(item,age)=.160/.013/.068 for items 10/11/12 vs French .171/-.032/.100 at wave 0 and .154/-.058/.090 at wave 5; shipped map has SSE .0031 against a runner-up .0161, and .0055 against .0172), the endorsement marker (item 11 has the highest mean and lowest SD in both German samples, and SAE_2 is the highest-mean lowest-SD French item), and the emotion-criterion marker (item 12 correlates .294 with life satisfaction vs .092/.114 and -.401 with neuroticism vs -.270/-.221, and SAE_3 is the strongest well-being correlate in 6 of 6 French wave x criterion comparisons). BUT a fourth statistic does not replicate: both German samples make {item 11, item 12} the most correlated within-block pair (.559 in S2, .486 in S3) while the French data makes {SAE_2, SAE_3} the LEAST correlated pair (.525 vs .641 and .588). The only remap that would repair that puts item 10 at SAE_2, which the age and endorsement routes both refuse outright, so the shipped mapping stands - but the disagreement is why this is recorded PARTIAL rather than VERIFIED. (6) RIGHTS: not blocked. The CPC-12 wording is published in full in a CC BY 4.0 PLOS ONE appendix by its own developers, who built it as an open alternative to the licensed PCQ. The upstream originator of these three items is Schwarzer & Jerusalem's General Self-Efficacy Scale, and its own FAQ reserves no right: 'You do not need our explicit permission to utilize the scale in your research studies. We hereby grant you permission to use and reproduce the General Self-Efficacy Scale for your study, given that appropriate recognition of the source of the scale is made in the write-up of your study.' (https://userpage.fu-berlin.de/~health/faq_gse.pdf, sha256 fdc6c30d241f23e01ca05ac154edc0c5a75d6c51863d71715ce246afb277884f, fetched 2026-09-10; the scale's home page https://userpage.fu-berlin.de/~health/engscal.htm, sha256 d55e9c0046919ba4d4fe70f3a6099c1e1ecb0952eed256d6a21455a5e23f7b7c, states no fee, non-commercial, no-derivatives or no-redistribution term either). That is a grant with an attribution condition, not a reserved right, so it does not fire the irw#1945 test. instrument_rights_register.csv carries no CPC-12, PsyCap or General Self-Efficacy Scale row as of 2026-09-10. RETRY TEST: not applicable - the table shipped. The one thing left open is the administered French wording, and an unchanged retry would NOT recover it (determinate: neither the deposit nor the article published it); recovering it would need a French CPC-12 source located off-source, which is a later backfill pass rather than a retry."
pellerin2020_gq6,"PASS with disclosures (batch_131). 42 rows = 6 items x 7 response levels; validate_items.R --table-sets passes on both sets (GQ_1..GQ_6; resp 1-7). Live table is 6,060 rows, 1,010 per item (irw_table_sets aggregates; no full export was used for the gate). (1) INSTRUMENT (Step 3b). The live data IS the GQ-6. data/pellerin2020_covid_resources.py melts exactly [f'GQ_{i}' for i in range(1,7)] out of the OSF file and names the GQ-6 in its comment; Pellerin & Raufaste (2020) Materials states 'The French version of the six-item Gratitude Questionnaire (GQ-6) was used to assess dispositional gratitude (McCullough et al., 2002; Shankland and Martin-Krumm, 2012)' and quotes two of its items ('I have so much in life to be thankful for,' 'I am grateful to a wide variety of people') - GQ-6 items 1 and 4 verbatim; the live 1-7 range matches both the paper's stated uniform 1='strongly disagree' to 7='strongly agree' format and the GQ-6's own scale; and re-running the authors' own reliability line, alpha(dat0[grep('GQ_',...)],check.keys=TRUE) under their exact exclusions (non-France, single-response, minor, gender='other'; n=470 at wave 0), returns alpha = 0.79, which is the figure the paper prints for gratitude toward the world, with keys c(+,+,-,+,+,-). No mismatch, and no other instrument in the battery has 6 items on 1-7. (2) TEXT SOURCE. The OSF deposit (osf.io/45aq3) holds only PsyR_lockdown2020.R and data.PsyR_lockdown2020.csv; the CSV is a bare header row (GQ_1..GQ_6 among Hope_*, Opt_*, Cog_*, ...) with no variable or value labels, and the .R is an lme4/lmerTest analysis script containing no item strings. The Frontiers article has no supplementary material and reproduces only the two example items above. So the wording ships from the instrument's own published form: McCullough, Emmons & Tsang (2002) 'The grateful disposition', J Pers Soc Psychol 82(1):112-127, Appendix A, as distributed in full by the first author at pages.ucsd.edu/~memccullough/gratitude/GQ-6-scoring-interp.pdf, transcribed verbatim including terminal periods. One deliberate normalisation: the source PDF renders item 3 with a typographic apostrophe ('don’t'); the shipped string uses the ASCII apostrophe. Item 5 is shipped as the author's own form has it, 'more able to appreciate'; note that some validation papers (e.g. the Chilean one, PMC4815209) reprint it as 'better able to appreciate'. (3) LANGUAGE / FALLBACK. The study administered the French GQ-6 of Shankland & Martin-Krumm (2012, Pratiques Psychologiques 18(2):171-187) to a French sample. That French wording is NOT recoverable in scope: it is in neither the OSF deposit (both files checked; no French item text, only codes) nor the paper or its supplements (there are none). So the documented fallback applies - English in the base fields, the _translated columns omitted entirely, language='French', text_source=translated_substitute, translation_source=official_instrument_english (McCullough et al.'s own English for the same numbered items). No machine translation was produced. Shankland & Martin-Krumm is a paywalled Elsevier article and was not consulted; recovering the administered French is a later backfill, not part of this pass. (4) OPTIONS. All seven points carry a label because the instrument's own published form labels all seven (1 = strongly disagree, 2 = disagree, 3 = slightly disagree, 4 = neutral, 5 = slightly agree, 6 = agree, 7 = strongly agree). CAVEAT, disclosed in the public_note: the study prints only its two endpoints (1 = 'strongly disagree' to 7 = 'strongly agree', which match the instrument's), so the five intermediate labels are the instrument's, not evidence about what the French form showed. Nothing was padded with its own number. Direction confirmed against the data: the four positively worded items sit at 4.90-5.54 of 7 and the two negatively worded ones at 3.19 and 3.38, and reverse-keying items 3 and 6 lifts raw alpha from 0.14 to 0.81 - consistent with 7 = agree, not the reverse. (5) INSTRUCTIONS deliberately blank. The study publishes none, and the instrument's own instruction ('Using the scale below as a guide, write a number beside each statement...') describes a paper-and-pencil administration that this online survey did not use, so shipping it would have been a false claim about what respondents read. correct_response blank (attitude scale, no key). section_id is the trivial single value with no section_prompt. (6) MAPPING. mapping_basis=paper_order, Step 5b status PARTIAL. The IRW codes ARE the deposit's column names (code-derivation pattern 1), but the deposit has no labels, so the tie GQ_k <-> GQ-6 item k is a number-to-number order inference that nothing states. Two checks constrain it, both in verify_pellerin2020_gq6.R: (A) the deposit's own derived Grat.world column is reproduced to 3.6e-15 by the 6-item mean with exactly columns 3 and 6 reversed, and by none of the other 63 reversal subsets (next-best deviation 1.17), which fixes {GQ_3,GQ_6} as the reverse pair - and the canonical GQ-6's reverse pair is items 3 and 6, sitting at exactly those positions; (B) on the live table GQ_3 and GQ_6 are the only two items with a negative mean correlation to the rest, GQ_6 has by far the weakest keyed loading (0.436 vs 0.650-0.875), matching item 6's documented status as the GQ-6's weak item (loading .079 in the Chilean adult EFA, PMC4815209 Table 1; 0.29 in the German validation, PMC7586006; .52 in the Brazilian one - it is the item dropped to form the GQ-5), and GQ_1/GQ_2 are the two strongest (0.850/0.875), matching items 1 and 2 as the near-synonymous top-loading pair (.838/.812). WHAT IS NOT ESTABLISHED: GQ_1 vs GQ_2 and GQ_4 vs GQ_5. Both checks act on blocks, and no published per-item statistic orders those pairs reproducibly - the Chilean EFA puts item 5 (.749) above item 4 (.701) while the live data puts them the other way round (0.650 vs 0.742), and the 'As I get older' item shows no age gradient here to mark it (partial r with age, controlling the scale total, is +0.022 for GQ_5 against +0.026 for GQ_2). Those two within-block orderings rest on the columns being numbered in the instrument's own order, which every checkable point is consistent with and none contradicts. Hence PARTIAL, not VERIFIED. (7) RIGHTS. Not blocked, and no caution to quote. The GQ-6's own first author distributes the complete six-item form with its scoring key and norms as a public PDF (pages.ucsd.edu/~memccullough/gratitude/GQ-6-scoring-interp.pdf) and the Penn Positive Psychology Center posts it for researchers (ppc.sas.upenn.edu/resources/questionnaires-researchers/gratitude-questionnaire); neither page, nor any other page located, states a fee, a permission requirement, a non-commercial, no-derivatives or no-redistribution term. No restriction could be found and therefore none can be quoted, so under the standing rule silence is permission. instrument_rights_register.csv carries no GQ-6, gratitude or McCullough row as of 2026-09-10 (43 instruments); no row was added, to avoid a write race with the sibling agent in this round. RETRY TEST: not applicable - this is a clean pass, not a block. The one thing left open is the administered French wording, and an unchanged retry would NOT recover it (determinate: neither the deposit nor the article published it); that needs the paywalled Shankland & Martin-Krumm 2012 article, i.e. a later backfill, not a retry."
PEMAIW_Qiu_2020_DASS,"ORCHESTRATOR VERIFIED (Step 5b): the agent's text-vs-table mismatch claim about the LIVE published table reproduces exactly. irw_itemtext('pemaiw_qiu_2020_dass') returns 84 rows whose sole instructions string reads 'circle a number 0, 1, 2 or 3' while its own resp values are 1,2,3,4. This batch's version replaces that with the study's administered instruction, which references no numbers, so the mismatch is fixed rather than merely noted. Item sets identical (21/21, same canonical order, first five DASS_1/DASS_10/DASS_11/DASS_12/DASS_13) -- the published MAPPING was never wrong, only the wording source."
PEMAIW_Qiu_2020_DASS,"ORCHESTRATOR VERIFIED (Step 5b): naming hazard is real. irw_list_itemtext_tables() matching qiu_2020 returns exactly one name, lowercase 'pemaiw_qiu_2020_dass'; no capitalised variant exists. Uploading this file under the capitalised name PEMAIW_Qiu_2020_DASS would CREATE A SECOND TABLE rather than replace the live one. Rename to lowercase before upload. irw-validate raises the same point as a name_charset WARN."
PEMAIW_Qiu_2020_FFMQ,"ORCHESTRATOR NOTE: no live itemtext table matches this name (irw_list_itemtext_tables() returns only pemaiw_qiu_2020_dass for qiu_2020), so this is a NEW table, not a replacement. The same lowercase-before-upload rule applies -- irw-validate raises name_charset on the capitalised name."
pellerin2020_cpc_selfefficacy,"ORCHESTRATOR VERIFIED (Step 5b): verify_batch.R re-executed the agent's evidence and returned VERDICT: PASS, reproducing the dissent the agent recorded rather than smoothed over -- German development samples make {item11,item12} the MOST correlated within-block pair (S2 .559, S3 .486) while the French data makes {SAE_2,SAE_3} the LEAST (.525 vs .641/.588). PARTIAL is the correct status; the shipped map is retained because the age-gradient and endorsement routes both refuse the only remap that would repair the correlation route."
