"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"wooly_hartman2022","wooly_hartman2022_1","Q4correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Bonanza:","Ben Cartwright","Incorrect",0
"wooly_hartman2022","wooly_hartman2022_1","Q4correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Bonanza:","Ben Cartwright","Correct",1
"wooly_hartman2022","wooly_hartman2022_1","Q6correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Cheers:","Diane Chambers","Incorrect",0
"wooly_hartman2022","wooly_hartman2022_1","Q6correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Cheers:","Diane Chambers","Correct",1
"wooly_hartman2022","wooly_hartman2022_1","Q8correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","M*A*S*H*:","Maxwell Klinger","Incorrect",0
"wooly_hartman2022","wooly_hartman2022_1","Q8correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","M*A*S*H*:","Maxwell Klinger","Correct",1
"wooly_hartman2022","wooly_hartman2022_1","Q75correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Seinfeld:","George Costanza","Incorrect",0
"wooly_hartman2022","wooly_hartman2022_1","Q75correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","For the following questions please choose a main character of the TV Show displayed from the list of choices. If you do not know, choose I don't know.","Seinfeld:","George Costanza","Correct",1
"wooly_hartman2022","wooly_hartman2022_2","Q61correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","Please choose the correct artist from the following list of displayed songs. If you don't know the answer please choose I Don't Know.","Kind Of A Drag:","The Buckinghams","Incorrect",0
"wooly_hartman2022","wooly_hartman2022_2","Q61correct","Age Verification Instrument (AVI), Hartman, Moss, Rabinowitz, Bahn, Rosenzweig, Robinson & Litman (2023)","Welcome to our survey. Please do your best to answer the following questions to the best of your ability without outside sources. If you don't know the answer please select I Don't Know. You will NOT be penalized for not knowing the answer.","Please choose the correct artist from the following list of displayed songs. If you don't know the answer please choose I Don't Know.","Kind Of A Drag:","The Buckinghams","Correct",1
