"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"bakker_2020_rses","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0227958 S4 supporting-information .sav (SPSS variable + value labels); paper Methods","IRW item codes ARE the .sav column names (data/bakker_2020_pss_rses.py melts RSES_COLS by name; no positional step), and all 10 RSES columns carry a variable label -- but 7 of the 10 labels contradict their own column name (issue #1654). Text taken from the LABELS, verified against the data: see verification_group1.csv. Labels transcribed verbatim, no edits (they carry no numbering or wave suffixes and none is at the 255-char SPSS cap). option_text from the .sav value labels (1 Strongly Disagree .. 4 Strongly Agree), identical to MAP_RSES in the processing script; all 10 items use all 4 levels. No instructions text is recorded anywhere in the .sav or the paper, so instructions is blank.","The IRW item codes for this table are unreliable as descriptions of item content: 7 of the 10 columns in the study's SPSS file carry a variable label that does not match the column name (e.g. the column named goodqualities303 is labelled, and behaves as, 'All in all, I am inclined to feel that I am a failure'). The item_text shipped here follows the SPSS labels, which the data's reverse-keying structure confirms; join on the item code and read the text, not the code.","2026-08-18"
"bakumenko_2023_adyghe_values","data_labels","study_materials","Harvard Dataverse doi:10.7910/DVN/NIRWKZ (Google Forms .xlsx export, column headers); questionnaire PDF 'Опросный лист' in doi:10.7910/DVN/KWMARH, Раздел 2 / Таблица 2","item_text = the .xlsx column headers verbatim (Russian). data/bakumenko_2023_adyghe_values.py assigns item_1..item_7 POSITIONALLY (all_cols[7:14] after inserting id at position 0), so the header diff was done: positions 7..13 of the source workbook are exactly the seven 'Оцените важность...' columns, in the same order as the ITEM_TEXT dict in the script and as rows 1-7 of Таблица 2 in the study questionnaire. instructions = the questionnaire's Раздел 2 preamble verbatim; the study is single-section here so there is no section_prompt. option_text only for resp 5 ('очень важно'); 2/3/4 are unlabelled scale points, left blank.","","2026-08-18"
"bang_2023_self_esteem","reconstructed","translated_substitute","PLOS ONE 10.1371/journal.pone.0284340 S4 supporting-information .xlsx (no item text; 'Data dictionary' sheet gives scale-level descriptions only); paper Methods (Measures: Self-esteem); Rosenberg (1965) canonical wording","IRW item codes ARE the source column names (S1..S10, melted by name), but neither the data file nor the paper ties any code to an item stem, so the code-to-text mapping was RECONSTRUCTED and verified from the raw data's keying polarity (see verification_group1.csv). Item text is the canonical English RSES wording, NOT the Korean text administered (Jon 1974) -- that translation could not be sourced verbatim. Anchors are the paper's own: 1 'almost never', 4 'always'; 2 and 3 unlabelled and left blank rather than padded. Live data are stored raw/unreversed (the paper reverse-codes the five negative items for scoring), so the same anchors apply to every item.","Item text for this table is the canonical English Rosenberg Self-Esteem Scale wording; the study administered the Korean version (Jon, 1974), whose verbatim wording is not reproduced in the paper or the data file. The item order was reconstructed from the reverse-keying pattern in the raw responses, not from any code-to-text key.","2026-08-18"
"bartoli_2022_badge_notifications","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0270888 S1 Dataset (journal.pone.0270888.s001.xlsx) column headers; task wording from the article Methods","item codes ARE the S1 spreadsheet's column headers (verbatim rename in data/bartoli_2022_badge_notifications.py), so there is no mapping step. instructions is the paper's literal task text ('Where would you click first on this screen?'). Deviations disclosed: item_text uses the apps' conventional names where headers differ in casing/spacing (Youtube/Linkedin/Justeat -> YouTube/LinkedIn/Just Eat); option_text is descriptive because the click task had no labelled options.","This table records a single-click behavioural task rather than a questionnaire: resp=100 marks the one app each participant clicked first and resp=0 the other fourteen, and the response-option text is descriptive rather than wording participants saw.","2026-08-18"
"beck_2021_iesr","paper_explicit","canonical_instrument","German IES-R form, (c) Maercker & Schuetzwohl 1998 (https://www.psychologie.uzh.ch/dam/jcr:211930d4-83bd-405a-9dc2-66b7dfbacc66/IES-R_Fragebogen_Auswertung.pdf), the version cited as ref 72 by Beck et al. 2021 (PLOS ONE 10.1371/journal.pone.0250590); item codes from S1 Data columns PP_/PR_D30_IESR1-22","Number-preserving derivation: data/beck_2021_covid_burden.py maps the trailing digit of each source column to iesr_<n>, and those numbers are the canonical IES-R item numbers, so code->text is a numbering match, not an order guess. The four observed resp levels match the German version's four anchors (the English IES-R has five), which independently identifies the version. Transcribed verbatim from the official German form incl. its pre-1996 orthography; only the blank event line in the instructions was shortened.","Item text is the official German IES-R (Maercker & Schuetzwohl 1998) as administered; resp 1-4 are the category indices (ueberhaupt nicht/selten/manchmal/oft), not that version's traditional 0/1/3/5 scoring weights.","2026-08-18"
"beck_2021_pss10","paper_explicit","translated_substitute","Cohen, Kamarck & Mermelstein (1983) PSS-10 canonical wording; item codes from S1 Data columns PP_/PR_D30_PSS_PH_1..10 / _PSE_4,5,7,8 of PLOS ONE 10.1371/journal.pone.0250590","Number-preserving derivation (trailing digit of the source column -> pss10_<n>), and the source columns additionally tag each item's subscale (PH vs PSE), which matches the canonical PSS-10 assignment of items 4,5,7,8 as the positively-worded items -- so the code->text tie is a numbering+subscale match. Text is the original English PSS-10 because the study administered a German version it never names.","The PSS-10 was administered in German, but the study names no German translation, so the item text shown is the original English PSS-10 wording; note also that items 4, 5, 7 and 8 are stored unreversed.","2026-08-18"
"benitezsillero_2021_bullying","paper_explicit","study_materials","https://doi.org/10.1371/journal.pone.0259087 (Table 1; Methods for response anchors); S1 File 10.1371/journal.pone.0259087.s001 XLSX for column names","Item codes EBIPQ_1..14 are the source XLSX column names verbatim (data/benitezsillero_2021_bullying.py melts them unchanged - no positional assignment); paper Table 1 numbers items 1-14 in the same scheme. Verbatim transcription, no corrections.","","2026-08-18"
"bitew_2020_lte","data_labels","study_materials","https://doi.org/10.1371/journal.pone.0240914 S1 File (.sav) SPSS variable labels","Item codes LTE1..LTE12 are the .sav column names verbatim (data/bitew_2020_ethiopia_battery.py melts them unchanged). item_text is the SPSS variable label with the leading item number stripped - an abbreviation, not the administered wording. Option labels no/yes supplied from the paper's description of the scale, not from value labels (the .sav has none for LTE).","Item text for this table is the study's abbreviated SPSS variable labels (e.g. 'self illness'), not the full administered item wording, which the study never published; item 12 (intimate partner violence) is not part of the original LTE-Q.","2026-08-18"
"bitew_2020_osss3","data_labels","canonical_instrument","Kocalevent et al. / Berg et al. (2018) OSSS-3 standardization (paper ref 28); mapping confirmed against S1 File (.sav) variable labels and response ranges","Item codes OSSS1..OSSS3 are the .sav column names verbatim. Canonical OSSS-3 wording and per-item anchors used because the .sav labels are terse paraphrases and carry no anchor text; position confirmed by the 1-4 / 1-5 / 1-5 range signature and OSSST = sum of the three items.","Item wording is the canonical English OSSS-3 rather than the study's administered Amharic version; item 1's variable label in the source file ('others worry for me') reads oddly against the canonical item-1 content, though its 4-category response range identifies it as item 1.","2026-08-18"
"bitew_2020_phq9","data_labels","canonical_instrument","PLOS ONE 10.1371/journal.pone.0240914 S1 File (SPSS .sav, https://doi.org/10.1371/journal.pone.0240914.s001); PHQ-9 canonical wording","Item codes ARE the source column names (data/bitew_2020_ethiopia_battery.py melts PHQ1..PHQ9 verbatim; no positional step). The .sav variable labels are numbered symptom mnemonics in canonical PHQ-9 order, which fixes the code->item tie; the words themselves are the canonical English PHQ-9 because the study used a locally validated Amharic version not reproduced in the paper. The .sav carries no value labels for PHQ, so the 0-3 anchors are the canonical Not at all / Several days / More than half the days / Nearly every day. One source file (S1) serves all four bitew_2020_* tables in this batch.","Item wording is the canonical English PHQ-9; the study administered a locally validated Amharic translation whose exact wording is not published.","2026-08-18"
