"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_1","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have been able to laugh and see the funny side of things",NA,"Not at all",3,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_1","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have been able to laugh and see the funny side of things",NA,"Definitely not so much now",2,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_1","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have been able to laugh and see the funny side of things",NA,"As much as I always could",0,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_1","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have been able to laugh and see the funny side of things",NA,"Not quite so much now",1,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_10","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"The thought of harming myself has occurred to me",NA,"Sometimes",2,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_10","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"The thought of harming myself has occurred to me",NA,"Hardly ever",1,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_10","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"The thought of harming myself has occurred to me",NA,"Never",0,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_10","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"The thought of harming myself has occurred to me",NA,"Yes, quite often",3,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_2","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have looked forward with enjoyment to things",NA,"Definitely less than I used to",2,NA,NA,NA,NA
"almuqbil_2022_epds","almuqbil_2022_epds_1","epds_2","Edinburgh Postnatal Depression Scale (EPDS; Cox, Holden & Sagovsky, 1987) -- Arabic translation (Ghubash et al., 1997) administered; English item text shown is the standard EPDS source wording, see note","Arabic","As you are pregnant or have recently had a baby, we would like to know how you are feeling. Please check the answer that comes closest to how you have felt in the past 7 days, not just how you feel today.",NA,"I have looked forward with enjoyment to things",NA,"Hardly at all",3,NA,NA,NA,NA
