"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp","instructions_translated","section_prompt_translated","item_text_translated","option_text_translated"
"jung_2018_media_use","jung_2018_media_use_1","media_tv","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Television",NA,"not at all",1,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_tv","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Television",NA,"1–2 times",2,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_tv","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Television",NA,"more than three times",3,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_radio","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Radio",NA,"not at all",1,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_radio","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Radio",NA,"1–2 times",2,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_radio","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Radio",NA,"more than three times",3,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_newspaper","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Newspaper",NA,"not at all",1,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_newspaper","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Newspaper",NA,"1–2 times",2,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_newspaper","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Newspaper",NA,"more than three times",3,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_books","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Books",NA,"not at all",1,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_books","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Books",NA,"1–2 times",2,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_books","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Books",NA,"more than three times",3,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_internet","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Internet",NA,"not at all",1,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_internet","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Internet",NA,"1–2 times",2,NA,NA,NA,NA
"jung_2018_media_use","jung_2018_media_use_1","media_internet","Health-related media use (past week), 5-item media-use battery (question B3)","Korean; Chinese; Japanese","Did you seek health information through the television, radio, newspapers, books, or Internet over the past week?",NA,"Internet",NA,"more than three times",3,NA,NA,NA,NA
