"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-1","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Recognition vs. recall (e.g., menu vs. commands).",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-1","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Recognition vs. recall (e.g., menu vs. commands).",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-1","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Recognition vs. recall (e.g., menu vs. commands).",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-1","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Recognition vs. recall (e.g., menu vs. commands).",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-1","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Recognition vs. recall (e.g., menu vs. commands).",NA,NA,"Very satisfied",NA,5
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-2","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Externalize information through visualization.",NA,NA,"Very unsatisfied",NA,1
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-2","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Externalize information through visualization.",NA,NA,"Unsatisfied",NA,2
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-2","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Externalize information through visualization.",NA,NA,"Neutral",NA,3
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-2","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Externalize information through visualization.",NA,NA,"Satisfied",NA,4
"tsai_2017_treeit_h5_memory","tsai_2017_treeit_h5_memory_1","H5-2","Treeit Heuristic Evaluation (Tsai et al. 2017, Appendix 1; adapted from Zhang et al. 2003 usability heuristics): H5. Memory","Chinese","Minimize memory load. Users should not be required to memorize a lot of information to carry out tasks. Memory load reduces users’ capacity to carry out the main tasks.",NA,NA,NA,"Externalize information through visualization.",NA,NA,"Very satisfied",NA,5
