table,batch,mapping_basis,uploaded,route,status,evidence
evpromisi_stone_2021_ddedanx,batch_031,unknown,,rights-clause and item-identity check (blocked table: no text shipped),NO_ROUTE,"No item text was shipped, so there is no item-to-text mapping to verify and no statistical route applies. The block is a rights verdict, and the two factual claims it rests on were checked and are re-runnable in verify_evpromisi_stone_2021_ddedanx.R. (1) IDENTITY: all 7 live item codes (DDEDANX01, DDEDANX05, DDEDANX30, DDEDANX40, DDEDANX46, DDEDANX53, DDEDANX54) appear in the deposit codebook rows whose Notes column reads ""Modified daily diary version of EDANX01/05/30/40/46/53/54"" -- 7 of 7 matched, 0 unmatched -- so the wording is PROMIS Emotional Distress-Anxiety bank content with a changed recall window, not study-authored text. (2) CLAUSE: the string ""shall not distribute, publish, sell, license, or provide HealthMeasures products"" occurs 1 time in the HealthMeasures Terms of Use PDF currently served from healthmeasures.net (HTTP 200, 14 pages), and ""Commercial Users must seek permission to use, reproduce, or distribute"" occurs 1 time. WHAT THIS DOES NOT ESTABLISH: nothing about item-text accuracy, because none was shipped; and it does not settle the policy question, only that the clause exists and that the items are PROMIS content. NO_ROUTE rather than PARTIAL because the mapping axis was never exercised."
evpromisi_stone_2021_ddeddep,batch_031,unknown,,"route 9 (response-frequency matching, raw deposit columns vs live)",VERIFIED,"NOTE: no CSV shipped -- this table was WITHDRAWN on rights by the orchestrator (see notes.csv); the evidence below verified the extraction that would have shipped. Route 9 (response-frequency matching) on the item axis. Per-item x per-level counts pooled over the deposit's three daily-diary SAS files (promis_ecolval_cs/bc/pms_daily.sas7bdat, whose columns are named DDEDDEP04.. exactly as IRW's item codes) reproduce the live table in all 40 cells: DDEDDEP04 5918/840/471/158/38, DDEDDEP05 5502/990/661/245/30, DDEDDEP06 5207/1108/791/259/53, DDEDDEP17 3586/1812/1471/473/78, DDEDDEP22 5704/909/568/194/48, DDEDDEP29 4336/1449/1176/385/74, DDEDDEP36 3593/1859/1436/441/84, DDEDDEP41 5531/1003/636/205/47 -- identical raw vs live for every cell, total 59369 responses. All 8 count-vectors are mutually distinct, so swapping any two items would break at least one cell; this distinguishes every item from every other. It also fixes resp 1..5 as the raw stored codes the codebook labels Never..Always. What it does NOT establish is the wording itself: the .sas7bdat files carry no variable labels (pyreadstat: all None), so the code->text tie rests on the codebook document, which prints each stem against that exact variable name."
evpromisi_stone_2021_ddpainin,batch_031,paper_explicit,,"route 9 (response-frequency matching, raw source vs live)",VERIFIED,"NOTE FIRST: this table was BLOCKED on rights and no __items.csv exists; the row records a mapping check completed before the block. Melting the two daily-diary SAS files of Harvard Dataverse doi:10.7910/DVN/G4E2SR (promis_ecolval_cs_daily, promis_ecolval_oa_daily) reproduces the live table cell for cell: CS raw/live DDPAININ03 1616 545 277 143 51, DDPAININ08 1817 427 239 118 33, DDPAININ09 1600 528 315 143 45, DDPAININ10 1689 471 250 144 75, DDPAININ14 1737 464 251 131 49, DDPAININ20 1576 506 266 185 98; OA raw/live DDPAININ03 520 716 676 472 235, DDPAININ08 1117 682 534 244 43, DDPAININ09 385 758 790 513 172, DDPAININ10 483 604 693 527 312, DDPAININ14 501 712 698 491 216, DDPAININ20 444 733 642 558 241 -- 60 of 60 cells match, 0 mismatches, and all 6 count vectors are distinct within each group, so every item is distinguished from every other item and the 1..5 ladder cannot be permuted or reversed without breaking the match. The item codes are the raw column names verbatim, and those columns are the ones the codebooks label with the stems. Does NOT establish: the fidelity of the stem wording itself (single source -- the study codebooks, which disagree on one stray character in DDPAININ20), and says nothing about the hernia-surgery sample, which the deposit holds but the IRW table omits."
evpromisi_stone_2021_global,batch_031,paper_explicit,,2 (per-item response ranges via irw_table_sets),NO_ROUTE,"BLOCKED ON RIGHTS -- no __items.csv shipped, so no shipped mapping exists to verify; recorded NO_ROUTE rather than letting the table read as checked. The mapping WAS established at the source (codebook states each code against its stem) and the only data-side route available without a full export corroborates it partially: irw::irw_table_sets(per_item=TRUE) gives Global07 n=485 resp_min=0 resp_max=10 (11 levels) and Global01 n=484, Global02 484, Global03 484, Global04 485, Global05 485, Global06 485, Global08 485, Global09 485, Global10 485, all resp_min=1 resp_max=5 (5 levels) -- exactly the split the codebook predicts (Global07 alone is the 0-10 pain NRS). This route pins Global07 and ONLY Global07; it does NOT distinguish the other nine 1-5 items from each other, so it is not VERIFIED even setting the block aside. n per item is 484-485 of 486 participants, matching the five demos files' baseline sample."
experimental_iq,batch_031,unknown,,re-run of the processing script over the source raw file (core model s3 pattern 4); per-item n and number-correct against live irw_fetch,NO_ROUTE,"NO_ROUTE for the item_text axis because no item text exists: the 25 items are matrix images (questions/N/q.png plus eight option images) and the source publishes no wording, so there is nothing to map and nothing was shipped. The check that WAS run establishes only the code-to-source-column tie: re-deriving data/experimental_iq.R over the released data.csv reproduces every item's live n and number correct exactly -- 1/q1 394,352; 4/q4 397,159; 7/q7 352,88; 12/q12 393,138; 17/q17 338,93; 21/q21 332,39; 22/q22 367,32; 25/q25 389,251 -- 25 of 25 cells identical, with proportion correct spanning 0.087-0.912 so a permutation would break at least one cell. That does NOT establish any item_text mapping, and no item_text was written."
extremera_2016_ei,batch_031,paper_order,,5 (subscale block structure) + presentation-order proximity,PARTIAL,"Route 5 (subscale block structure) run over the study's own PLOS S1 .sav, 1117 complete cases on ei1..ei16 (the live IRW table is a by-name melt of exactly these columns; irw::irw_table_sets() confirms the live item set is those 16 codes). The same authors publish the WLEIS-S under two rival numberings and the shipped mapping had to choose: SHIPPED interleaved UMA-form numbering (SEA 1,5,9,13; OEA 2,6,10,14; UOE 3,7,11,15; ROE 4,8,12,16) gives within-subscale mean r = 0.526 vs between-subscale 0.401 (gap +0.125) with 33/48 of items' top-3 correlates inside their own subscale; the RIVAL blocked Psicothema-Table-1 numbering (SEA 1-4 ... ROE 13-16) gives 0.432 vs 0.425 (gap +0.007) with 9/48. The OEA block is the clearest: ei2-ei6 .54, ei6-ei14 .60, ei10-ei14 .59, ei2-ei14 .52 against a .39 grand mean; the ROE block likewise ei8-ei16 .66, ei4-ei8 .59, ei12-ei16 .54. Corroborating: cross-subscale ADJACENT pairs (i,i+1) average r = 0.461 against 0.390 for cross-subscale non-adjacent pairs (n=15 vs 81), the proximity excess expected if ei1..ei16 is the form's printed presentation sequence. WHAT THIS DOES NOT ESTABLISH: it pins each item's subscale (16/16) and eliminates the blocked numbering outright, but it is invariant to any permutation WITHIN a subscale -- swapping ei1 with ei9 (both SEA) would leave every number above unchanged. No per-item statistics are published for this sample (the 2016 paper reports only the EI total, M=4.98 SD=0.93), no reverse-keyed items exist to run route 6, all 16 items share one 1-7 scale so route 2 does not apply, and there is no marker item. PARTIAL, not VERIFIED."
extremera_2016_sbq,batch_031,paper_order,,2 (per-item response-range/option-count structure) + 8 (semantic coherence of the response distribution),PARTIAL,"Route 2, live per-item structure from irw::irw_table_sets(per_item=TRUE) against the SBQ-R's printed option counts: sbq1 6 levels 1-6 (instrument item 1 has 6 options, 1..6), sbq2 5 levels 1-5 (item 2 has 5), sbq3 6 levels 0-5 = the 5 options of item 3 plus 2 stray 0s, sbq4 7 levels 0-6 (item 4 is the only item numbered from 0, with 7 options). sbq1 is the only 6-option item and sbq4 the only 0-based 7-level one, so both are pinned outright. Corollary pinned by the same numbers: resp is the RAW option index, not SBQ-R scoring, which would give sbq1 4 levels and sbq3 3; the deposit's SuicideBehaviours_Scores equals the raw four-item sum for all 960 complete rows and maxes at 19 vs the published 3-18. What this does NOT establish: sbq2 and sbq3 are structurally identical 5-option 1-5 items and route 2 cannot separate them. Route 8 argues the direction only: among the 763 respondents answering sbq1=1 (never ideated or attempted, lifetime), 7 (0.9%) exceed level 1 on sbq2 -- a strict contradiction if sbq2 is past-year ideation -- against 27 (3.5%) on sbq3, which is possible if sbq3 is 'ever told someone'; and the level counts run 835/79/36/8/3 on sbq2 (monotone, as a frequency ladder should) vs 833/79/19/17/11 on sbq3 (flat tail, as item 3's paired 2a/2b, 3a/3b options should). Suggestive, not decisive, so PARTIAL rather than VERIFIED. Deposit per-item non-missing n (961/961/961) equals live n exactly, so the .sav is a faithful proxy. Re-runnable as verify_extremera_2016_sbq.R (VERDICT: PASS)."
extremera_2016_shs,batch_031,paper_explicit,,"3 (published/derived scoring rule reproduced) + 6 (keying polarity) + 8 (semantic distribution, secondary)",PARTIAL,"The source .sav's own derived score Happiness_Scores (SPSS label 'Felicidad Subjetiva') is reproduced exactly by (shs1+shs2+shs3+(8-shs4))/4 on 1124 of 1125 rows; reversing shs1 instead matches 182/1125, shs2 189/1125, shs3 217/1125, and reversing nothing 185/1125. The administered questionnaire's printed rule is 'Contrabalancear puntuaciones del item 4 (4r); Felicidad subjetiva total = (1+2+3+4r)/4', so this pins shs4 = questionnaire item 4 (the reverse-worded 'Algunas personas suelen ser muy poco felices...' item). Consistent with that, shs4 correlates -0.258/-0.223/-0.266 with shs1/shs2/shs3 while those three correlate +0.671/+0.588/+0.587 among themselves, so the items are stored raw. Secondary and non-decisive: shs2 has the largest midpoint mass (26.6% at resp=4 vs 17.4% shs1, 19.4% shs3, mean 4.77 vs 4.99/4.86), as expected of the peer-comparison item. What this does NOT establish: any sum over shs1/shs2/shs3 is invariant to permuting them, so the assignment of item 1 vs 2 vs 3 rests on the trailing digit of the authors' own column names and on the midpoint-mass hint, not on a statistic that separates all three -- hence PARTIAL, not VERIFIED. Re-runnable as verify_extremera_2016_shs.R (VERDICT: PASS)."
extremera_2016_swls,batch_031,paper_order,,3 (published totals) + direction control + 7 (marker item),PARTIAL,"Route 3 (published totals) over the 1123 complete cases in the live table, item metric (sum/5): live mean 4.254 vs published 4.25, live SD 1.272 vs 1.27, live Cronbach alpha 0.829 vs published .83 (Table 1, an image, read directly). Convergent correlations against the sibling IRW tables from the same respondents: r(SWLS, extremera_2016_ei mean) live +0.385 vs published .38; r(SWLS, extremera_2016_sbq mean) live -0.282 vs published -.28. Direction control: the reversed 1-7 anchor assignment gives a mean of 3.746, missing the published 4.25 by 0.504 on a 1-7 metric and flipping the sign of both correlations, so the option_text<->resp axis (1=Strongly disagree .. 7=Strongly agree) and raw, unreversed storage are pinned. Route 7 (marker item): per-item corrected item-total r = swls1 0.644, swls2 0.657, swls3 0.742, swls4 0.645, swls5 0.492, and per-item SD = 1.564, 1.512, 1.557, 1.616, 1.962 -- swls5 is simultaneously the minimum item-total and the maximum SD, the SWLS literature's stable signature of item 5 (""If I could live my life over..."", Diener et al. 1985 loading .61 against .72-.84 for items 1-4), so swls5 is pinned. WHAT THIS DOES NOT ESTABLISH: swls1..swls4 are not distinguished from one another. A sum/alpha is invariant to permutation, the paper publishes no per-item statistics, all five items share one 1-7 scale (route 2 unavailable), there is one unidimensional subscale (route 5 unavailable) and no reverse-keyed item (route 6 unavailable); and the item-total profile only weakly tracks the 1985 loadings overall (Spearman 0.564, with swls3 above swls1 where the loadings tie). Those four rest on the source .sav column numbering matching canonical SWLS order. PARTIAL, not VERIFIED."
face_memory_test,batch_031,reconstructed,,script re-run: per-item non-missing counts vs irw_table_sets per-item n; plus per-item resp-range structure,PARTIAL,"Re-ran data/face_memory_test.R's code-assignment logic over the deposit's data.csv (1768 rows) and compared predicted non-missing counts (-1 and 0 -> NA) against live per-item n from irw_table_sets(per_item=TRUE): 175/175 exact, e.g. item 1=Q1 1759 vs 1759, item 75=Q75 1768 vs 1768, item 76=PQ1 199 vs 199, item 175=PQ100 184 vs 184. Response-range signature agrees: items 1-75 are all 1-2 (face old/new), items 76-175 all 1-5 (HEXACO agreement). This pins the two-instrument block boundary and the within-block offset jointly. It does NOT separate every item from every other item: only 19 of 175 have an n unique across the table, so a swap between two items sharing the same n (e.g. the many face items at n=1764) would be invisible to this route; per-item means would need a full export. PARTIAL, and moot for shipping in any case -- no item text was written, the table is blocked on rights (HEXACO half) and on image-only stimuli (face half)."
