"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"chen_2022_sasc","PASS",22,22,TRUE,TRUE,FALSE,TRUE,0,0,""
"close_relationships","PASS",36,36,TRUE,TRUE,FALSE,TRUE,0,0,""
"condon_2024_sapa_personality","PASS",135,135,TRUE,TRUE,FALSE,TRUE,0,0,""
"criticalperiod_syntax","PASS",95,95,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"depression_anxiety_stress","PASS",68,68,TRUE,TRUE,FALSE,TRUE,0,0,""
"emidy2024_fevs","WARN",93,93,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=530983: q82, q83, q84"
"ftna_kasper_2022","WARN",11,11,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=633038: english_num, kiswahili_num, math_num"
"geography","WARN",1458,1458,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=1914: 1, 10, 100, 1000, 1001, 1002, 1003, 1006, 1008, 101, ..."
"machivallianism_test_main","PASS",20,20,TRUE,TRUE,FALSE,TRUE,0,0,""
"riasec","PASS",74,74,TRUE,TRUE,FALSE,TRUE,0,0,""
"sapa_personality","WARN",696,696,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=2554: q_1031, q_1041, q_1050, q_1053, q_1055, q_1063, q_1088, q_1090, q_1104, q_1110, ..."
"twod_rotation_mather2023","WARN",304,304,TRUE,TRUE,FALSE,TRUE,100,0,"row-count anomaly (possible item-code conflation or missingness skew), median=1238: q_16001, q_16004, q_16008, q_16009, q_16016, q_16021, q_16023, q_16026, q_16035, q_16042, ... | 100% of rows have blank item_text"
