"table","batch","mapping_basis","uploaded","route","status","evidence"
"chen_2022_sasc","batch_011","data_labels","","source_variable_labels","NOT_NEEDED","Exempt: the source file's own labels/headers tie each item code to its text; see provenance. Gates unrun -- Redivis export quota exhausted 2026-08-18."
"close_relationships","batch_011","data_labels","","source_variable_labels","NOT_NEEDED","Exempt: the source file's own labels/headers tie each item code to its text; see provenance. Gates unrun -- Redivis export quota exhausted 2026-08-18."
"condon_2024_sapa_personality","batch_011","data_labels","","exempt (data_labels) + corroboration: source-codebook code->text tie, independent second codebook (psychTools::spi.dictionary), official SPI-135 form printing code beside item and beside the 1..6 numbering, and a response-direction check (route 8)","VERIFIED","Every item is distinguished from every other by its own code: the IRW item codes are the raw q_### column names of the SAPA deposits (data/condon_2024_sapa_personality.py renames nothing), and ItemInfo.csv in doi:10.7910/DVN/3BTT82 maps each of those 135 codes to its text directly -- 135/135 exact set match against the live table, 0 text mismatches on re-fetch. Two independent sources reproduce the same 135 code->text ties: psychTools::spi.dictionary (135/135 agreement, differing only by stripped apostrophes/quotes) and the SPI-135-27&5 v1.2 form PDF (135/135 codes, 4 trivial punctuation/wording differences listed in provenance). No positional or order inference anywhere. option_text<->resp: the form prints 1..6 under Very Inaccurate..Very Accurate; the live data agrees in direction -- 'Cheat to get ahead.' 2.20, 'Use others for my own ends.' 2.46, 'Tell a lot of lies.' 2.64 vs 'Am concerned about others.' 4.83, 'Feel sympathy for those who are worse off than myself.' 4.85, 'Sympathize with others' feelings.' 4.86, a 2.19-point separation that inverts under a flipped key. Per-item n ranges 433,019-555,453 (ratio 1.28), consistent with SAPA's planned-missing administration and showing no item conflating two questions; all 135 items span all six levels. What this does NOT establish: the wording of the four intermediate anchors is taken from the official form rather than re-derived from the data, The item/resp gate itself is settled and is no longer part of this hedge: it was reproduced server-side against Redivis during the round, and re-confirmed by audit_batch.R on 2026-08-24 (item set 135/135, resp 1-6)."
"criticalperiod_syntax","batch_011","paper_explicit","","Reconstruction of scored accuracy from the study's raw per-option data + SI answer key, compared to live per-item means (SKILL.md Step 5b routes 1 and 9), plus within-question order concordance","PARTIAL","Route: reconstruct each item's scored accuracy from the study's own raw per-option endorsement file (OSF pyb8s compiled.csv, 680,333 respondents, one 0/1 column per option) using the SI answer key under the claimed letter->index mapping (a=1 ... h=8), and compare with the live per-item mean over 1,131,401 respondents (Redivis aggregate; irw_fetch pulls 107,483,095 rows and is unreliable). All 95 items reproduce: cor = 0.9812, mean|diff| = 0.0203, max|diff| = 0.0785 (largest: q34_1 0.820 vs live 0.742; q34_6 0.858 vs 0.786; q24_4 0.902 vs 0.832), and all diffs bar two are positive, i.e. a uniform sample-composition offset rather than item-specific error. Reading ANY single item's key the other way would move it by at least 0.4859 (median ~0.93), so all 95 Correct/Incorrect class assignments are pinned outright. Permutation null for the correlation: mean 0.001, max 0.353 over 2,000 draws, vs 0.9812 observed. Within-question option ORDER (immune to the sample offset) is concordant on 113 of 120 pairs; the 7 discordant pairs are all near-ties (|diff in live| 0.0031-0.0184) and 3 of them are still separated by keyed class. WHAT THIS DOES NOT ESTABLISH: 4 pairs -- q17_1/q17_3, q20_1/q20_3, q24_1/q24_3, q26_2/q26_4 -- share a keyed class AND order discordantly, so their own numbers do not distinguish them from each other; they rest on the single global letter->index convention (validated by the other 113 orderings and all 95 class assignments), not on item-specific evidence. Hence PARTIAL. Separately, q10_4 is assigned to the fourth printed option because the SI prints Question 10's options as a, b, c, c; the recomputed accuracy 0.9987 vs live 0.9975 is consistent but, both q10 items being keyed Incorrect and both near ceiling, does not by itself exclude the alternative reading."
"depression_anxiety_stress","batch_011","reconstructed","","re-run of the processing script over the raw source file (core model 3), cross-checked by per-item x per-response-level cell counts (route 9 applied to all 68 items)","VERIFIED","Re-derived the item integer from data/depression_anxiety_stress.R over the openpsychometrics raw data.csv (39,775 respondents): 1-42 = Q1A-Q42A, 43-52 = TIPI1-10, 53-68 = VCL1-16. All 68 x 9 = 612 item x response-level cell counts (resp 0-7 plus the literal NA level) reproduce the live table exactly, 0 mismatches -- e.g. item 1 = 6104/13320/9958/10393 at resp 1-4; item 43 = TIPI1 with 6229/5603/4633/5877/8420/6046/2482 at resp 1-7 and 485 NA; item 58 = VCL6 'cuivocal' 38177/1598 at 0/1. This distinguishes every item from every other: the closest pair, items 17 (Q17A) and 26 (Q26A), differ by only 2.5e-5 in mean but by 1936 respondents at resp=4 (13509 vs 11573). Because the counts are per response level it also pins the option_text<->resp axis for all three blocks (DASS 1-4, TIPI 1-7, VCL 0/1); a flipped anchor order on any block would break it. Not established: the WORDING of any item, which rests on codebook.txt's own Qn/TIPIn/VCLn keys. Note: verify_depression_anxiety_stress.R runs this as a server-side redivis GROUP BY rather than irw::irw_fetch(), because the full 2,704,700-row download timed out repeatedly during this round."
"emidy2024_fevs","batch_011","data_labels","","source_variable_labels","NOT_NEEDED","Exempt: the source file's own labels/headers tie each item code to its text; see provenance. Gates unrun -- Redivis export quota exhausted 2026-08-18."
"ftna_kasper_2022","batch_011","data_labels","","source column-name identity + item-by-wave availability structure + study do-file grade recode + private-public direction check","VERIFIED","Item axis: every one of the 11 IRW codes is the deposited Stata variable name minus its exam suffix (data/ftna_kasper_2022.r: gsub('_ftna','')/gsub('_psle','')), so each item is distinguished from every other by name identity rather than inference. Confirmed structurally against the live data: the study's do-file names the PSLE subject set as {kiswahili, english, math, society, science} and the live table has exactly those 5 items at wave 0 and exactly the 9 FTNA subjects at wave 1 (633,038 respondents in each of the 14 item-wave cells). Resp axis: edcc_code/taba7_taba8.do recodes _num 0/1/2/3/4 to NECTA points 5/15.5/25.5/35.5/45.5 and bands them E/D/C/B/A, and edcc_code/tab2_fig1_figa1_taba1.do independently relabels the ascending value groups E,D,C,B,A -- each of the 5 levels pinned twice. Direction confirmed in the data: private-school students score +1.265 higher than public at FTNA (2.24 vs 0.97) and +0.433 higher at PSLE (2.61 vs 2.18), matching Brandt's positive private premium; and FTNA subject means run math 0.47 < physics 0.51 < chemistry 0.87 < geography 0.97 < history 1.05 < biology 1.11 < civics 1.47 < english 1.66 < kiswahili 1.81, i.e. mathematics worst and Kiswahili best, as expected when 4=A."
"geography","batch_011","data_labels","","exempt (source lookup table) + raw-data set match; verify_geography.R blocked by export quota","NOT_NEEDED","mapping_basis is data_labels, so statistical verification is not required: place.csv IS the archive's id->name table and data/geography.R assigns item <- place_asked directly. Corroboration run anyway from the raw answer.csv: the set of distinct place_asked values is exactly the 1458 live item codes (0 in one and not the other), and the 8 place.csv ids never asked are World + the six continents + Yangtze, i.e. map containers rather than questions. verify_geography.R additionally hard-codes per-place n and accuracy recomputed from answer.csv for all 1458 items and compares them to the live per-item row count and mean resp; the (n, accuracy) pair is distinct for 1435 of 1458 items, the other 23 sitting in 11 tied groups. It COULD NOT BE RUN on 2026-08-18 because irw::irw_fetch('geography') is blocked by the Redivis 30-day export quota (204GB used of 200GB; this table is 0.6GB) -- re-run once the quota resets."
"machivallianism_test_main","batch_011","data_labels","","source_variable_labels","NOT_NEEDED","Exempt: the source file's own labels/headers tie each item code to its text; see provenance. Gates unrun -- Redivis export quota exhausted 2026-08-18."
"riasec","batch_011","reconstructed","","script re-run (core model 3) + per-item n/mean reproduction; corroborated by route 2 (per-item response ranges) and route 8 (semantic coherence of the vocabulary check-list)","VERIFIED","Re-ran data/riasec.R's column-order logic over the raw RIASEC_data12Dec2018/data.csv (surviving columns in file order = R1..C8, TIPI1..10, VCL1..16, confirmed identical to the expected sequence) and compared reproduced per-column n/mean against live per-item n/mean: 74/74 items match with |dn| = 0 on every item and max |dmean| = 4.9e-07 (a rounding artifact of the 6-dp hard-coded constants). Each item is uniquely pinned by the (n, mean) pair -- 0 of 74 items have any rival with both the same n and a mean within 1e-6 -- so a permutation of any two items would show up. Range structure corroborates independently (items 1-48 span 1-5, 49-58 span 1-7, 59-74 span 0-1), as does content (the three deliberate non-words VCL6/VCL9/VCL12 land at items 64/67/70 with endorsement 0.083/0.058/0.123, the three lowest of the 16, while 'funny'/'decide'/'robot' sit at 0.967/0.916/0.908). option_text<->resp: all 342 item x resp cells in the shipped CSV equal the set of levels each item's own respondents used, exactly. Nothing on either axis is left unestablished."
