"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"chen_2022_sasc","data_labels","study_materials","Science Data Bank 10.57760/sciencedb.o00115.00089 (Chen, Zhan & Liu 2022, 'Mental health database of college students during COVID-19.sav'); SPSS variable labels SASC01-SASC22 and their value labels, read with pyreadstat and cached at itemtext/.cache/chen_2022_sasc/mh.sav","data/mental_health_covid19/src/.../process_chen_2022_mental_health.R selects sasc_items <- paste0('SASC', sprintf('%02d', 1:22)) by name from the .sav, so the IRW item code IS the source column name -- no positional or renaming step. All 22 variable labels and all 22 sets of value labels are populated in the .sav; item_text and option_text are transcribed character for character from them, including the source's own grammatical slips ('The first thing I think of is using on my smartphone when I am sad.', 'I'm fidget when without a cell phone.'). No instructions text is published in the .sav or on the ScienceDB landing page, so instructions is left blank rather than reconstructed. Instrument identified as the 22-item Smartphone Addiction Scale for College Students (SAS-C; Su et al., 2014, 6 factors, 1-5 agreement), which matches the live data exactly: 22 items, resp 1-5, and the .sav's own covariate PSU is labelled 'Total score of SAS-C'. Live counts: 1,698,642 responses = 77,211 x 22, and the raw .sav has no missing SASC cells, so the live table is the complete raw block. Independently confirmed end to end: all 110 item x resp cells of the live table (queried on Redivis, datapages.item_response_warehouse_2.chen_2022_sasc) match the raw .sav's own per-column value counts exactly, 0 mismatched cells (e.g. SASC01: 6165/21760/23007/22216/4063 live vs identical raw), so both the item codes and the 1-5 coding the option labels are attached to reproduce the source file cell for cell.","Despite the table name, SASC here is the Smartphone Addiction Scale for College Students (SAS-C; Su et al., 2014) measuring problematic smartphone use, not the Social Anxiety Scale for Children; the survey was administered in Chinese and the wording shown is the depositors' own English item labels from the SPSS file, as no Chinese original is published with the dataset.","2026-08-24"
"close_relationships","data_labels","study_materials","openpsychometrics.org raw data ECR-data-1March2018.zip (codebook.html field descriptions for Q1-Q36); instrument: Brennan, Clark & Shaver (1998) ECR","Item text transcribed verbatim from the release codebook, which quotes each item against its own column code Q1-Q36; data/close_relationships.R lowercases the headers and strips the q prefix, so IRW item n == source column Qn (number-preserving rename, no positional inference). Source typos kept verbatim (item 6 ""wont""). Response anchors 1=strongly disagree .. 5=strongly agree are stated in the codebook for every item; the processing script only recodes -1 and 0 to NA, so the reverse-worded items are stored RAW, not reverse-scored -- confirmed on the source data.csv (n=51,491): item 22 (""I do not often worry about being abandoned"") correlates -0.65 with item 2 (""I worry about being abandoned"") and item 3 with item 1 at -0.42. instructions are the canonical ECR administration wording, not the study's own: openpsychometrics retired the interactive form and neither it nor the codebook preserves the administered instruction text.","","2026-08-24"
"condon_2024_sapa_personality","data_labels","study_materials","Condon & Revelle, Selected personality data from the SAPA-Project, Harvard Dataverse doi:10.7910/DVN/3BTT82 (ItemInfo.csv, file id 10988886; byte-identical ItemInfo.csv in all 7 annual deposits 2017-2024); response anchors and instructions from the official form SPI-135-27&5 v1.2, sapa-project.org/research/SPI/SPIforms/SPI_135_27_&_5_v1_2.pdf","item_text transcribed verbatim from the deposit's own ItemInfo.csv codebook, which is keyed by the q_### column names that data/condon_2024_sapa_personality.py carries through unchanged into the IRW item codes -- the code IS the source column name, so there is no mapping step. Cross-checked two further ways: (a) psychTools::spi.dictionary independently gives the same 135 q_### -> text ties (agreement on all 135; it differs only by stripping apostrophes and quotation marks, e.g. 'Sympathize with others feelings.'), and (b) the official SPI-135 form PDF prints each q_### code beside its item and beside the printed 1..6 response numbering -- all 135 codes matched, with 4 trivial differences (2 sentence-final periods lost at the PDF line wrap, 1 apostrophe glyph, and 'Believe laws should be strictly enforced.' on the form vs 'Believe that laws should be strictly enforced.' in the codebook, a form-version wording variant). The codebook wording shipped, since it accompanies the actual response data. instructions and the six option_text anchors are transcribed from that form. NOTE: irw::irw_fetch() cannot materialise this table (68,188,858 rows) and reports it misleadingly as 'table does not exist in IRW', so validate_items.R could not run; the identical item-set and resp-set checks were run directly against the Redivis table datapages.item_response_warehouse_3.condon_2024_sapa_personality and both pass (135/135 items, resp 1-6), reproducibly via verify_condon_2024_sapa_personality.R.","","2026-08-24"
"criticalperiod_syntax","paper_explicit","study_materials","Hartshorne, Tenenbaum & Pinker (2018) Cognition 177:263-277, doi:10.1016/j.cognition.2018.04.007, Supplementary Information mmc1.pdf ('Materials' pp.45-57, 'Scoring' pp.58-60); raw data OSF pyb8s (compiled.csv, processing.R); IRW table is Chen & Hartshorne (2021) Cognition 214:104706, OSF vab8j","data/criticalperiod_syntax.R keeps every column matching grepl('q', names) of full.csv and uses the column name as the IRW item code, so the code IS the source column name - no positional step. The SI prints the quiz as numbered questions with lettered options (9a..9d, 32a..32h) and its answer key uses the same labels, and HTP's own processing.R builds the column names as q<i> / q<i>_<j> over j=1..4 (Q9-31) and j=1..8 (Q32-35); the mapping is therefore letter position -> numeric suffix (a=1 ... h=8), which reproduces the live 95-item set exactly. Item text transcribed verbatim from the SI, including the source's own oddities ('Wore a pair of 100 goggles.'); apostrophes left as printed (the SI mixes straight and curly, and every shipped item happens to use straight). See verify_criticalperiod_syntax.R for the numeric check.","Question 10's four response options are printed in the source supplement under a duplicated ""c."" label (a, b, c, c, with no ""d.""), so item q10_4 is identified as the fourth printed option, ""What old are you?"", by its position and by the answer key's grammaticality value; ""How old are you?"" (option 3) is grammatical in every dialect and is not in the table.","2026-08-24"
"depression_anxiety_stress","reconstructed","study_materials","openpsychometrics.org raw data release DASS_data_21.02.19 (codebook.txt, data.csv, demo1.png); IRW script data/depression_anxiety_stress.R","codebook.txt keys every source column to verbatim text (Q1-Q42, TIPI1-TIPI10, VCL1-VCL16), so the words are level-1. The IRW `item` is not the source column name but a script-generated integer (row_number() over unique(item) after the pivot), so the code->text tie was RECONSTRUCTED by re-running that derivation: lowercase header, drop *I and *E and the demographic block, pivot in column order -> 1-42 = Q1A-Q42A, 43-52 = TIPI1-10, 53-68 = VCL1-16. Verified cell-for-cell (see verify_depression_anxiety_stress.R). Deviations from a raw copy of codebook.txt, all deliberate: HTML entities decoded (&#39; -> ', &quot; -> ""); the leading 'Qn'/'TIPIn'/'VCLn' key column stripped. DASS section_prompt 'In the past week...' is transcribed from demo1.png, the study's own screenshot of the administered item screen, rather than from the codebook's paraphrase of it; instructions left blank because framing differs by block. correct_response left blank throughout: the codebook publishes no scoring key, and although VCL6/VCL9/VCL12 are stated to be non-words, no key ties that to a resp value.","This table pools three instruments administered in one openpsychometrics session, not the DASS alone: items 1-42 are the DASS-42, 43-52 are the Ten Item Personality Inventory, and 53-68 are a 16-word vocabulary checklist scored 0/1 (VCL6 'cuivocal', VCL9 'florted' and VCL12 'verdid' are not real words and were included as a validity check). The item codes are bare integers assigned by the processing script and carry no content.","2026-08-24"
"emidy2024_fevs","data_labels","canonical_instrument","Harvard Dataverse doi:10.7910/DVN/UXRFPV file FEVS2022_Clean_2-22-23.dta (Stata variable + value labels); OPM, 2022 Federal Employee Viewpoint Survey Technical Report, Appendix A (item change/numbering summary) and Appendix B (2022 survey instrument), https://www.opm.gov/fevs/reports/technical-reports/technical-report/technical-report/2022/2022-technical-report.pdf (DEIA items q71-q84 from the 2023-12-28 web.archive.org capture of that URL)","data/emidy2024_fevs.py selects item columns from FEVS2022_Clean_2-22-23.dta by Stata value-label set and sets item = the source column name, so the IRW code IS the .dta variable name (no positional or renaming step). All 93 variables carry Stata variable labels; Stata truncates those at 80 characters, so the shipped item_text is the full wording from Appendix B (the 2022 survey instrument) of OPM's 2022 FEVS Technical Report, and each of the 93 truncated .dta labels was checked to be a prefix of the report wording for the same q-number (93/93 pass, after normalising quotes/punctuation and re-attaching the grid stems). That prefix check also confirms the file is the 2022 cycle numbering rather than an adjacent year. Response options come from the .dta's own value labels, which differ by item block: 78 items use fscale (1=Strongly Disagree...5=Strongly Agree), the two negatively-worded items q12 and q34 use rscale (1=Strongly Agree...5=Strongly Disagree, i.e. already reverse-coded in this file so that 5 is favourable throughout), q52/q59 use gscale (1=Very Poor...5=Very Good), q65-q70 sscale (1=Very Dissatisfied...5=Very Satisfied), q19-q22 ascale (1=Never...5=Always). The instrument's non-substantive options (Do Not Know / No Basis to Judge / Not Applicable / no accessibility needs) are unlabelled sentinels 0 and 6 in the .dta and are dropped by the processing script, so they are deliberately absent from option_text. Items presented in the instrument's grids under a shared stem keep the grid's leading ellipsis in item_text with the stem in section_prompt. The 2022 DEIA items q71-q84 are redacted in the copy of the technical report currently served by opm.gov; their wording was taken from the 2023-12-28 Wayback Machine capture of the same PDF URL, and cross-checked against the .dta variable labels by the same 80-character prefix test.","Because the source .dta truncates its variable labels at Stata's 80-character limit, the item wording shipped here is OPM's own published 2022 FEVS instrument text rather than the data file's labels; the labels were used only to confirm the code-to-item tie.","2026-08-24"
"ftna_kasper_2022","data_labels","study_materials","Brandt, Kasper (2022) 'When Private Beats Public: A Flexible Value-Added Model with Tanzanian School Switchers', Economic Development and Cultural Change 72(1):159-206, doi:10.1086/718893; replication data doi:10.7910/DVN/UMNYYR (data_ftna_publication.dta column names; edcc_code/taba7_taba8.do and edcc_code/tab2_fig1_figa1_taba1.do for the grade coding)","Administrative exam records, not an administered instrument: item codes are the deposited Stata column names of data_ftna_publication.dta (Harvard Dataverse doi:10.7910/DVN/UMNYYR) with the exam suffix stripped by data/ftna_kasper_2022.r (math_ftna_num -> math_num), so item text is the subject name, not question wording, and instructions/section_prompt are legitimately blank because none were ever published. Two subject names were expanded from the terse deposited column name to the NECTA subject title: math -> 'Mathematics' and society -> 'Social studies' (Maarifa ya Jamii, the PSLE social-studies paper); the other nine are the column name capitalised. option_text is the letter grade awarded, taken from the study's own code: edcc_code/taba7_taba8.do recodes _num 0/1/2/3/4 to NECTA points 5/15.5/25.5/35.5/45.5 and bands those to E/D/C/B/A, and edcc_code/tab2_fig1_figa1_taba1.do relabels the same variables' value groups 'E','D','C','B','A' in ascending order -- two independent statements that 0=E and 4=A. Note the author labels the lowest FTNA category 'E' as well, although NECTA's official Form Two grade set is A-D plus F; the shipped letters follow the study's own materials. validate_items.R could not be run: irw::irw_fetch() exports all 8,862,532 rows and Redivis refused with '[400 invalid_request] Cannot export more than 200GB within a 30 day period' (204GB already used this window). The equivalent set checks were run as aggregate queries against the same live table instead -- see notes.","The 'items' in this table are whole-subject examination grades (e.g. Mathematics, Kiswahili), not individual exam questions, and the three core subjects reuse one item code across both waves even though wave 0 is the primary-school PSLE and wave 1 the secondary-school FTNA.","2026-08-24"
"geography","data_labels","study_materials","slepemapy.cz Adaptive Geography Practice Data Set (Papousek, Pelanek & Stanislav, J. Learning Analytics 3(2):317-321, doi:10.18608/jla.2016.32.17); https://www.fi.muni.cz/adaptivelearning/data/slepemapy/ 2015-05-21.zip -> place.csv, place_type.csv, README.md; ODbL","item = place_asked verbatim from answer.csv (data/geography.R sets df$item <- x$place_asked), and item_text = place.csv 'name' for that id, so code and text are tied by the archive's own lookup table with no inference. Type parenthetical taken from place_type.csv. Corroborated without a live fetch: the 1458 distinct place_asked values in the raw 702MB answer.csv are exactly the 1458 live item codes, and the 8 places in place.csv never asked are World and the six continents (which serve as place_map containers, not questions) plus the Yangtze.","Each item is a place on an outline map, not a questionnaire item: item_text is the place name from the source archive's place.csv with its place type appended in parentheses (an annotation, added because 46 place names are shared by two different places), and the task showed no fixed answer options, so option_text describes the 0/1 correctness score rather than transcribing anything the learner read.","2026-08-24"
"machivallianism_test_main","data_labels","study_materials","openpsychometrics.org raw-data release MACH_data.zip (MACH_data/codebook.txt + data.csv), collected July 2017 - March 2019; instrument: Christie, R. & Geis, F. (1970) Studies in Machiavellianism. NY: Academic Press","The codebook distributed with the data keys ""Q1""..""Q20"" to the verbatim statement text as a JSON block; data/machivallianism_test.R selects the source columns matching ^Q.*A$ by name and strips the trailing 'A', so the IRW item code IS the source column name minus one character (number-preserving, non-positional - there is no mapping step to get wrong). All 20 statements transcribed literally from the codebook, no normalisation. Anchors are the codebook's own five-point scale; its ""1=Sisagree"" is an obvious typo for ""Disagree"" and was corrected - that is the only deviation from the source string. Scale points 2/3/4/5 are shipped exactly as the codebook labels them, none padded with its own number. STORED DIRECTION: raw, not reverse-scored. The canonical MACH-IV reverse-keyed set {3,4,6,7,9,10,11,14,16,17} correlates negatively with the high-Mach set {1,2,5,8,12,13,15,18,19,20} in the released data.csv (mean r within high-Mach block +0.31, within reverse block +0.31, across blocks -0.25; e.g. Q12 x Q4 = -0.36, Q6 x Q7 = +0.57 over n=73,486). So agreement anchors apply as administered and no reversal is baked in.","","2026-08-24"
"riasec","reconstructed","study_materials","openpsychometrics.org/_rawdata/RIASEC_data12Dec2018.zip (codebook.txt); RIASEC instructions and 5 anchors from https://openpsychometrics.org/tests/RIASEC/","Item codes are bare integers invented by data/riasec.R (row_number() over unique(item) after pivot_longer), i.e. the position of each surviving raw column. Reconstructed by re-running that script over the raw file rather than inferring: positions 1-48 = R1..C8, 49-58 = TIPI1..TIPI10, 59-74 = VCL1..VCL16, and the reproduced per-column n and mean match the live per-item n and mean for all 74 items (n exact, mean to <5e-7). Item text is codebook.txt verbatim. Anchors: TIPI 1-7 and the vocabulary 0/1 = unchecked/checked come from codebook.txt; the RIASEC 1-5 anchors shipped here ('dislike' / 'slightly dislike' / 'neither like not dislike' / 'slightly enjoy' / 'enjoy', typo in the source) and the section_prompt for items 1-48 come from the live test page, because codebook.txt names only three of the five ('1=Dislike, 3=Neutral, 5=Enjoy'). correct_response is blank throughout; note that vocabulary items 64, 67 and 70 (VCL6 'cuivocal', VCL9 'florted', VCL12 'verdid') are deliberate non-words the codebook offers as a validity check, not real vocabulary.","Only items 1-48 of this table are the RIASEC interest inventory the table is named for; items 49-58 are the Ten Item Personality Inventory and items 59-74 a 16-word vocabulary check-list administered in the same session, and the three use different response scales (1-5, 1-7, 0/1).","2026-08-24"
