"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC1","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I may control the performance of eco-friendly activities in the workplace",NA,NA,"very strongly disagree",NA,1
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC1","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I may control the performance of eco-friendly activities in the workplace",NA,NA,NA,NA,2
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC1","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I may control the performance of eco-friendly activities in the workplace",NA,NA,NA,NA,3
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC1","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I may control the performance of eco-friendly activities in the workplace",NA,NA,NA,NA,4
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC1","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I may control the performance of eco-friendly activities in the workplace",NA,NA,"very strongly agree",NA,5
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC2","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I support environmental practice in the workplace",NA,NA,"very strongly disagree",NA,1
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC2","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I support environmental practice in the workplace",NA,NA,NA,NA,2
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC2","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I support environmental practice in the workplace",NA,NA,NA,NA,3
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC2","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I support environmental practice in the workplace",NA,NA,NA,NA,4
"thanh_2025_perceived_control","thanh_2025_perceived_control_1","PBC2","Perceived Behavioral Control scale (Thanh & Cong, 2025; adapted from Swaim et al.)","Vietnamese",NA,NA,NA,NA,"I support environmental practice in the workplace",NA,NA,"very strongly agree",NA,5
