"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC1","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about global warming",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC1","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about global warming",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC1","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about global warming",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC1","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about global warming",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC1","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about global warming",NA,"very strongly agree",5
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC2","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about natural resource depletion",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC2","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about natural resource depletion",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC2","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about natural resource depletion",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC2","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about natural resource depletion",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC2","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about natural resource depletion",NA,"very strongly agree",5
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC3","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about water pollution",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC3","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about water pollution",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC3","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about water pollution",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC3","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about water pollution",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC3","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about water pollution",NA,"very strongly agree",5
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC4","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about wastewater",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC4","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about wastewater",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC4","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about wastewater",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC4","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about wastewater",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC4","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about wastewater",NA,"very strongly agree",5
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC5","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I am concerned about storms and floods",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC5","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I am concerned about storms and floods",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC5","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I am concerned about storms and floods",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC5","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I am concerned about storms and floods",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC5","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I am concerned about storms and floods",NA,"very strongly agree",5
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC6","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about the greenhouse effect",NA,"very strongly disagree",1
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC6","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about the greenhouse effect",NA,NA,2
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC6","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about the greenhouse effect",NA,NA,3
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC6","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about the greenhouse effect",NA,NA,4
"thanh_2025_environ_concern","thanh_2025_environ_concern_1","EC6","Environmental Concern scale (based on Urban and Scasny)","Vietnamese",NA,NA,"I worry about the greenhouse effect",NA,"very strongly agree",5
