"table","section_id","item","instrument","language","instructions","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"opladen2025_wi","opladen2025_wi_1","WI_1","Whiteley Index (WI-14)","German",NA,NA,"Machen Sie sich oft Sorgen, möglicherweise eine ernsthafte Krankheit zu haben?","worries about serious illness",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_1","Whiteley Index (WI-14)","German",NA,NA,"Machen Sie sich oft Sorgen, möglicherweise eine ernsthafte Krankheit zu haben?","worries about serious illness",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_2","Whiteley Index (WI-14)","German",NA,NA,"Werden Sie durch eine Vielzahl von Schmerzen geplagt?","suffering from pain",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_2","Whiteley Index (WI-14)","German",NA,NA,"Werden Sie durch eine Vielzahl von Schmerzen geplagt?","suffering from pain",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_3","Whiteley Index (WI-14)","German",NA,NA,"Sind Sie sich oftmals der verschiedenen Vorgänge bewusst, die in Ihrem Körper vor sich gehen?","awareness body processes",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_3","Whiteley Index (WI-14)","German",NA,NA,"Sind Sie sich oftmals der verschiedenen Vorgänge bewusst, die in Ihrem Körper vor sich gehen?","awareness body processes",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_4","Whiteley Index (WI-14)","German",NA,NA,"Machen Sie sich viele Sorgen über Ihre Gesundheit?","worries about health",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_4","Whiteley Index (WI-14)","German",NA,NA,"Machen Sie sich viele Sorgen über Ihre Gesundheit?","worries about health",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_5","Whiteley Index (WI-14)","German",NA,NA,"Haben Sie oftmals die Symptome einer sehr ernsthaften Krankheit?","symptoms of a serious illness",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_5","Whiteley Index (WI-14)","German",NA,NA,"Haben Sie oftmals die Symptome einer sehr ernsthaften Krankheit?","symptoms of a serious illness",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_6","Whiteley Index (WI-14)","German",NA,NA,"Wenn Sie auf eine Krankheit aufmerksam gemacht werden (durch Radio, Fernsehen, Zeitung oder einen Bekannten), machen Sie sich dann Sorgen, dass Sie diese Krankheit auch bekommen könnten?","worries about getting sick",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_6","Whiteley Index (WI-14)","German",NA,NA,"Wenn Sie auf eine Krankheit aufmerksam gemacht werden (durch Radio, Fernsehen, Zeitung oder einen Bekannten), machen Sie sich dann Sorgen, dass Sie diese Krankheit auch bekommen könnten?","worries about getting sick",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_7","Whiteley Index (WI-14)","German",NA,NA,"Wenn Sie sich krank fühlen und jemand sagt Ihnen, dass Sie bereits wieder besser aussehen - ärgert Sie das?","anger when another person says that you look better again",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_7","Whiteley Index (WI-14)","German",NA,NA,"Wenn Sie sich krank fühlen und jemand sagt Ihnen, dass Sie bereits wieder besser aussehen - ärgert Sie das?","anger when another person says that you look better again",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_8","Whiteley Index (WI-14)","German",NA,NA,"Finden Sie, dass Sie von einer Vielzahl unterschiedlicher Symptome geplagt werden?","suffering from a variety of different symptoms",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_8","Whiteley Index (WI-14)","German",NA,NA,"Finden Sie, dass Sie von einer Vielzahl unterschiedlicher Symptome geplagt werden?","suffering from a variety of different symptoms",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_9","Whiteley Index (WI-14)","German",NA,NA,"Ist es schwer für Sie, einmal nicht an sich zu denken, sondern an alle möglichen anderen Dinge?","difficulties not thinking about yourself",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_9","Whiteley Index (WI-14)","German",NA,NA,"Ist es schwer für Sie, einmal nicht an sich zu denken, sondern an alle möglichen anderen Dinge?","difficulties not thinking about yourself",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_10","Whiteley Index (WI-14)","German",NA,NA,"Können Sie dem Arzt nur schwer glauben, wenn er Ihnen sagt, dass kein Grund zur Besorgnis besteht?","doubts about doctor's statements",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_10","Whiteley Index (WI-14)","German",NA,NA,"Können Sie dem Arzt nur schwer glauben, wenn er Ihnen sagt, dass kein Grund zur Besorgnis besteht?","doubts about doctor's statements",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_11","Whiteley Index (WI-14)","German",NA,NA,"Bekommen Sie das Gefühl, dass die Leute Ihre Krankheit nicht ernst nehmen?","feeling that the disease is not taken seriously",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_11","Whiteley Index (WI-14)","German",NA,NA,"Bekommen Sie das Gefühl, dass die Leute Ihre Krankheit nicht ernst nehmen?","feeling that the disease is not taken seriously",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_12","Whiteley Index (WI-14)","German",NA,NA,"Denken Sie, dass Sie sich mehr Sorgen über Ihre Gesundheit machen als die meisten anderen Leute?","more worried about health than others",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_12","Whiteley Index (WI-14)","German",NA,NA,"Denken Sie, dass Sie sich mehr Sorgen über Ihre Gesundheit machen als die meisten anderen Leute?","more worried about health than others",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_13","Whiteley Index (WI-14)","German",NA,NA,"Denken Sie, dass mit Ihrem Körper ernsthaft etwas nicht in Ordnung ist?","conviction that something is wrong with your body",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_13","Whiteley Index (WI-14)","German",NA,NA,"Denken Sie, dass mit Ihrem Körper ernsthaft etwas nicht in Ordnung ist?","conviction that something is wrong with your body",NA,"Nein","No",2
"opladen2025_wi","opladen2025_wi_1","WI_14","Whiteley Index (WI-14)","German",NA,NA,"Haben Sie Angst, krank zu werden?","fear of getting sick",NA,"Ja","Yes",1
"opladen2025_wi","opladen2025_wi_1","WI_14","Whiteley Index (WI-14)","German",NA,NA,"Haben Sie Angst, krank zu werden?","fear of getting sick",NA,"Nein","No",2
