"table","section_id","item","instrument","language","instructions","instructions_translated","section_prompt","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp"
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_1","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Mariano Rajoy","Mariano Rajoy",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_2","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Alfredo Pérez Rubalcaba","Alfredo Pérez Rubalcaba",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_3","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Josep Antoni Durán i Lleida","Josep Antoni Durán i Lleida",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Cayo Lara","Cayo Lara",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Cayo Lara","Cayo Lara",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Cayo Lara","Cayo Lara",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_4","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Cayo Lara","Cayo Lara",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_5","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Joan Coscubiela","Joan Coscubiela",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_6","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Chesús Yuste","Chesús Yuste",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Rosa Díez","Rosa Díez",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Rosa Díez","Rosa Díez",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Rosa Díez","Rosa Díez",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_7","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Rosa Díez","Rosa Díez",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Con pocas de las cosas que dijo","With few of the things he/she said",3
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_8","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Aitor Esteban","Aitor Esteban",NA,"Con nada o casi nada de lo que dijo","With nothing or almost nothing of what he/she said",4
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Con la mayoría de las cosas que dijo","With most of the things he/she said",1
"spain_2014_debate_agreement","spain_2014_debate_agreement_1","p13a_9","CIS Estudio 3016, Debate sobre el estado de la nación (XXIV) (febrero 2014), P.13a: acuerdo con lo que dijo cada líder político en el Debate","Spanish","Y, en relación con lo que dijo cada líder político, ¿podría decirme si está Ud. de acuerdo…?","And, regarding what each political leader said, could you tell me whether you agree…?",NA,"Xabier Mikel Errekondo","Xabier Mikel Errekondo",NA,"Con bastantes de las cosas que dijo","With quite a few of the things he/she said",2
