"table","mapping_basis","text_source","source_ref","note","public_note","uploaded"
"busch_2023_stigma","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0287795; S2 Appendix de-identified data (.s007 CSV) column headers + paired raw text columns; S1 Appendix survey questions (.s006 DOCX)","data/busch_2023_stigma.py melts the source CSV's binary columns by name, so the IRW item code IS the source column name (no positional step). Each binary column was cross-tabulated against its paired free-text column in the same CSV, which pins the 0/1 direction exactly with zero off-diagonal cells (e.g. disability2=1 <-> 'Having a disability' n=108, 0 <-> 'Not having a disability' n=1789). lgbq has no paired text column. Item stems and option wording transcribed verbatim from the S1 Appendix questionnaire; collapsed 0 levels join the source options with '; '.","Despite the table name, these eight items record whether the faculty respondent personally holds each concealable stigmatized identity; the survey's separate perceived-stigma ratings are not included in this table.","2026-08-18"
"butt_2022_actual_usage","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0269609; S1 File (.s003 SAV) SPSS variable + value labels; S1 Appendix questionnaire (.s001 DOCX)","data/butt_2022_online_learning.py selects AU1/AU2 by name from the .sav, so the IRW code IS the source column name. Both variable labels and both sets of value labels are populated in the .sav and match the S1 Appendix questionnaire word for word; only a leading space in the AU2 label was stripped.","","2026-08-18"
"butt_2022_cognitive_absorption","paper_order","study_materials","PLOS ONE 10.1371/journal.pone.0269609; S1 Appendix questionnaire (.s001 DOCX) items 29-34; S1 File (.s003 SAV) value labels","data/butt_2022_online_learning.py selects CA1/CA2/CA4/CA6 by name, so the code IS the source column name; but the .sav supplies no variable labels for the CA block, so item wording comes from the questionnaire, which lists the six Cognitive Absorption items in presentation order without codes. Position-to-code alignment inferred from that order and verified against the sibling constructs (see verification row). option_text is the .sav's own value labels, identical to the questionnaire's 1-7 anchor row.","Cognitive Absorption item wording is aligned by questionnaire presentation order (the data file labels no CA column); items 3 and 5 of the published six-item scale were not collected.","2026-08-18"
"butt_2022_institutional_factors","paper_order","study_materials","PLOS ONE 10.1371/journal.pone.0269609 S1 Appendix (Appendix A questionnaire, .s001); S1 File .sav (.s003)","IF columns carry no SPSS variable labels (US/TTF/PI/AU do); text taken from the S1 Appendix Institutional Factors block by position, i.e. IFn = nth item of that block. Convention verified against the sibling constructs' labels (see verification_group2.csv). One transcription correction: appendix IF12 prints ""students 'questions"", shipped as ""students' questions"".","","2026-08-18"
"butt_2022_task_tech_fit","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0269609 S1 File .sav (.s003) variable labels; corroborated by S1 Appendix","TTF1-TTF3 variable labels are the full item text and match the S1 Appendix Task Technology Fit block verbatim. Value labels (1=Strongly Disagree .. 7=Strongly Agree) agree with the appendix response key and with the paper text.","","2026-08-18"
"butt_2022_user_satisfaction","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0269609 S1 File .sav (.s003) variable labels; corroborated by S1 Appendix","US1-US3 variable labels are the full item text and match the S1 Appendix User Satisfaction block verbatim. Value labels agree with the appendix response key.","","2026-08-18"
"buzgova_2023_rses","reconstructed","translated_substitute","PLOS ONE 10.1371/journal.pone.0283772 (Buzgova et al. 2023) S1 File .sav (cached .cache/buzgova_2023/s001.sav; no variable or value labels); item wording from Rosenberg M. (1965) Society and the Adolescent Self-Image, canonical English RSES","One source .sav serves all five buzgova_2023_* tables in this batch (QoL, RSES, SOC, LSITA, GDS, GAI blocks in one file); it carries no labels of any kind, so no data_labels route exists for any of them. Item codes are the verbatim source column names (RSES1..RSES10), so there is no positional risk in the processing script -- the inference is entirely 'does RSES<n> mean Rosenberg item n'. Text is the English original; administration was Czech and no Czech wording is reproduced anywhere in the paper or data. Live data are already reverse-scored, so anchors are flipped for items 2,5,6,8,9 (documented in notes_group4.csv).","Item text is the canonical English Rosenberg Self-Esteem Scale wording; the study administered a Czech translation whose wording is not reproduced in the paper or the data file, and the data file carries no labels tying its RSES1-RSES10 codes to specific items, so the item order is assumed to follow Rosenberg's published numbering and could not be independently confirmed. Responses are stored already reverse-scored (higher = higher self-esteem), so the response anchors shown for the five negatively worded items run in the opposite direction to the printed scale.","2026-08-18"
"buzgova_2023_soc","reconstructed","translated_substitute","PLOS ONE 10.1371/journal.pone.0283772 S1 File .sav (same file, no labels); item wording and anchors transcribed from the published Orientation to Life Questionnaire (SOC-29) form, items 4,5,6,8,9,12,16,19,21,25,26,28,29 = SOC-13 items 1-13","Same file and same caveats as buzgova_2023_rses. Unlike RSES, the soc1..soc13 = SOC-13 1..13 mapping WAS confirmed against the data (best-separating reverse-item subset out of all 1287 possible, plus a per-item mean profile matching an independent Czech SOC-13 sample at r = 0.87) -- see verification_group4.csv. Anchors transcribed verbatim from the OLQ form, including its UK spelling 'behaviour' and its rendering 'You over- or underestimated its importance'; the middle five scale points carry no labels on the instrument and are left blank. instructions left blank: the only instruction text available is the SOC-29 form's, which refers to 29 questions and was not administered here.","Item text is the canonical English SOC-13 (Antonovsky Orientation to Life Questionnaire) wording; the study administered a Czech translation whose wording is not reproduced in the paper or the data file. Responses are stored already reverse-scored (higher = stronger sense of coherence), so the anchors shown for items 1, 2, 3, 7 and 10 run in the opposite direction to the printed scale. Only the two extreme scale points are labelled on the instrument; points 2-6 are intentionally blank.","2026-08-18"
"cacciatore_2021_crisis_care_satisfaction","data_labels","study_materials","PLOS ONE 10.1371/journal.pone.0252324 (Cacciatore et al. 2021) S1 Data .xlsx question-text header row + S1 Questionnaire .docx (Qualtrics export, Q24 matrix)","Item text is the Qualtrics matrix row label verbatim ('Nursing staff', 'Physicians', ...); the shared stem is in instructions. option_text is the verbatim label string stored in the raw data. resp<->option mapping verified exactly (all 45 item x level counts identical between raw labels and live integers).","These are not items of a published scale but rows of a study-specific Qualtrics matrix question: the shared stem is in instructions and each item_text is the support-provider category being rated. Respondents who selected 'N/A' for a category have no row in the data.","2026-08-18"
"buzgova_2023_gai","paper_order","canonical_instrument","Pachana NA et al. (2007) Development and validation of the Geriatric Anxiety Inventory. Int Psychogeriatr 19(1):103-114, Table 2; item numbering cross-checked against Table 2 of the GAI-P Iranian validation (PMC6624870). Data: PLOS 10.1371/journal.pone.0283772.s001 (.sav, unlabelled).","Source .sav (PLOS 10.1371/journal.pone.0283772.s001) carries NO variable labels and NO value labels for any column, so the strongest source level was unavailable; verified by dumping column_names_to_labels, value_labels and variable_to_label (all empty). data/buzgova_2023_elder_battery.py takes item codes verbatim from the source column names gai1-gai20 (SCALES dict), so the code derivation is 'code IS the source column name' -- not positional, nothing to diff. The PLOS paper names the GAI (Pachana et al. 2007) but reproduces no items. Item text is the canonical English GAI wording from Pachana et al. 2007 Table 2 (item-total correlations table, which lists all 20 final items); that table's order was confirmed to be the final 1-20 numbering independently by Table 2 of the Iranian GAI-P validation (PMC6624870), which prints item numbers 1-20 against the same English texts -- both agree item by item. Only deviation from literal transcription: the typographic apostrophe in item 9 was rendered as an ASCII apostrophe (""can't""). Response coding: the source stores 0/1 with no value labels; all 20 corrected item-rest correlations are positive (+0.39 to +0.70) and item means are low (0.11-0.34) in a healthy community sample, which is only consistent with 1 = Agree (the anxious response) and 0 = Disagree, matching the GAI's 0-20 total where higher = more anxiety. Reverse-coding checked as a property of THIS table, not assumed from the instrument: the GAI keys all 20 items in the anxious direction and every item-rest correlation here is positive, so nothing is stored reverse-scored. Instructions left blank: neither the PLOS paper nor Pachana et al. 2007 reproduces the administration instructions, and inventing them was rejected. Every item uses both 0 and 1 in the live data (checked per item), so both option rows are needed for all 20. Row counts are uniform (970-977 per item).","Items were administered in Czech; no published Czech GAI wording could be located (the study's SPSS file has no labels and the Czech normative study does not reproduce the items), so the canonical English GAI wording is shown here and the response anchors are rendered in English.","2026-08-18"
