"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,0,"not at all relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,1,"not very relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,2,"slightly relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,3,"somewhat relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,4,"very relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_EMOTIONALLY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone suffered emotionally",NA,5,"extremely relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,0,"not at all relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,1,"not very relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,2,"slightly relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,3,"somewhat relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,4,"very relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_TREATED","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not some people were treated differently than others",NA,5,"extremely relevant"
"niazi_2020_mfq_stereotype","niazi_2020_mfq_stereotype_1","STP_LOVECOUNTRY","Moral Foundations Questionnaire (MFQ30), stereotype administration (rated as a typical member of the opposite gender would respond)",NA,NA,"Whether or not someone’s action showed love for his or her country",NA,0,"not at all relevant"
