table,batch,mapping_basis,uploaded,route,status,evidence
de_vries_2022_bat_burnout_core,batch_026,paper_order,,subscale totals (route 3) + semantic coherence (route 8),PARTIAL,"Route 3 (subscale totals) + route 8 (semantic coherence). The study's .sav (PLOS s007) holds four PRE-COMPUTED subscale scores absent from the IRW table and named with the Dutch subscale headings: BATuitputting, BATmentaal, BATcognitief, BATemo. Row-mean of the live IRW items assigned to each block reproduces its own stored score with max|diff| = 0.0000 over all 434 ids, and misses every rival score by max|diff| >= 2.000 (uit vs men 2.000, uit vs cog 2.825, uit vs emo 2.350, men vs cog 2.400, men vs emo 2.400, cog vs emo 2.000). Route 8: BAT Test Manual v2.0 (Dutch sample N=1,500) states exhaustion and cognitive-impairment items are modal at 2 while mental-distance and emotional-impairment items are modal at 1; observed mean %-at-1 is 21.3 for the first pair vs 44.6 for the second, and 12 of 13 exhaustion+cognitive items are modal at 2 (batuit08 modal at 3). WHAT THIS DOES NOT ESTABLISH: the order of items WITHIN each subscale -- no source keys an individual BAT item number to any statistic, so batuit01..08 (and each 5-item block) rest on the questionnaire's presentation order, corroborated only by content plausibility of the means (e.g. batemoo03 = the irritability item is the most endorsed emotional item, M=2.52). Hence PARTIAL."
de_vries_2022_bat_secondary,batch_026,paper_order,,subscale block structure (route 5) + marker item (route 7) + semantic coherence (route 8),PARTIAL,"Block structure: 8/10 items correlate more with their own prefix block than with the other (batspan mean own r 0.37-0.49 vs other 0.26-0.34, all five correct; batsoma01_1 own 0.24 vs other 0.34 and batsoma02_1 own 0.27 vs other 0.30 are the two misses, consistent with the BAT manual's own finding that the psychosomatic factor is the weaker of the two). Marker items: within the psychological-distress block the anxiety/panic item batspan04_1 is the least endorsed (mean 1.49, 64.5% at 'Nooit') and the worry item batspan02_1 the most (2.77, 10.6% floor); within the psychosomatic block the palpitations/chest-pain item batsoma01_1 is the least endorsed (1.49, 64.1% floor) and the neck/shoulder/back muscle-pain item batsoma04_1 the most (2.72), with headaches 2.26 > often-sick 1.76 ~ stomach 1.78 -- the prevalence ordering a working sample must show. This does NOT distinguish the three middle psychological-distress items from one another: batspan01_1 2.36, batspan05_1 2.37, batspan03_1 2.38 lie within 0.02, no per-item statistics are published for this sample or in the BAT manual, so a permutation among sleep/tense/noise would be undetectable; nor does it order stomach vs often-sick (1.78 vs 1.76). Status PARTIAL."
de_vries_2022_hexaco_meta,batch_026,unknown,,"exemption 1 (self-describing item codes), partial -- domain/facet only; no wording shipped",NO_ROUTE,"NOT_NEEDED because nothing was shipped: the table is BLOCKED on rights (hexaco.org states the HEXACO-PI-R forms may be downloaded ""only for the purpose of non-profit academic research""), so no item_text<->item and no option_text<->resp mapping exists to verify. This row exists so the table does not read as unchecked-but-maybe-fine. What verify_de_vries_2022_hexaco_meta.R re-runs (VERDICT: PASS) is the structural claim in the note -- i.e. how far the codes alone pin the mapping and where they stop. Numbers, from irw::irw_table_sets (server-side, no export): 96 live item codes, all matching ^P[OCAXEH][a-z]{4}[1-8]$; they resolve to exactly 24 distinct (domain, facet) pairs = the 24 HEXACO facets with Altruism absent, 4 items each (24 x 4 = 96, 0 facets with any other count); every facet abbreviation sits under its correct HEXACO domain letter (aesa/inqu/crea/unco under O, sses/socb/soci/live under X, etc., 24 of 24). Within-facet indices span 1-8 with 23 of the 24 facets carrying at least one index > 4 (only PCperf is {1,2,3,4}), which is what shows the index is the 200-item HEXACO-PI-R facet numbering rather than the administered HEXACO-100's 4-per-facet numbering; the public ScoringKeys_100.pdf assigns each facet exactly 4 of items 1-100 (e.g. Flexibility 15R, 39, 63R, 87R) and so cannot resolve 4-of-8 slots. ESTABLISHED: domain and facet are self-describing (Step 5b exemption 1), so no cross-facet permutation is possible. NOT ESTABLISHED: which of a facet's 4 HEXACO-100 items each of its 4 codes denotes -- unrecoverable without the 200-item form, which hexaco.org gates behind author contact; keying polarity (route 6) would pin only the one oppositely-keyed item per facet, i.e. PARTIAL even if attempted. Nothing here is evidence about wording, since none was shipped."
de_vries_2022_hexaco_other,batch_026,unknown,,none available - no item text shipped (BLOCKED on rights); routes 1-9 individually ruled out (see evidence),NO_ROUTE,"NO_ROUTE, established rather than assumed. No item text was shipped, so there is no item_text<->item mapping and no option_text<->resp mapping to verify; this row records what was ruled out so 'couldn't check' does not read as 'checked'. Live ground truth (irw_table_sets, no export): 96 item codes, resp set {1,2,3,4,5}, per-item n flat at 943 for all 96 items (3 colleague raters x focal employees). Routes eliminated: 1 (published per-item statistics) - the paper publishes no per-item M/SD, only domain-level alphas .82-.88 and facet-level PCA loadings in TIF supplements that are labelled by facet, not by item; 2 (per-item response ranges) - all 96 items are 1-5 with 5 levels used and identical n=943, zero structural signature; 3 (published totals/subscale totals) - none published at item level; the facet composition is already given by the code itself (24 facets x 4 items) so it tests nothing about which sentence an index refers to; 4 (implied parameter) - no text to imply one; 5 (subscale blocks) - the facet assignment is carried by the code prefix, so the block test is circular here; 6 (keying polarity) - would at best split each facet's 4 items into keyed classes, and the HEXACO-PI-R reverse-keying is defined by item number in a form we cannot obtain, so there is nothing to compare a polarity split against; 7 (marker item) - no item in this pool has an unmistakable distribution; 8 (semantic coherence) - requires candidate texts, which are unobtainable; 9 (response-frequency matching) - the source .sav stores integers, not labels, so there is nothing to count against, and its 1086 variable labels are echoes of the column names (POaesa1_21 -> 'POaesa1_2-1') with zero value-label sets. What WAS established and re-runs in verify_de_vries_2022_hexaco_other.R (VERDICT: PASS): the 96 codes decompose as 24 HEXACO facets x exactly 4 items each, with the within-facet index drawn from 1-8 rather than 1-4 (index frequencies 1:12 2:13 3:14 4:12 5:8 6:13 7:10 8:14; e.g. PAflex 1,5,7,8 and POinqu 1,3,6,8), i.e. the numbering of the 8-items-per-facet HEXACO-PI-R 200-item pool, which hexaco.org releases only on request. This establishes the facet each item belongs to and that no 1-4 positional reconstruction against the published 100-item form is possible; it does NOT establish any item's wording, and no wording was shipped."
de_vries_2022_hexaco_self,batch_026,unknown,,code-derivation check (item code = source .sav column name minus rater-slot suffix) + per-item mean identity against the _1 self columns vs the _3 meta columns,NO_ROUTE,"BLOCKED on rights, nothing shipped, so there is no item_text<->item or option_text<->resp mapping in existence to verify; status NOT_NEEDED rather than NO_ROUTE because the tie is inference-free and was checked anyway. Numbers, re-run by verify_de_vries_2022_hexaco_self.R: the PLOS S1 Data .sav (s007) holds 96 columns matching ^P[OCAXEH][a-z]+[0-9]+_1$ and 96 matching _3; data/de_vries_2022_hexaco.py strips the '_1' suffix, so the live code IS the source column name -- 96 live codes vs 96 stripped source names, 0 in live but not source, 0 in source but not live. Slot identity: max |live per-item mean - _1 (self) column mean| = 0.000000 across all 96 items, against max 0.490258 / mean 0.1510 for the _3 (meta-perception) columns (e.g. PAforg1 live 3.0023 = self 3.0023, meta 3.3108; PAflex1 live 2.8157 = self 2.8157, meta 2.6867), so the table is the SELF perspective and not the sibling meta/other one. Also recorded: all 96 self columns carry 0 SPSS variable labels and 0 value labels, which is why mapping_basis could never have been data_labels and why the wording had to come from hexaco.org. What this does NOT establish: nothing about any shipped wording -- no item_text or option_text exists for this table -- and nothing about which facet-code letters correspond to which published item, since that tie was never made."
dejesus_2017_lequesne,batch_026,paper_order,,response-range fingerprint (route 2) + semantic coherence (route 8),PARTIAL,"Route 2 (live, irw_table_sets, no export): the supplement gives each item its own score range, and all 10 shipped items sit on the range predicted - Night/Morning/Walking (0,2,3 levels), Standing/Going up (0,1,2), Dist. (0,8,9), Life dificulty 1-4 (0,2,5 i.e. half-points); per-item maxima sum to 2+2+1+2+1+8+2+2+2+2=24, matching the paper's stated 0-24 range. That partitions the table into 4 range classes, pins Leq. Dist. uniquely, and within classes the codes are self-describing (Night/Morning/Walking, Standing/Going up). Route 8 for the 4 non-self-describing everyday-life items (S4 File, same n and level sets as live): the squat item is 'Life dificulty 3' as predicted - highest mean 1.613 vs 0.755/0.839/1.058 and lowest mean off-diagonal r 0.430 vs 0.573/0.609/0.575 (only non-gait movement); and 'Life dificulty 1'/'2' are the most correlated pair in the block, r=0.725 vs a 0.360-0.637 range for every other pair, as the up/down stairs pair should be. NOT ESTABLISHED: which of 'Life dificulty 1' and '2' is up-stairs vs down-stairs (same range, means 0.755 vs 0.839, differ by 0.084); that rests on the annex's listing order alone."
dejesus_2017_sf36,batch_026,paper_explicit,,range fingerprint (2) + keying polarity (6) + difficulty ordering (8),PARTIAL,"Routes 2 (response-range fingerprint) + 6 (keying polarity) + 8 (semantic/difficulty coherence); re-runnable as verify_dejesus_2017_sf36.R, VERDICT: PASS. (A) Anexo 5 of the S2 File predicts option counts 5,5,3x10,2x4,2x3,5,6,5 for questions 1,2,3.1-3.10,4.1-4.4,5.1-5.3,6,7,8; irw_table_sets(per_item=TRUE) returns exactly that item for item -- SF-36 1 min/max/levels 1/5/5, SF-36 3.* 1/3/3, SF-36 4.* and 5.* 0/1/2, SF-36 6 1/5/5, SF-36 7 1/6/6, SF-36 8 1/5/5 -- and all 22 items have n=386 in both the live table and the S4 File column of the same name. (B) Q3 is coded 3='nao dificulta de modo algum', so every worse-is-higher item must correlate negatively with the Q3 block mean, and all 12 do: SF-36 1 -0.601, 2 -0.483, 4.1 -0.491, 4.2 -0.521, 4.3 -0.598, 4.4 -0.639, 5.1 -0.479, 5.2 -0.519, 5.3 -0.512, 6 -0.579, 7 -0.448, 8 -0.585. That fixes the 0/1 coding the questionnaire does not state: for all seven yes/no items the resp=1 group's Q3 block mean (1.49, 1.61, 1.56, 1.51, 1.49, 1.59, 1.49) is below the resp=0 group's (2.17, 2.24, 2.29, 2.29, 2.16, 2.23, 2.18), so 1='Sim'. (C) The Q3 means order as the activity ladder predicts: 3.1 vigorous 1.402 lowest of ten, 3.10 bathing/dressing 2.710 highest of ten, walking >1km 1.961 < several blocks 2.008 < one block 2.453, several flights of stairs 1.754 < one flight 2.347. What this does NOT establish: nothing separates SF-36 4.2/4.3/4.4 (means 0.368/0.383/0.365, identical 0/1 range) from each other, or 5.2 (0.352) from 5.3 (0.251) beyond both differing from the 'cut down time' items 4.1 (0.236)/5.1 (0.231); those four positions rest on the printed sub-item order in Anexo 5 alone. Hence PARTIAL, not VERIFIED."
dinic_2025_shortdarktriad,batch_026,paper_explicit,,"explicit code labels in the paper (Table 3 numbering + R markers) + per-item n fingerprint against the source file, cross-checked against the .sav variable labels; keying polarity for the option direction",VERIFIED,"Per-item n from irw_table_sets() (server-side, no export) equals the per-item non-missing count computed from the OSF source file SD3-rec.sav after the do-file's mvdecode of 24/41/43, for all 27 items (sd3_1 15678/15678, sd3_6 15644/15644, sd3_21 15636/15636, ..., totals 423,001 = 423,001), and data/dinic_2025_ShortDarkTriad.do assigns the code by lowercasing the source column name plus five R-dropping renames, so every code is tied to one source column with no positional step. The paper's Table 3 prints wording against those same numbers and R markers, and the .sav's own variable labels reproduce Table 3 verbatim at 23 of the 27 numbers (2, 7, 8 and 26 carry different wording in the two sources; both sources put an item at those four positions, and the shipped text follows Table 3, which matches the published SD3). Option direction: the paper states 1 = disagree strongly to 5 = agree strongly, and the five R-suffixed items each correlate positively with the rest of their own subscale in the source file (+0.442 sd3_11, +0.250 sd3_15, +0.371 sd3_17, +0.251 sd3_20, +0.215 sd3_25) rather than negatively, confirming they are stored already recoded and that their anchors flip (resp 1 = Agree strongly)."
direkvand_2022_mjsi,batch_026,paper_explicit,,3 (published subscale statistics: per-dimension and whole-tool Cronbach alpha),PARTIAL,"Route 3 (published subscale statistics), re-runnable as verify_direkvand_2022_mjsi.R (VERDICT: PASS). The claim tested is that the code prefixes are the paper's five dimensions, which is what makes the .sav variable labels usable for the dimension half of the mapping. Cronbach alpha computed from the live table over the prefix-defined blocks vs the paper's published values (Results): communications 0.733 vs 0.73 (7 items, diff +0.003); whole tool 0.705 vs 0.71 (25 items, diff -0.005). Both reproduce to within 0.005. The other three published alphas do NOT reproduce from the deposited minimal dataset -- professional 0.580 vs 0.85, responsibility 0.161 vs 0.96 (2 items), physical-mental 0.354 vs 0.98 (4 items), social 0.464 vs 0.88 (2 items); a 2-item alpha of 0.96 requires an inter-item r of 0.92 and the live r(R1,R2) is 0.09, so those published figures are not reproducible for ANY assignment of items to those blocks and are treated as paper-side errors, not as evidence against the mapping. Supporting: every item correlates positively with the mean of its own prefix block (communications 0.46-0.79, professional 0.19-0.67, responsibility 0.52/0.91, physical-mental 0.49-0.63, social 0.80/0.82). WHAT THIS DOES NOT ESTABLISH: the ORDER of items within a dimension. No per-item statistics are published (Table 4 gives factor loadings only, and their within-block descending order does not reproduce -- observed item-block correlations rank C3>c5>C4>c7>C2>C1>c6 against Table 4's descending 0.734..0.476), so nothing distinguishes pr3 from pr4, or p1 from p2. The risk is concrete rather than theoretical: the paper's own S5 Persian questionnaire assigns different items to the professional and physical-mental blocks than its Table 4 does, and under the S5 reading the p-block means are arguably more coherent (p3=3.52 'how stressful', p4=3.74 'want to stay') than under the shipped Table 4 reading (p3=3.52 'how much leisure time', implausibly high for midwives). Table 4 was used because the codes number items within dimension exactly as Table 4 does and the .sav variable labels name the dimensions Table 4 names. Hence PARTIAL, not VERIFIED."
decamp_2022_online_discussion,batch_026,data_labels,,exemption: source file ties item code to text (data_labels),NOT_NEEDED,mapping_basis=data_labels; Step 5b exempt per SKILL.md.
