table,note
de_vries_2022_bat_burnout_core,"Clean pass with one caveat: within-subscale item order is inferred. The .sav carries no variable/value labels for any bat* column, and neither the paper nor the BAT manual publishes per-item statistics keyed to item number, so subscale membership is verified exactly (item row-means reproduce the deposit's own BATuitputting/BATmentaal/BATcognitief/BATemo scores to 0.0000) while the position of an item within its 5- or 8-item block rests on the official questionnaire's presentation order. Step 5b status PARTIAL. Also noted for the record: item wording was taken from the freely distributed official BAT questionnaire PDF (non-proprietary, free use, no NC/redistribution/fee clause); the separate BAT Test Manual PDF carries an all-rights-reserved notice covering that document, which was not used as the wording source."
de_vries_2022_bat_secondary,"Clean pass with caveats. (1) Neither the study's SPSS deposit (no variable or value labels on any bat* column) nor the paper reproduces the secondary-symptom item wording -- the paper's Methods describe only the 23 core BAT items -- so the text is the canonical BAT Nederlandse versie (work-related form) rather than study materials, and the alignment of batspan01-05/batsoma01-05 to positions 1-5 within each subscale block is inferred (mapping_basis=paper_order). (2) Step 5b status PARTIAL: block structure, marker items and prevalence ordering pin subscale membership and the extreme items, but the three middle psychological-distress items (batspan01_1 2.36, batspan05_1 2.37, batspan03_1 2.38) cannot be separated by any available route. (3) instructions and the Nooit-Altijd anchors are the canonical form's, not the study's own survey text (public_note recorded)."
de_vries_2022_hexaco_meta,"BLOCKED ON RIGHTS -- no __items.csv written. The wording this table would need is the HEXACO-PI-R, and its rights holders (Kibeom Lee & Michael C. Ashton) state a non-commercial restriction on the questionnaire forms themselves, on the only page that publishes them. hexaco.org/hexaco-inventory (""HEXACO-PI-R Materials for Researchers"", retrieved 2026-09-04): ""You can download any of these forms free of charge, but only for the purpose of non-profit academic research. (Please note that we do not allow researchers to collect data through an online survey site or an app accessible by the general public. Those online survey pages or apps must either be password-protected or not searchable through search engines.) Please contact the authors if you would like to use the inventory for non-academic purposes."" The site footer reads ""Copyright (C) 2009 Kibeom Lee, Ph.D., & Michael C. Ashton, Ph.D.""; the translations page adds ""all translations must be approved by the authors, including conversions of items from self-report to observer report formats"". That fires the itemtext_standard.md 2026-09-04 NC ruling (irw#1891) exactly as written: a quotable, rights-holder-stated non-commercial restriction on the item wording. WHY THE ECR-R SOURCE-LICENCE CARVE-OUT DOES NOT RESCUE IT: that ruling says the licence of the source IRW actually copied from governs, so an instrument author's NC statement does not narrow what a CC BY publication published. Here there is no CC BY publication of the wording to fall back on. The source paper -- de Vries A, Broks VMA, Bloemers W, Kuntze J, de Vries RE (2022) PLOS ONE 17(7):e0272095, doi:10.1371/journal.pone.0272095, CC BY 4.0 -- reproduces exactly TWO of the 96 meta-perception items as illustrations (""My colleagues think I am someone who avoids making small talk with people"" and ""My colleagues think I am someone who prefers to do whatever comes to mind, rather than stick to a plan"") and no others. Its supplements are S1 Text (data checks, DOCX), S1-S5 Table (TIF images of statistics) and S1 Data (.sav); none is a questionnaire. The .sav itself (s007, 434 x 1086) carries ZERO variable labels and ZERO value labels -- checked with pyreadstat: every one of the 98 columns ending _3 has column_names_to_labels = None and meta.variable_to_label is empty -- so there is no level-1 label source either. The only route to the 96 statements is hexaco.org's own downloads (Dutch_self100.doc for the administered Dutch, or the English master), i.e. the NC-restricted source. This is the chinvararak_2021_ecr shape (the only publication of the wording is restricted = a source-level bar), not the cucchi_2018_tas20 / ECR-R shape (an open deposit published the wording itself and the instrument-level NC is merely recorded as wording_rights=NC). SECOND, INDEPENDENT BLOCK -- the code->item mapping is gated behind author contact. The IRW item codes are the .sav column names with the rater suffix stripped (data/de_vries_2022_hexaco.py: HEXACO_ITEM_RE = ^(P[OCAXEH][a-z]+\d+)_(1|21|22|23|3)$, meta = the _3 slot), and they decompose as P + domain letter + 4-letter facet + an index: PAflex{1,5,7,8}, PAforg{1,3,7,8}, PCperf{1,2,3,4}, POaesa{1,3,4,7}, and so on -- all 24 HEXACO facets, exactly 4 items each, 96 total, Altruism excluded. The indices run 1-8, not 1-4, so they are the facet numbering of the 200-item HEXACO-PI-R, of which the administered HEXACO-100 (paper: ""we used the short version of the HEXACO-PI-R [58]"", ref 58 = Lee & Ashton 2018, Psychometric properties of the HEXACO-100) is a 4-of-8 subset. The public ScoringKeys_100.pdf gives only 4 items per facet (Flexibility = 15R, 39, 63R, 87R), so it cannot say which of the eight 200-item slots each one occupies; hexaco.org states of the 200-item form ""Please contact the authors if this form is required"" and does not publish it. Within-facet order is therefore not recoverable from any accessible source. Keying polarity (Step 5b route 6) would pin only the single oppositely-keyed item in each facet (e.g. Flexibility is 3R + 1 forward), i.e. PARTIAL at best. WHAT THE CODES DO ESTABLISH, recorded so an unblock is cheap: domain and facet are self-describing (Step 5b exemption 1), so a cross-facet permutation is impossible; only the assignment of the 4 known HEXACO-100 items within each facet is open. Administered language is Dutch (Dutch self- and observer-report HEXACO-PI-R, ref 57 = De Vries, Ashton & Lee 2009), so item_text would have been Dutch with English in the _translated columns; every meta item is the self-report statement prefixed by ""Mijn collega's vinden mij iemand die..."" / ""My colleagues think I am someone who..."", which is what distinguishes this table from its siblings de_vries_2022_hexaco_self and _other. option_text would be the 5-point 1 = helemaal mee oneens .. 5 = helemaal mee eens (""1 (strongly disagree) to 5 (strongly agree)"", paper Measurements), matching the live resp set 1-5. Live ground truth (irw_table_sets, no export): 38,235 rows, 96 items, resp {1,2,3,4,5}, per-item n 397-399. RETRY TEST: NO. A determinate verdict was reached, not an access failure -- every source needed was retrieved successfully (PLOS article HTML, the S1 Data .sav, hexaco.org materials/translations pages, ScoringKeys_100.pdf). It would flip only if (a) Lee & Ashton relicense or grant IRW permission for the HEXACO-PI-R wording, or (b) Ben rules that hexaco.org's ""non-profit academic research"" clause is not the kind of non-commercial restriction irw#1891 was about. Worth flagging either way: this rule blocks the whole HEXACO-PI-R family, including the siblings de_vries_2022_hexaco_self / _other and the queued zaehl2023_hexaco, and the already-published sv-maia2_randelovic_2021_hexaco60 / _hexaco100 shipped HEXACO-PI-R wording before the 2026-09-04 ruling existed and have never been audited against it. (dasilva_2019_hexaco24 in batch_025 is NOT affected -- it is de Vries's Brief HEXACO Inventory from a CC BY figshare deposit, a different instrument with different rights.)"
de_vries_2022_hexaco_other,"BLOCKED, no __items.csv written. The instrument is the 96-item HEXACO-PI-R administered in Dutch to up to 3 colleague informants per focal employee (rater column). No openly licensed source publishes the item wording: the CC BY 4.0 PLOS paper gives only two English example items in prose, the six supplements are data checks and TIF result tables, and S1 Data (.sav) has no item text at any level (all 1086 variable labels echo the column name; no value labels). The only publisher of the wording is hexaco.org, whose terms state 'You can download any of these forms free of charge, but only for the purpose of non-profit academic research' (HEXACO-PI-R Materials for Researchers, Copyright (c) 2009 Kibeom Lee & Michael C. Ashton) -- a stated non-commercial restriction on the material IRW would be copying, which fires the itemtext_standard.md rights rule (write no items CSV, record blocked, quote the clause). Independently, the mapping is unrecoverable without author contact: the codes are facet + index 1-8 (24 facets x 4 items, e.g. PAflex 1,5,7,8), i.e. the 200-item-pool numbering, which hexaco.org supplies only on request. RETRY TEST: NO -- an unchanged retry now would reach the same verdict. Both blocks are determinate (licence bars reuse; wording gated behind author contact). It would change only if (a) the HEXACO authors relicensed or IRW obtained explicit permission to publish the 96 items, or (b) an openly licensed publication of the Dutch HEXACO-PI-R items keyed to the 200-pool facet indices appeared."
de_vries_2022_hexaco_self,"BLOCKED on rights; no __items.csv written. Instrument = Dutch HEXACO-PI-R-100 self-report form (96 facet items, 4 per facet x 24 facets, 1-5 agreement scale). The only publication of the item wording is the rights holders' own download at hexaco.org, whose terms state: ""You can download any of these forms free of charge, but only for the purpose of non-profit academic research."" That is a quotable non-commercial restriction on the material IRW would have copied from, so itemtext_standard.md's irw#1891 rule fires. The study's own CC BY deposit carries no wording at all (PLOS S1 Data .sav: 0 variable labels, 0 value labels; article prints 2 sample items; s001-s006 are a DOCX data-check note and five TIF tables), so there is no open-licensed source to fall back on and the ECR-R source-licence exception does not apply. RETRY TEST: NO -- an unchanged retry cannot change this. It is a determinate licence verdict, not an access failure: every source was retrieved successfully. It would change only if (a) the HEXACO authors relicensed or granted IRW explicit permission, (b) a CC BY (or equivalently open, non-NC) publication reproducing the full Dutch HEXACO-PI-R-100 item list turned up, or (c) Ben ruled that an instrument-level NC clause does not bar republication when no open source exists."
deilkas_2019_patient_safety_climate,"Clean pass with two caveats. (1) Administered in Norwegian, but no Norwegian wording exists anywhere in the deposit or the paper's supplements (both .sav files and the S1 Table DOCX are entirely English), so the study's own English labels are shipped in the base fields with the _translated columns empty and text_source=translated_substitute -- the documented fallback, not the default. (2) Q34 and Q59 carry byte-identical variable labels in both deposited .sav files; the canonical SAQ item at that position differs, so Q34's shipped text is likely a copy-paste error in the deposit and is flagged in public_note rather than blanked. No Step 5b row: mapping_basis=data_labels (the item code IS the labelled source column, and resp comes from the file's own value labels), which is exempt."
dejesus_2017_lequesne,"Clean pass with caveats: (1) the study's Portuguese and English annexes of the Lequesne index disagree at three points (squat item rendered as 'pick up an object from the floor' in English; morning-stiffness anchors; the '> 1 km' band written as '1 hora' in Portuguese) - both shipped verbatim, Portuguese as the administered base; (2) Leq. Dist. resp levels 7 and 8 have blank option_text because the annex scores 0-6 by distance and adds +1/+2 for walking aids, so no single label exists; (3) Step 5b is PARTIAL - 'Leq. Life dificulty 1' (up a flight) and '... 2' (down a flight) are not separated by any data route and rest on the annex's listing order."
dejesus_2017_sf36,"Clean pass with caveats. Administered in Brazilian Portuguese; the administered wording ships in the base fields and the authors' own English (S3 File Attachment 5) in the _translated columns. Two caveats: (1) questions 4 and 5 are printed 1=Sim/2=Nao in the questionnaire but stored 0/1 in the data, so option_text follows the data (1=Sim, 0=Nao), verified against the physical-functioning block rather than assumed; (2) the table is 22 of the SF-36's 36 items -- questions 1-8 only; questions 9-11 were administered (the paper reports domain scores) but are absent from the S4 File, so no item text is shipped for them. Step 5b status PARTIAL: the range fingerprint, the keying direction and the Q3 difficulty ladder pin the block boundaries, the five standalone items, all ten Q3 items and the 0/1 direction, but nothing distinguishes SF-36 4.2/4.3/4.4 from each other (means 0.368/0.383/0.365) or 5.2 from 5.3 -- those four rest on the questionnaire's own printed sub-item order. RETRY TEST: n/a -- table written, not blocked."
derubeis_2017_arsq,"Clean pass with one caveat: the 20 ARSQ situation vignettes that each A/B item pair refers to are not published in the study's only supporting file (S1 File, the .sav) or in the paper, so section_prompt is blank and item_text carries only the two sub-item questions. Scale points 2-5 carry no labels in the source and are shipped blank. English _translated text is a project translation (machine_translation), so it owes an issues-page entry at upload."
dinic_2025_shortdarktriad,"Clean pass with two caveats. (1) The study's two sources disagree on the wording of 4 of 27 items: the paper's Table 3 (shipped) prints the canonical SD3 items at 2, 7, 8 and 26, while the deposited SD3-rec.sav variable labels quote different statements there ('Generally speaking, people won't work hard unless they have to.', '...because they don't need to know.', 'benefit you, not others.', 'I like to pick on losers.'); the remaining 23 labels match Table 3 verbatim. (2) The table pools 14 samples in 12 languages, so the shipped English is the master wording, not what most respondents read; language and the _translated columns are omitted per the ecps_sahm_2024 precedent (irw#1831). Also recorded: sd3_11/15/17/20/25 are stored already reverse-recoded, so their option anchors are shipped flipped relative to the other 22 items -- an irw-validate resp_ambiguous style flag on two directions in one table would be expected and correct here."
