table,mapping_basis,text_source,source_ref,note,public_note,uploaded,translation_source
de_vries_2022_bat_burnout_core,paper_order,canonical_instrument,https://burnoutassessmenttool.be/wp-content/uploads/2021/12/BAT-Nederlands.pdf ; https://burnoutassessmenttool.be/wp-content/uploads/2020/08/BAT-English.pdf ; paper DOI 10.1371/journal.pone.0272095 (S1 Data .s007),"Item wording transcribed verbatim from the official Dutch work-related BAT questionnaire (BAT-Nederlands.pdf, burnoutassessmenttool.be/handleiding_vragenlijst_nl), core-symptom block, items 1-23; English _translated columns are the authors' own parallel English form (BAT-English.pdf, work-related version), i.e. translation_source=official_instrument_english. The paper states the validated Dutch work-related BAT was administered and prints only 2 example items; the PLOS S1 Data .sav (s007) carries NO variable or value labels for any bat* column (0 of 33 labelled, 0 value-label sets), so data_labels was unavailable. IRW item codes ARE the .sav column names (data/de_vries_2022_hexaco.py melts them unrenamed), so there is no positional step; the code prefix names the Dutch subscale (uit=Uitputting, men=Mentale distantie, cog=Cognitieve ontregeling, emoo=Emotionele ontregeling) and the 2-digit suffix is read as the questionnaire's within-subscale presentation order. Rights checked before transcription: burnoutassessmenttool.be states 'The BAT is non-proprietary and may be used free of charge without requesting permission from the authors ... the instrument should not be modified, and the following publication should be cited' -- no non-commercial clause, no redistribution bar, no fee, so the SKILL's rights rules do not fire. The separate BAT Test Manual PDF carries a conventional all-rights-reserved notice on 'this publication'; wording here was taken from the freely distributed questionnaire PDF, not from the manual. Asterisks marking BAT-12 short-version items were stripped from item_text; the source's typographic quotes were kept verbatim (e.g. 'Als ik ‘s morgens opsta', '‘niet goed bij ben’').",,,
de_vries_2022_bat_secondary,paper_order,canonical_instrument,"Burnout Assessment Tool, official Nederlandse versie questionnaire (burnoutassessmenttool.be/wp-content/uploads/2021/12/BAT-Nederlands.pdf, work-related form, secondary-symptoms block items 1-10), corroborated by Handleiding BAT versie 2.0 (Dutch test manual, questionnaire appendix) and the official BAT English version (BAT-English.pdf) for the _translated columns; source study PLOS ONE 10.1371/journal.pone.0272095 S1 Data (.s007 SPSS) and data/de_vries_2022_hexaco.py","Item codes batspan01_1..batspan05_1 / batsoma01_1..batsoma05_1 are the source .sav column names verbatim (the processing script melts them unchanged), so there is no positional step. The .sav itself carries NO variable labels and NO value labels for any bat* column (checked all 1086 columns: 346 are labelled, none of them bat*), and the de Vries et al. paper describes only the 23 core BAT items and reproduces no wording, so level-1 and level-2 sources are both unavailable and the words come from the canonical BAT form. The alignment is inferred: the prefix names the subscale (span = psychische spanningsklachten, soma = psychosomatische klachten) and 01-05 is taken as position within that subscale block on the official form, hence paper_order rather than paper_explicit. Administered wording is the Dutch work-related form (item 8 reads 'Ik heb last van hoofdpijn'; the general-population form reads 'spanningshoofdpijn' and is not used). instructions and the 1-5 anchors Nooit/Zelden/Soms/Vaak/Altijd are the canonical form's, not transcribed from the study's own online survey; the paper independently confirms the 1 (never) - 5 (always) scale. English in the _translated columns is the publisher's own English BAT form, not a translation made here. Rights checked before transcribing: the rights holder's own page states 'The BAT is non-proprietary and may be used free of charge without requesting permission from the authors', with the only stated restrictions being that the instrument not be modified and that Schaufeli, Desart & De Witte (2020) be cited -- no non-commercial clause, no fee, and no redistribution bar on the instrument. The BAT manuals carry an all-rights-reserved notice on the manual publication; the shipped wording was taken from the freely distributed questionnaire form, not from the manual.",The BAT instructions and 1-5 response anchors shipped here are the canonical Dutch BAT form's; the study administered the scale inside a larger online survey and never published its own framing text.,,official_instrument_english
de_vries_2022_hexaco_meta,unknown,unknown,"de Vries A, Broks VMA, Bloemers W, Kuntze J, de Vries RE (2022) PLOS ONE 17(7):e0272095, doi:10.1371/journal.pone.0272095 (article CC BY 4.0; S1 Data = SPSS .sav, .s007); data/de_vries_2022_hexaco.py; instrument = HEXACO-PI-R 100-item short form minus Altruism (Lee & Ashton 2018, Assessment 25:543-556), Dutch version (De Vries, Ashton & Lee 2009, Gedrag & Organisatie 22:232-274); wording published only at hexaco.org/hexaco-inventory (Dutch_self100.doc / master forms), which states non-profit-academic-research-only terms","BLOCKED, no CSV written -- rights, under the itemtext_standard.md 2026-09-04 ruling (irw#1891) that a rights-holder-stated non-commercial restriction on the wording bars shipping it. Quoted clause, hexaco.org/hexaco-inventory: ""You can download any of these forms free of charge, but only for the purpose of non-profit academic research. (Please note that we do not allow researchers to collect data through an online survey site or an app accessible by the general public. Those online survey pages or apps must either be password-protected or not searchable through search engines.) Please contact the authors if you would like to use the inventory for non-academic purposes."" No CC BY source publishes the 96 items: the PLOS CC BY article prints only 2 illustrative meta-perception items, its supplements are data checks / TIF statistics tables / the .sav, and the .sav carries no variable labels and no value labels (verified with pyreadstat). mapping_basis and text_source are ""unknown"" because nothing shipped. Separately, the within-facet mapping is itself gated behind author contact: item codes carry the 200-item HEXACO-PI-R facet index (PAflex1/5/7/8), and hexaco.org does not publish the 200-item form (""Please contact the authors if this form is required""), while ScoringKeys_100.pdf lists only 4 items per facet. See notes_de_vries_2022_hexaco_meta.csv. RETRY TEST: NO.",,,
de_vries_2022_hexaco_other,unknown,unknown,"PLOS ONE 10.1371/journal.pone.0272095 (CC BY 4.0) main text, S1 Text (s001, DOCX) and S1 Data (s007, SPSS .sav); hexaco.org/hexaco-inventory (HEXACO-PI-R Materials for Researchers, Lee & Ashton, Copyright (c) 2009)","BLOCKED, no item text shipped. Two independent determinate blocks. (1) RIGHTS: the instrument is the 96-item HEXACO-PI-R (100-item version), and no openly licensed source publishes its wording -- the CC BY 4.0 paper reproduces only two English example items in prose, its six supplements are data checks/TIF result tables, and the S1 Data .sav carries no item text at either level (1086 variables, every variable label is an echo of the column name, e.g. POaesa1_21 -> 'POaesa1_2-1'; zero value-label sets). The only publisher of the wording is the rights holder's own site, whose terms state: 'You can download any of these forms free of charge, but only for the purpose of non-profit academic research.' (hexaco.org/hexaco-inventory). That is a stated non-commercial restriction by the rights holder on the material IRW would be copying, so the itemtext_standard.md rights rule fires directly; the ECR-R carve-out does not apply because there is no openly licensed publication of these items to copy from. (2) TEXT NOT RECOVERABLE ANYWAY: the 96 live item codes are facet code + an index drawn from 1-8, not 1-4 -- 24 facets x 4 items, e.g. PAflex 1,5,7,8; POinqu 1,3,6,8; PCperf 1,2,3,4 (index frequencies 1:12 2:13 3:14 4:12 5:8 6:13 7:10 8:14). That numbering is the 8-items-per-facet HEXACO-PI-R 200-item pool, which hexaco.org distributes only on request ('Please contact the authors if this form is required'), so tying any code to a sentence would require author contact even if the rights permitted publication. No positional or order-based reconstruction is available: the .sav column order is scrambled across facets and carries no item numbering. Also checked and rejected: shipping the 1-5 anchors alone (paper Methods: 'a 5-point Likert response scale from 1 (strongly disagree) to 5 (strongly agree)') -- per SKILL.md #1770 that would give no row its referent, and the stems are not recoverable later, so nothing was parked under fixes/.",,,
de_vries_2022_hexaco_self,unknown,unknown,"PLOS ONE 10.1371/journal.pone.0272095 (CC BY 4.0), S1 Data SPSS file s007; hexaco.org/hexaco-inventory (HEXACO-PI-R Materials for Researchers, Dutch_self100.doc); hexaco.org/nonacademicuse.htm; data/de_vries_2022_hexaco.py","BLOCKED, no CSV written -- rights, under itemtext_standard.md's 2026-09-04 ruling (irw#1891) that a stated non-commercial restriction on the wording bars shipping it. The instrument is the 96 facet items of the Dutch HEXACO-PI-R-100 (self-report form). The rights holders' own distribution page, hexaco.org/hexaco-inventory, states: ""You can download any of these forms free of charge, but only for the purpose of non-profit academic research."" The same page adds ""we do not allow researchers to collect data through an online survey site or an app accessible by the general public. Those online survey pages or apps must either be password-protected or not searchable through search engines"", and hexaco.org/nonacademicuse.htm sells non-academic administrations at C$2 each (50-administration minimum, PayPal). Whose terms govern: the source IRW would have copied from. The paper's own CC BY materials do NOT carry the wording -- the PLOS S1 Data .sav (s007) has zero variable labels and zero value labels on all 96 self columns (checked with haven and pyreadstat), the article body prints only two illustrative sample items, and supplements s001-s006 are a data-checks DOCX plus five TIF result tables. So the only source of the 96 Dutch items is the hexaco.org Dutch_self100.doc form itself, which carries the NC clause: this is the chinvararak_2021_ecr / DART_Brysbaert_2020 case, not the ECR-R/cucchi CC-BY-source case. mapping_basis and text_source are 'unknown' because nothing shipped, NOT because the mapping was unresolvable -- it is in fact inference-free and was checked anyway (see verify_de_vries_2022_hexaco_self.R): the IRW item code IS the .sav column name with the '_1' rater-slot suffix stripped (data/de_vries_2022_hexaco.py), all 96 codes match both ways, and every live per-item mean reproduces its _1 source column to 0.000000 while differing from the sibling meta-perception _3 column by up to 0.490 -- so the table is confirmed as the SELF perspective, not a sibling's. No wording_rights=NC row exists because no rows exist. Sources cached under .cache/de_vries_2022_hexaco_self/. Ground truth read with irw::irw_table_sets (server-side); one irw_fetch export was spent, deliberately, on this 41,664-row table to establish the self-vs-meta slot identity above.",,,
decamp_2022_online_discussion,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0275880 -- S1 Data (.s002, SPSS .sav) variable and value labels; corroborated by S1 Appendix questionnaire (.s001)","Item codes Disc11_1..Disc11_12 are the source .sav column names verbatim (data/decamp_2022_online_discussion.py melts them unchanged), so there is no mapping step. item_text is each column's SPSS variable label with the shared stem prefix 'Please describe how often you contribute to discussion forums for the following reasons. - ' stripped and placed in instructions; option_text 1-5 = Never/Rarely/Sometimes/Often/Always comes from the .sav value labels and matches the S1 Appendix grid's left-to-right anchor order. No text was normalised. Sentinel value labels -8/-9 'Logical Skip' are not in the live resp set (the script keeps only 1-5) and are not shipped.",,,
deilkas_2019_patient_safety_climate,data_labels,translated_substitute,"PLOS ONE 10.1371/journal.pone.0214914 (CC BY 4.0), supplementary .s002 SPSS file (S1 File, SAQ GP clinics) variable+value labels; S1 Table .s001 DOCX; data/deilkas_2019_patient_safety_climate.py","Source: PLOS ONE 10.1371/journal.pone.0214914 (CC BY 4.0), S1 File supplementary SPSS data (.s002, 'Data file SAQ GP clinics'), the exact file data/deilkas_2019_patient_safety_climate.py downloads. mapping_basis=data_labels: every one of Q4..Q65 carries an SPSS variable label giving the full item, and the .py melts those columns by name (ITEM_COLS = [f'Q{i}' for i in range(4,66)]), so the IRW item code IS the source column name -- no positional or renaming step. resp is settled by the file's own value labels, identical for 61 of 62 items (1=Disagree strongly, 2=Disagree slightly, 3=Neutral, 4=Agree slightly, 5=Agree strongly, 6=Not relevant), which is exactly the LIKERT_MAP the .py applies (6='Not relevant' dropped as missing, hence resp 1-5 live), and is restated in the paper's S1 Table caption. Q10's value label for 2 reads 'disagree slightly' lowercase in the file; shipped in the same casing as the other 61 items. Deviations from the labels, all mechanical: the leading questionnaire numbering ('1. ' .. '62. ') was stripped, and the trailing ' .' spacing artifact on 14 labels normalised to '.'; spelling, casing and wording are otherwise verbatim, including 'personell', 'evidencebased', 'om my job' and the trailing '*' on Q65. LANGUAGE: the paper states two Norwegian versions of the SAQ-AV were administered (Bondevik et al. 2014 translation); the deposit publishes no Norwegian wording -- both supplementary .sav files (s002 GP, s003 OOH) carry English variable and value labels only, and S1 Table (.s001 DOCX) is English -- so the English in the base fields is the study's own rendering, the _translated columns are empty and text_source=translated_substitute records the fallback. Step 3b: instrument confirmed as the SAQ-AV; the 29 items S1 Table reproduces for the five factors all appear among the 62 shipped, and the item count/5-point range match. instructions and section_prompt left blank -- neither the .sav nor the paper publishes administered instruction text; one trivial section_id. DATA CAVEAT: Q34 ('31.') and Q59 ('56.') carry byte-identical variable labels ('Fatigue impairs my performance during emergency situations (e.g., code or cardiac arrest).') in BOTH deposited .sav files, while Q60 ('57.') is the routine-care twin; the canonical SAQ item at position 31 is a different fatigue item, so Q34's label is most likely a copy-paste error in the deposit. Shipped as labelled rather than blanked or reconstructed, and flagged. RIGHTS: wording was copied from the CC BY 4.0 PLOS deposit's own SPSS labels; the SAQ rights holder's page (uth.edu/chqs/safety-survey, retrieved via the Wayback snapshot of 2026-04-25 because the live site 403s) states 'You have our permission to use the short form of the Safety Attitudes Questionnaire.' and quotes no non-commercial clause, no redistribution bar and no fee, so wording_rights is omitted.","This SAQ-AV was administered in Norwegian; the item and option wording shipped here is the study's own English rendering, taken from the SPSS variable and value labels of its CC BY 4.0 PLOS deposit, not the Norwegian wording respondents read (neither deposited data file nor the paper contains any Norwegian text). Items Q34 and Q59 carry the same wording in the source file -- their SPSS variable labels are identical apart from the questionnaire numbering the labels are prefixed with ('31.' vs '56.'), which is stripped in the shipped item text, so Q34 and Q59 ship byte-identical item_text ('Fatigue impairs my performance during emergency situations...'); Q34's is most likely a labelling error in the deposit, so treat Q34's item text as uncertain while Q59/Q60 are the instrument's usual emergency/routine fatigue pair.",,
dejesus_2017_lequesne,paper_order,study_materials,"Lopes de Jesus et al. (2017) PLOS ONE 12(7):e0179185, S2 File (Anexo 3) and S3 File (Attachment 3); data S4 File. CC BY 4.0","Item text transcribed verbatim from the study's own research protocol, PLOS S2 File (Portuguese, 'Anexo 3 - Indice Funcional de Lequesne'), which is the administered wording; the _translated columns carry the authors' own English twin of that annex, S3 File 'Attachment 3' (translation_source: study-provided, not machine). Item codes are the S4 File spreadsheet's own column headers (data/dejesus_2017_ozone_knee.py melts them with no rename), and the annex lists the ten items in exactly the column order; six codes are self-describing (Night/Morning/Standing/Walking/Dist.) and the four 'Life dificulty N' follow the annex's listing order. The study's English annex is not a literal translation of its Portuguese one in three places: the everyday-life squat item reads 'Para agachar-se completamente' in Portuguese but 'Can you pick up an object from the floor?' in English; the morning-stiffness anchors read 'Menos de 1 minuto / Entre 1 e 15 minutos / Mais de 15 minutos' vs 'None / < 15 minutes / >= 15 minutes'; and the walking-distance anchor for 1 reads 'Limitado, mas superior a 1 hora' vs '> 1 kilometer but limited'. Both are shipped as written. Leq. Dist. levels 7 and 8 carry no option_text: the annex scores that item 0-6 by distance band and then adds +1 for one crutch or +2 for two, so 7 and 8 are composites with no single published label and were left blank rather than invented. The everyday-life items' 0.5/1/1.5 all carry the annex's single band label 'De acordo com o grau de dificuldade.' Rights: the source deposit is CC BY 4.0 (PLOS ONE 10.1371/journal.pone.0179185); the Lequesne index is listed on Mapi/ePROVIDE but no quotable non-commercial or no-redistribution clause was located, so the wording-rights rules do not fire.","The study's own English rendering of this questionnaire (PLOS S3 File) differs from the Portuguese version it administered (S2 File) at three points, most visibly the everyday-life squat item, which reads 'Para agachar-se completamente' in Portuguese and 'Can you pick up an object from the floor?' in English; both are shipped as written, with the Portuguese in item_text. Separately, the maximum-distance item is scored 0-6 by distance band plus 1 or 2 for walking aids, so its levels 7 and 8 have no published option label and are blank",,
dejesus_2017_sf36,paper_explicit,study_materials,"PLOS ONE 10.1371/journal.pone.0179185 (CC BY 4.0): S2 File 'Projeto de pesquisa' Anexo 5 (Portuguese, as administered) and S3 File 'Research project' Attachment 5 (authors' English); S4 File 'Data bank' (.xls) column headers; data/dejesus_2017_ozone_knee.py","Extracted from the study's OWN supplements, both CC BY 4.0 under PLOS ONE 10.1371/journal.pone.0179185: S2 File 'Projeto de pesquisa' Anexo 5 reproduces the entire Brazilian-Portuguese SF-36 as administered (item stems, block stems and every numbered response option), and S3 File 'Research project' Attachment 5 is the authors' own English rendering of the same questionnaire, line for line -- so item_text/option_text/section_prompt carry the administered Portuguese and the _translated twins carry the study's own English (translation_source=study_supplied), not a machine translation and not canonical RAND-36 wording. Both were read with 'soffice --headless --convert-to txt' (legacy .doc). mapping_basis=paper_explicit: the S4 File column header IS the IRW item code ('SF-36 3.1') and data/dejesus_2017_ozone_knee.py melts those columns by name, and the header states the questionnaire's own item number, which Anexo 5 prints against the wording. DELIBERATE DEVIATIONS, all disclosed: (1) the leading question number ('3. ') was stripped from the five standalone item_texts and the three section_prompts, nothing else in casing, spelling or punctuation was altered (the trailing full stop on 'Nao, nao dificulta de modo algum.' and the source's own '(circule uma alternativa)' parentheticals are kept verbatim); (2) the questionnaire prints 1=Sim / 2=Nao for questions 4 and 5, but the deposited file stores 0/1, so option_text was mapped 1=Sim / 0=Nao -- the direction was not assumed, it was fixed against the data (see verify_dejesus_2017_sf36.R: for all seven yes/no items the resp=1 group has the lower physical-functioning block mean, 1.49-1.61 vs 2.16-2.29). instructions left blank: Anexo 5 has no whole-questionnaire instruction line, only per-question stems, and the three shared stems are section_prompts. SECTIONS: four section_ids -- _q3, _q4, _q5 for the three genuine shared-stem blocks, and a blank-prompt _1 for the five standalone questions. STEP 3b: the live 22 items are exactly SF-36 questions 1-8 (1, 2, 3.1-3.10, 4.1-4.4, 5.1-5.3, 6, 7, 8) -- the instrument's remaining 14 items (questions 9-11: vitality, mental health, social functioning, general health perceptions) are absent from the S4 File although the paper reports domain scores that need them, so this table is 22 of the SF-36's 36 items. Per-item response ranges match Anexo 5's mixed formats item for item (5/5/3x10/2x4/2x3/5/6/5) against irw_table_sets(per_item=TRUE), and every item has n=386 in both the live table and the S4 File. RIGHTS: the wording shipped was copied from the CC BY 4.0 PLOS supplements, which under the ECR-R ruling is the licence that governs; no non-commercial, no-redistribution or fee clause could be quoted for the SF-36 (Optum/QualityMetric licenses it commercially but states no such sentence), so wording_rights is omitted -- the same call bukurov_2022_sf36 (batch_009) and dalky_2020_sf36 (batch_025) made.","The Brazilian-Portuguese questionnaire this study administered prints 1 = Sim / 2 = Nao for the yes/no items of questions 4 and 5, but the deposited data stores them as 1 = Sim / 0 = Nao, so the option codes here follow the data rather than the printed form; the direction was confirmed against the physical-functioning block (resp=1 respondents average 1.49-1.61 on it, resp=0 respondents 2.16-2.29). The table also holds only 22 of the SF-36's 36 items -- questions 1-8; questions 9-11 are not in the study's deposited data file.",,study_supplied
derubeis_2017_arsq,data_labels,study_materials,"PLOS ONE 10.1371/journal.pone.0185802 S1 File (SPSS .sav), CC BY 4.0","German item wording taken verbatim from the .sav's own variable labels (ARSQ_intake_*/ARSQ_discharge_*); the IRW code is a number-preserving rename of those columns in data/derubeis_2017_rejection_sensitivity.py (ARSQ_intake_1A -> ARSQ_1A), so no inference. Intake and discharge labels are byte-identical after stripping the leading 'a) '/'b) ' enumeration prefixes, which were removed deliberately (some labels carry them, some do not). Response anchors come from the file's value labels: A sub-items 1='nicht beunruhigt' .. 6='sehr beunruhigt', B sub-items 1='sehr unwahrscheinlich' .. 6='sehr wahrscheinlich'; scale points 2-5 are unlabelled in the source and are left blank rather than padded. Corroborated in the raw .sav (n=68 complete): mean r within the 20 A items 0.46, within the 20 B items 0.45, and A-B cross-block -0.36, consistent with the labels' anxiety-vs-expectancy split. English in the _translated columns was produced by this project. The 20 hypothetical situation vignettes the A/B pairs refer to are not published in the deposit (S1 File is the only supporting file) or in the paper, so section_prompt is empty.","The ARSQ presents 20 hypothetical situations, each rated on two sub-items (A = how anxious you would be, B = how likely the other person is to respond positively); the situation vignettes themselves are not published in this study's deposit or paper, so only the two sub-item questions are given here. Scale points 2-5 were unlabelled in the source and are left blank.",,machine_translation
