"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff1","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are the work of nature.",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff2","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," Women and men are different because they are brought up differently",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff3","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," The differences between women and men are biologically determined.",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff4","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences between women and men result from the fact that nature itself destined them for different things.",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff5","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA," All differences result from the fact that women and men are treated differently by the society.",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,6,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff6","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"The differences result from the fact that women and men are prepared by the society for different tasks",NA,NA,7,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,1,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,2,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,3,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,4,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,5,"Polish"
"lys_2020_rape_3_diff","lys_2020_rape_3_diff_1","diff7","Beliefs in Origins of Gender Differences Questionnaire (Studzinska & Wojciszke 2014)",NA,NA,"It is the society that imposes differences on women and men.",NA,NA,6,"Polish"
