"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,1,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,2,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,3,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,4,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,5,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,6,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust1","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Not all the people have equal chances because they can't obtain education because of the lack of money.",NA,NA,7,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,1,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,2,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,3,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,4,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,5,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,6,"Polish"
"lys_2020_rape_3_unjust","lys_2020_rape_3_unjust_1","unjust2","Unjust World Beliefs Scale ""What is the world?"" (Skrzypinska 2003)",NA,NA,"Tragedies usually affect good people, not bad.",NA,NA,7,"Polish"
