"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP1","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"It’s a quiet place",NA,NA,1,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP1","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"It’s a quiet place",NA,NA,2,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP1","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"It’s a quiet place",NA,NA,3,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP1","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"It’s a quiet place",NA,NA,4,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP1","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"It’s a quiet place",NA,NA,5,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP2","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The area is vast",NA,NA,1,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP2","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The area is vast",NA,NA,2,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP2","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The area is vast",NA,NA,3,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP2","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The area is vast",NA,NA,4,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP2","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The area is vast",NA,NA,5,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP3","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The landscape here is continuous",NA,NA,1,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP3","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The landscape here is continuous",NA,NA,2,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP3","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The landscape here is continuous",NA,NA,3,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP3","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The landscape here is continuous",NA,NA,4,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP3","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The landscape here is continuous",NA,NA,5,"Chinese"
"zhao_2025_nat_env_perception","zhao_2025_nat_env_perception_1","NEP4","Natural Environment Perception (NEP) scale, 6 items (Zhao et al. 2025, revised from Kaltenborn et al. 2002 and Zheng 2017)",NA,NA,"The forest vegetation here is high and low, rich in layers",NA,NA,1,"Chinese"
