"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"peters_2025_ciberlite","peters_2025_ciberlite_1","int","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I intend to keep at least {{distRec}} distance from others.",NA,"absolutely not",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","int","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I intend to keep at least {{distRec}} distance from others.",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","int","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I intend to keep at least {{distRec}} distance from others.",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","int","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I intend to keep at least {{distRec}} distance from others.",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","int","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"I intend to keep at least {{distRec}} distance from others.",NA,"absolutely",5
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,"bad",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,5
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,6
"peters_2025_ciberlite","peters_2025_ciberlite_1","attins","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,"good",7
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,"unpleasant",1
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,2
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,3
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,4
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,5
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,NA,6
"peters_2025_ciberlite","peters_2025_ciberlite_1","attexp","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"For me, keeping at least {{distRec}} distance from others is ...",NA,"pleasant",7
"peters_2025_ciberlite","peters_2025_ciberlite_1","pninj","CIBER-lite brief Reasoned Action Approach measure (Your COVID-19 Risk tool; keeping distance)","English; Dutch; Romanian; Italian; Portuguese (Brazil); Turkish; French; Spanish; Indonesian; Portuguese; Greek; Arabic; German; Hungarian; Japanese; Polish; Chinese (Simplified); Chinese (Traditional, Hong Kong); Amharic; Urdu; Hebrew",NA,NA,"Most people whose opinions I value would ...",NA,"disapprove of me keeping at least {{distRec}} distance from others",1
