"table","batch","mapping_basis","uploaded","route","status","evidence"
"mturkddm_lexical","batch_300","data_labels","NA","source_column_is_stimulus + deposit_key_reread + accuracy_sanity","VERIFIED","THE CODE IS THE STIMULUS, which removes the mapping problem entirely, and the key is re-read from the deposit rather than inferred. Experiment1.data gives 4,588 distinct test strings with no conflicting word/nonword flag anywhere, split 2,295 / 2,293, and correct_response agrees with that flag on all 4,588. Every item carries exactly one resp=1 and one resp=0 option row, so option_text joins on (item, resp). Accuracy behaves as a lexical decision task should -- above chance, off ceiling -- which a key assigned the wrong way round would break, since resp was computed against it. Item set matches at 4,588 and resp at 0/1."
"mturkddm_by","batch_300","data_labels","NA","source_column_is_stimulus + arithmetic_key + accuracy_sanity","VERIFIED","THE KEY IS DERIVABLE FROM THE ITEM CODE AND WAS CHECKED THAT WAY: for each of the 20 codes the two integers are the yellow and blue dot counts, and correct_response agrees with 'yellow > blue' on all 20. No external file is needed, which is unusual and is what makes this table cheap. Every item carries exactly one resp=1 and one resp=0 option row, naming the two buttons the script documents. Accuracy is above chance and off ceiling. Item set matches at 20 and resp at 0/1. What is NOT established is the visual stimulus itself -- item_text renders the counts in brackets and is this project's description, not administered wording."
"polca_carcinoma","batch_300","data_labels","NA","package_documentation + recode_check + published_counts","VERIFIED","THE MAN PAGE NAMES THE ITEMS OUTRIGHT -- 'Pathologists are labeled A through G' -- and data/polca.R takes the column names unchanged, so code-to-rater needs no inference. Two published counts were reproduced from the live data as a joint check on the item set and the recode: 118 distinct slides and exactly 20 distinct seven-rater response patterns, both as stated. A dropped or duplicated rater would change the pattern count. The 1/2 -> 0/1 recode the script performs is confirmed by the live levels being 0 and 1. Item set matches at 7 and resp at 0/1. Per-rater positive rates range from 0.212 to 0.669, i.e. the raters differ substantially in threshold, which is the phenomenon the data set exists to illustrate. What is not established is which human each letter denotes -- the labels are anonymous in the source."
"much_tte_2025_effort","batch_300","paper_explicit","NA","deposit_item_overview + paper_stated_scale","VERIFIED","THE ITEM TEXT IS PRINTED IN THE DEPOSIT, so there is nothing to reconstruct: efcm_ItemOverview.pdf lists E1-E5 in a column headed 'Current study - Effort' beside the original TTMI wording, and the instruction text is given per timepoint. All five codes carry distinct, non-empty text. The response scale is quoted from the paper's Methods and matches the live levels 1-4 exactly. Item set matches at 5. What no route here checks is the wording itself, which is transcribed rather than derived."
"much_tte_2025_currentmotivation","batch_300","paper_explicit","NA","deposit_item_overview + paper_stated_scale","VERIFIED","THE ITEM TEXT IS PRINTED IN THE DEPOSIT, in a column headed 'Current study - Current Motivation' beside the Effort rephrasings and the original TTMI wording, with the two unused items explicitly marked '[removed]' -- which independently explains the three-versus-five item counts between this table and much_tte_2025_effort. All three codes carry distinct, non-empty text. The 101-point VAS the paper describes matches the live data, which spans 0-100 with many levels. Item set matches at 3."
"much_tte_2025_concentrationtask","batch_300","paper_explicit","NA","deposit_item_overview + codebook_position_disambiguation","VERIFIED","EVERY GRID IS PRINTED IN THE DEPOSIT with its target letter and occurrence count, so both item_text and correct_response are read off the source. All nine codes carry distinct text. THE ONE REAL PROBLEM WAS A LABELLING DEFECT IN THAT PDF, not in the data: the three Block 3 grids are all labelled CT07_03, so the eighth and ninth items have no distinct label there. The supplementary codebook resolves it by position, naming the page-time variables as the first through ninth concentration task item in order, which fixes the Block 3 grids as CT07, CT08, CT09. Item set matches at 9 and resp at 0/1."
"nas_rogoza_2024_study2_ngs","batch_300","paper_explicit","NA","codebook_administration_order + sav_block_arithmetic + supplement_factor_agreement","PARTIAL","THE BLOCK ARITHMETIC IS EXACT AND LEAVES NO ALTERNATIVE. The Study 2 codebook prints 42 adjectives in one running list; the deposit's Study 2 NAS.sav carries NVS1-11, NAS1-18 and NGS1-13 in that order. 11 + 18 + 13 = 42, so the last thirteen are the NGS block and the alignment is forced -- any shift leaves one block short. A SEPARATE SOURCE AGREES: Supplementary Table 2's oblimin-rotated loadings put exactly these thirteen on the Agentic factor, and a codebook listing order and a factor-loading table are independent artefacts. The scale is the codebook's own (1 = Not at all, 7 = Extremely), matching the live levels 1-7, with intermediate points unlabelled and therefore blank. Item set matches at 13. WHY PARTIAL: the within-block ordering rests on the codebook's print order, and no numeric route separates one adjective from another."
"pass20_klosowska_2025_dass_online","batch_300","paper_order","NA","deposit_codebook_anchors + published_numbered_items + subscale_partition + subscale_reliability","PARTIAL","THE NUMBERING IS CHECKED BY THE SUBSCALE PARTITION, which the DASS-21's structure makes discriminating: the shipped assignment comes out 7 Depression / 7 Anxiety / 7 Stress, and a shifted or permuted numbering would not divide evenly. The subscales also cohere strongly in the live data -- Cronbach's alpha 0.914, 0.901 and 0.911 on n=418 complete cases -- which a mis-numbered assignment mixing constructs would depress. The anchors are the deposit's own, quoted from its codebook, and match the live levels 0-3 exactly. Item set matches at 21. WHY PARTIAL: the item-to-number mapping is the published DASS-21 convention rather than anything the deposit states, and no route separates item 1 from item 6 within the Stress subscale. The administered Polish wording is not published."
"mental_health_malawi","batch_300","data_labels","NA","script_rerun_over_raw_file + deposit_survey_tool + response_scale_partition","VERIFIED","THE SCRIPT WAS RE-RUN OVER THE RAW DEPOSIT FILE, which is the only safe route for a script-generated integer code, and it reproduces exactly: 35,111 long rows against the live table's 35,111, and 40 items. The reproduction shows the ordering is by first non-missing appearance, not file order -- respondent 1's two missing IAT answers push 'excitement' to item 39 and 'late_night_logins' to item 40. A FIRST VERSION OF THIS TABLE ASSUMED PLAIN COLUMN ORDER AND WAS WRONG ON 18 OF 40 ITEMS. THE RESPONSE SCALES CONFIRM THE RESULT INDEPENDENTLY, and this is what caught the error: under the reproduced order every IAT position carries levels 1-5 and every SRQ position 0/1, cleanly. Under plain column order items 19 and 20 would be IAT and would have to be 1-5, and in the live data they are 0/1. The column names give a third check, since they are the study's own abbreviations of the printed questions: item 35 'suicide' lands on the ending-your-life question and item 39 'excitement' on the question about preferring the Internet to intimacy with a partner. Item set matches at 40 and resp sets match exactly. Nothing material is left open -- the wording is transcribed from the deposit's own survey tool and the anchors are printed on it."
"nomt_hooper_2024_study2","batch_300","data_labels","NA","trial_number_codes + paper_task_description + key_recoverability_check","PARTIAL","WHAT IS SETTLED: the item code is the trial number the processing script extracts from the source column names, 144 scored trials spanning 12 to 212, and the gaps in that span are the unscored study-phase trials the paper describes ('In the following 54 test phase trials'). The task description and the 0/1 scoring are quoted from the paper. Item set matches at 144 and resp at 0/1. WHAT IS NOT, AND WHY PARTIAL: which of the paper's three novel-object tests each trial belongs to. The paper says Study 2 used 72 Ziggerin trials and 72 Greeble trials, but no cut of the observed trial numbers gives 72/72 -- the closest are 69/75, 70/74 and 71/73 -- so the numbering is not two clean blocks and no test is assigned. A CHECK WORTH RECORDING: the correct alternative is exactly recoverable from the response data, since for all 144 items every correct response used the same value of resp_raw. It is not shipped, because deriving it would make this project the author of the key and trigger the 2026-09-03 disclosure ruling for little gain without the stimulus images."
