table,note
gad_BrummerHoffman_2021,"Pass with caveats. (1) The IRW table pools the paper's two administration arms and their wording differs by design: Study 1 (1256 of 1828 respondents, 'Symptom primed by Frame') saw a Likert GRID whose shared stem is the frame and whose row is the symptom, while Study 2 (572, 'Frame primed by symptom') saw the same content as one full sentence, e.g. 'Nas últimas duas semanas, em quantos dias você se sentiu nervoso(a), ansioso(a) ou muito tenso(a)?'. The shipped wording is the Study 1 grid form (section_prompt = the frame stem, item_text = the symptom row); the Study 2 sentence is that stem and row joined. (2) The deposit's questionnaire PDFs disagree with the administered form headers and were NOT used for the base fields: Questionnaire_Portuguese_BR.pdf prints the frequency stem as 'Com que frequência você...' where the exported form header reads 'em quantos dias você...', and prints duration anchors without the leading 'Durou'. Questionnaire_English.pdf prints canonical GAD-7 English anchors ('Not at all / Several days / More than half the days / Nearly every day') and a 4-point ability set ('Very hardly / Hardly / Easily / Very easy') that do not correspond to the administered Portuguese, so option_text follows the recode statements in the authors' own processing script, which are what produced the stored 0-3 integers. (3) instructions is deliberately blank: the form export carries no whole-table instruction text and the two-week frame is inside every stem. (4) Translations are mixed - the symptom phrases come from the deposit's Questionnaire_English.pdf (adapted to grid-row form), the five stems and the frequency/duration/ability/bothered anchors are IRW's literal translations of the administered Portuguese. (5) Rights: OSF deposit p8j2v is CC BY 4.0; the GAD-7 rights holder's own terms grant reuse - 'Content found at the PHQ Screeners site is expressly exempted from Pfizer's general copyright restrictions; content found on the PHQ Screeners site is free for download and use' (phqscreeners.com/terms, fetched 2026-09-05) - so neither 2026-09-04 trigger fires. Retry test: not applicable, this is a clean pass."
gan_2015_cesd,"Fallback English wording: the study administered a Chinese CES-D to nursing-home elderly in Wuhan, but neither the deposit (S1 Dataset.SAV, the article's only supporting file) nor the article publishes any Chinese item wording, so the shipped item_text is Radloff's (1977) original English CES-D. language=Chinese with empty _translated columns marks this as the fallback."
gan_2015_cesd,"The S1 .sav carries NO variable labels and NO value labels for any of its 53 columns (checked with pyreadstat: column_names_to_labels all None, variable_value_labels empty), so the level-1 source route does not exist here. Item codes CES1..CES20 are the .sav's own column names, carried through unchanged by data/gan_2015_nursing_home.py; the mapping claim is that the numeric index equals the canonical CES-D item number."
gan_2015_cesd,"Response data are stored RAW, not reverse-scored: CES4/CES8/CES12/CES16 (the positively worded items) have means 2.3-2.7 and correlate -0.08 to -0.39 with the sum of the other sixteen, while all sixteen others correlate +0.23 to +0.61. The .sav's own 'Depression' composite equals the unreversed mean of all 20 items to 0 decimal places (max abs diff 0.0 over 71 rows). The shipped 0-3 frequency anchors therefore apply unchanged to all 20 items."
gan_2015_cesd,"Per-item row counts in the live table range 64-71, not 71 for all: the source .sav holds 23 responses coded 4 on a 0-3 scale (CES2 x1, CES4 x3, CES8 x5, CES11 x1, CES12 x7, CES16 x6) which data/gan_2015_nursing_home.py drops with its 0<=resp<=3 filter. A source data quirk, not an item-text gap; audit_batch.R will see the uneven counts."
gan_2015_cesd,"Item wording transcribed from PLoS ONE 10.1371/journal.pone.0312194 (PMC11515990) Table 1, which reproduces the 20 items numbered 1-20 and states they 'are from the original study by Radloff (1977)' and that 'Items 4, 8, 12, and 16 are reverse-coded'. Instructions and the four frequency anchors transcribed from Front Psychol 10.3389/fpsyg.2020.523950 (PMC7543651) Appendix, renumbered from that paper's 1-4 presentation to the 0-3 coding the Gan paper states it used. Radloff's original prints item 20 as ""I could not get 'going'""; the quotation marks are absent in the source transcribed here and were not added back."
gan_2015_ucla_loneliness,"Clean pass with caveats. (1) Item wording is English canonical ULS-8 shipped for a Chinese administration -- documented fallback, language=Chinese, _translated empty. (2) UCLA3 and UCLA6 ship inverted option_text (1=Always..4=Never) because the deposited data are already reverse-scored; alpha as stored is 0.7111 vs the paper's .71 and the .sav Loneliness composite is the exact mean of the eight stored columns. (3) The middle anchors Rarely/Sometimes come from the canonical ULS-8 form, not the paper, which states only the endpoints; the canonical form prints Often rather than Always at 4. (4) instructions is the canonical form's line, not the study's. (5) Coverage: UCLA3 is never answered 4 and UCLA7 never above 2 in the live data (n=71), so those levels are shipped as offered options with no observed responses -- expect an audit_batch coverage WARN."
ganbat_2022_pollution_disease_risk,"Clean pass with two caveats. (1) The 5 shipped items are the study's own DERIVED disease categories, not the checkboxes respondents saw: the S1 File questionnaire's Question 2 lists 16 specific diseases (Cough, Allergy, Bronchitis, Pneumonia, Heart attack, Hypertension, Diabetes, Chest pain, Congenital abnormality, Miscarriage, Premature infant death, Low birth weight, Spontaneous abortion, Stroke, Cerebrovascular disease, Migraine) while the S4 File workbook stores 5 binary columns Q2.1-Q2.5 whose codebook definitions are Respiratory tract / Cardiovascular / Cerebravascular / Maternal and baby outcomes related diseases / Diabetes. The 16 options group cleanly onto those 5 categories, so item_text is the codebook definition verbatim (including the codebook's own misspelling 'Cerebravascular', left uncorrected). (2) The dictionary Description says 'diseases believed to be caused by air pollution'; the administered stem actually asks which diseases the respondent and family EXPERIENCED during high air pollution periods (the belief question is a separate variable, K5/questionnaire K3). Extraction follows the questionnaire. option_text is left blank for both resp levels: the source publishes no labels for the 0/1 check-all coding anywhere in the codebook or the questionnaire, and 1 = the category was checked is a structural fact of the multiple-answer format rather than transcribed text."
ganbat_2022_pollution_leave_type,"Q7.5 ships with item_text BLANK and item_text_translated 'others': the S1 File questionnaire prints only four response options for Q7 in BOTH its Mongolian and English versions (Цалинтай чөлөө / Цалингүй чөлөө / Ээлжийн амралтын хоногоос хасуулдаг / Ээлжийн амралтаа авдаг), while the S4 File dataset carries a fifth column Q7.5 labelled 'others' in the codebook sheet. 91 of 1,329 respondents (6.9%) endorse it, so it is a real coded residual category; no administered Mongolian wording for it exists in the deposit, so nothing was invented."
ganbat_2022_pollution_leave_type,"option_text is blank for both resp levels by design. Q7 is a check-all-that-apply battery ('Та олон хариулт сонгож болно' / 'Multiple answers') and neither questionnaire version prints any response label; resp 1 = this leave type was selected, resp 0 = not selected, which is a description of the 0/1 coding rather than wording anyone read, so it is recorded here and in public_note rather than padded into option_text."
