"table","batch","mapping_basis","uploaded","route","status","evidence"
"imos_1992","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_1995","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_1998","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2000","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2002","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2003","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2007","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2011","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY, which is the point: the live codes problem1..problem6 are the paper's own Problem 1 to Problem 6, so the routes check shape instead. Six codes, resp levels exactly 0-7 (the IMO marks every problem out of 7), and the six split three-and-three across the two days as the paper's Day 1 / Day 2 structure requires. All six statements are distinct and substantial. The Kaggle source page's structured metadata states CC0: Public Domain, checked directly. WHAT IS NOT VERIFIED is the notation: the statements are a plain-text extraction with display maths flattened, repaired only for mechanical artefacts, and no numeric route can check a transcription."
"imos_2016","batch_301","data_labels","NA","official_problem_paper + direct_code_correspondence + rendered_page_transcription","VERIFIED","SAME STRUCTURE AS THE OTHER OLYMPIAD YEARS -- problem1..problem6 against the paper's Problems 1 to 6, resp exactly 0-7, three problems per day -- with one difference in how the text was obtained. The 2016 PDF's text layer is a symbol font that extracts as mojibake (1,808 symbol characters against 641 ASCII letters, where the other years run the other way), so it was rendered at 150 dpi and transcribed from the images. That makes this the only year in the batch with correct superscripts and subscripts. The transcription is manual and unverified character by character, which no numeric route could check either way."
"ipip_openpsychometrics_sc","batch_301","data_labels","NA","deposit_codebook + direct_code_correspondence","VERIFIED","THE CODEBOOK SHIPPED WITH THE DATA IS THE WHOLE SOURCE, and the processing script renames nothing, so the live codes SC1-SC10 are the codebook's own. Re-reading codebook.txt gives exactly ten SC items matching the live set, and every shipped item_text matches the codebook string with the documented ""I "" prefix -- the only difference being the first letter's case, which the prefix requires. The five anchors are the codebook's, and the live levels are exactly 1-5 with no 0, consistent with the script dropping unanswered items. Item set matches at 10."
