"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"imos_1992","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_1995","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_1998","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2000","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2002","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2003","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2007","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2011","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_2016","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"iowa_gambling_task","WARN",339,339,TRUE,TRUE,FALSE,TRUE,0,0,"row-count anomaly (possible item-code conflation or missingness skew), median=98: 1, 10, 100, 101, 102, 103, 104, 105, 106, 107, ..."
"ipip_openpsychometrics_ad","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
"ipip_openpsychometrics_sc","PASS",10,10,TRUE,TRUE,FALSE,TRUE,0,0,""
