table,note
jeilani_2024_self_efficacy,"PASS WITH CAVEAT. 4 of 5 items (SEF1, SEF6, SEF8, SEF9) carry verbatim item text from the deposit's own SPSS variable labels (figshare 10.6084/m9.figshare.26820745.v4, CC0, file 'Psychological Well being Mediating Role Updated 24072024.sav'), and those four labels are word-for-word the General Self-Efficacy Scale (Schwarzer & Jerusalem 1995) items 1, 6, 8 and 9 at their canonical numbers. SEF4 is present in the .xlsx that data/jeilani_2024_academic_stress.py actually reads (663 responses, 1-5) but appears nowhere in the .sav, so no label exists for it; it ships with canonical GSE item 4 wording ('I am confident that I could deal efficiently with unexpected events.', authors' own page userpage.fu-berlin.de/~health/engscal.htm), on the inference that the SEF suffix is the GSE item number -- which the other four items establish 4/4. That one item's wording is an inference, not a transcription, and is the reason the table is mapping_basis=reconstructed rather than data_labels and its verification status is PARTIAL rather than VERIFIED. SEF1's item_text keeps the source label's double space ('try hard  enough.') verbatim. INSTRUMENT MISMATCH (Step 3b): the F1000Research paper (13:1108, PMC12141996) names the scale 'Self-Efficacy Scale (SES)' and cites Sherer & Adams (1983); the administered wording is not Sherer's scale at all but Schwarzer & Jerusalem's GSE, which the article's own peer-review report also points out ('The correct name of the scale is the General Self-Efficacy Scale'). The instrument field records GSE, per Step 3b. The paper says 10 items; the live table has 5, because the deposit's spreadsheet only holds SEF1/SEF4/SEF6/SEF8/SEF9 plus two duplicate-named columns. DATA-SIDE CAVEAT (not an itemtext defect, and not acted on here): the .xlsx also contains SEF6_001 and SEF9_001, two further 1-5 item columns that data/jeilani_2024_academic_stress.py drops via its AGGREGATE_PATTERN _0\d{2} rule on the assumption they are subscale aggregates. They are not aggregates -- they are distinct questions the survey exported under a duplicated name (the same pattern produces SSF2_001 and SSF2_002) -- so two administered self-efficacy items are missing from the live response table. Their wording is unrecoverable anyway: the .sav omits them too. Rights: clear to ship. The GSE FAQ (userpage.fu-berlin.de/~health/faq_gse.pdf, p.1) states 'We hereby grant you permission to use and reproduce the General Self-Efficacy Scale for your study, given that appropriate recognition of the source of the scale is made'; no fee and no no-redistribution clause. Administration language is not stated in the deposit and only English wording exists in it, so language and the _translated columns are omitted. Response format: the study administered a 5-point agreement scale (Strongly disagree..Strongly Agree, from the .sav value labels shared by every labelled item) rather than the GSE's canonical 4-point Not at all true..Exactly true; SEF4 has no value labels of its own in the .sav and inherits the shared anchors -- a narrow inference. SIBLING NOTE (stated, not acted on): jeilani_2024_social_support comes from the same deposit and the same .sav; the convention derived here -- .sav labels are level-1 but must be confirmed column-by-column against the .xlsx, because in this file the .sav's PWB1 is the .xlsx's SSF1 -- applies to it too. No file for that table was touched."
jeilani_2024_social_support,"BLOCKED -- no item wording is published for either item. The IRW table holds exactly two items, SS1 and SS4 (663 responses each, resp 1-5), taken by data/jeilani_2024_academic_stress.py as the raw .xlsx columns of that name (figshare 10.6084/m9.figshare.26820745.v4, CC0). Neither column exists in the deposit's SPSS file ('Psychological Well being Mediating Role Updated 24072024.sav'), which is the only file in the deposit carrying any item wording: its 22 labelled variables are AS1/AS3/AS4/AS5/AS6/AS10, PWB1-PWB6, SO1-SO4, SEF1/SEF6/SEF8/SEF9 and the four demographics -- SS1 and SS4 were dropped before the CFA and carry no label. The F1000Research article (13:1108, PMC12141996) reproduces no item wording at all; its Table 2 and the deposit's 'Measurement and Model fit.jpg' both load the social-support factor on SO1-SO4 only, so the paper never names SS1 or SS4. The deposit's remaining files are two more .jpg figures and a t-statistic .docx (checked: AMOS output, no items). What IS recoverable is the subscale, not the item: the paper cites the MSPSS (ref 35, Calderon et al. 2021) and the support block's correlation matrix over the 663 rows splits cleanly into three quartets -- {SSF1,SSF3,SSF4,SSF2_001} r=0.54-0.68 (family, SSF1's .sav label is 'I get the emotional help and support I need from my family'), {SSF2,SS1,SSF2_002,SS4} r=0.56-0.69 (friends), and {SO1,SO2,SO3,SO4} r=0.69-0.74 (significant other, all four .sav labels are 'special person' items) -- with cross-block r only 0.28-0.47. So SS1 and SS4 are two of the four MSPSS friends items (canonical items 6, 7, 9, 12), and the two columns the .xlsx header misspells as 'SSF2'/'SSF2_002' are the other two. That pins the subscale but not which friends item each code is, and the deposit's within-subscale numbering is demonstrably NOT canonical MSPSS order: the .sav's SO1-SO4 labels are MSPSS items 10, 5, 1, 2 in that order. With no per-item statistics published for SS1/SS4 anywhere, all 12 assignments of two codes to four friends items remain equally consistent with every available fact, so no defensible item_text can be written and none was. No __items.csv written; no mapping_verification row written either, per Step 5b ('a blocked table has no live item text, so it cannot carry a verification outcome of any kind'), and hence no verify_jeilani_2024_social_support.R. RETRY TEST: NO -- an unchanged retry now would reach the same verdict. This is a determinate block (the source never published the wording), not an access failure: the deposit, the article and all six deposit files were retrieved successfully and read. It would only change if the authors deposited the administered questionnaire, or published a per-item table for SS1/SS4 that could be matched to item_stats.R output. SIBLING CONVENTION (not acted on): jeilani_2024_self_efficacy is assigned to another agent. Its four items SEF1/SEF6/SEF8/SEF9 ARE all labelled verbatim in the same .sav, so it should be a clean data_labels pass -- the reasoning above does not transfer to it. No file for that table was created, edited or deleted."
jeon_2019_cbi,"Pass with caveats. (1) BT_W_4 ships INVERTED option_text relative to the other 18 items, because the deposited .sav already stores that item reverse-scored; established by exact reproduction of all three published subscale means (33.94 for WRB only with BT_W_4 as stored; 36.12 if reversed). Expect irw-validate to raise resp_ambiguous / audit_batch to note differing option_text on this table -- that is the correct, documented state, not a defect."
jeon_2019_cbi,"translation_source=machine_translation: the English in the _translated columns was produced by IRW from the Korean S1 Fig, so this table OWES an entry on itemtext_issues.qmd once uploaded (check_provenance.R will report it DUE). The public_note in provenance_jeon_2019_cbi.csv is the intended text."
jeon_2019_cbi,"item_text is transcribed by eye from S1 Fig, a scanned GIF of the paper questionnaire -- there is no machine-readable Korean source in the deposit. Worth a human spot-check on Korean orthography/spacing."
jeon_2019_cbi,"Convention derived here that also applies to the sibling table jeon_2019_cesd10 (same S2 .sav, same paper) but was NOT acted on: the CES-D-10 in that file has its own reverse-scored items -- the paper states 'Scores on two positively phrased questions, items 5 and 8, were reversed' (cesd5 'feel pretty good', cesd8 'generally satisfied'), and the paper's mean CESD-10 = 7.80 (SD 3.82) is the check that settles whether the deposit stores them raw or already reversed. That table's agent owns the decision."
jeon_2019_cesd10,"Pass with a real caveat. (1) FALLBACK LANGUAGE SHAPE: the CESD-10 was administered to these Korean homecare workers in Korean, and no Korean wording exists in scope -- the deposit is an English-labelled .sav (S2 File, all 38 variable labels and every value label ASCII, zero Hangul), the only questionnaire supplement S1 Fig is the Copenhagen Burnout Inventory GIF, not the CESD-10, and the paper body prints no Korean. So English sits in the base fields, language=Korean, the four _translated columns are empty, text_source=translated_substitute, translation_source=study_supplied. (2) THE ENGLISH IS THE STUDY'S OWN SHORT DESCRIPTORS, NOT ITEM SENTENCES: the paper names the ten items as 'loss of interest, trouble concentrating, feeling depressed, feeling tired or low in energy, feeling afraid, trouble falling asleep, feeling alone, and finding it hard to get going' plus 'feel pretty good and generally satisfied', and the .sav variable labels carry the same ten phrases. Canonical Andresen CES-D-10 sentences were deliberately NOT substituted: this Korean version's item 1 is 'loss of interest', which is not canonical item 1 ('I was bothered by things that usually don't bother me'), so upgrading to canonical wording would have shipped a different instrument's sentences. Terse in, terse out. (3) ONE TRANSCRIPTION CHOICE NAMED: the .sav label for cesd10 reads 'finding it hard to get along'; the paper's own list reads 'finding it hard to get going', which is also the canonical CES-D item ('I could not get going'). The paper's wording ships and the .sav label is treated as a typo. cesd4's label is 'tired or low in energy' and the paper's 'feeling tired or low in energy' ships. En dashes in the paper's anchors ('1-2 days', '3-4 days', '5-7 days') were written as ASCII hyphens. (4) MAPPING IS data_labels AND NEEDS NO ROUTE: data/jeon_2019_cbi_cesd.py melts the source columns cesd1..cesd10 by name with no rename, so the IRW item code IS the .sav column name, and that column's own variable label names its content -- the exempt first derivation pattern. Corroborated independently anyway: the paper lists the eight negative-affect descriptors in exactly cesd1,2,3,4,6,7,9,10 order and says the two positive items are 'items 5 and 8', matching the labels at cesd5/cesd8. (5) RESP DIRECTION CHECKED AGAINST THE PUBLISHED TOTAL, not assumed: the paper states '0 = very rarely...; 3 = almost always or 5-7 days' and that items 5 and 8 are reverse-scored for the total. Recoding the .sav by its value-label strings exactly as the script does and reversing 5 and 8 gives total mean 7.80 / SD 3.82, identical to the paper's reported 7.80 (3.82); leaving them raw gives 6.06 / 4.39. The live table stores the raw direction (cesd5 mean 1.18 and cesd8 mean 0.95 vs 0.38-0.63 for the eight negative items, and cesd5-cesd8 r = +0.52 while both correlate only +0.05..+0.20 with the negative block), so the ascending-frequency anchors shipped here are the correct per-item direction and no reverse-scoring is baked into resp. (6) RIGHTS: no block. The CES-D (Radloff 1977, NIMH) and the CESD-10 short form carry no quotable fee or no-redistribution clause, and the shipped English comes from a CC BY 4.0 PLOS ONE article. RETRY TEST: NO -- determinate, the table is written; only a newly published Korean CESD-10 form from these authors would change what ships."
jiang_2021_resilience,"Clean pass with two caveats worth recording. (1) The S5 File deposit does not exactly reproduce the paper's Table 5: per-item means differ by up to 0.137 (C14 3.51 vs 3.65, C17 3.22 vs 3.36) and the paper's statement that C3 and C12 have SD<0.75 reproduces for C3 (0.695) but not C12 (0.763; C2 is 0.745). Item ordering and the resp direction are unaffected -- this is a response-data caveat, not an item-text one. (2) For C14-C17 the questionnaire's ""Index illumination:"" / ""指标说明："" elaboration line is shipped appended to the stem, space-separated, so each item is one field; Table 4 carries the same text as footnotes a-d in slightly different English and the questionnaire's wording is what ships. Neither meets the issues-page bar (no text-vs-table mismatch), so no public_note was written."
jiang_2024_growthm,"Clean pass with one caveat. Item text is the S1 Data SPSS file's own Chinese variable labels (GrowthM1-5), so code->text needs no inference; the block prefix '10、请根据您的实际情况...' repeated in every label was moved to `instructions` and the duplicated leading '10、' numbering artifact stripped. The English in the _translated columns is IRW's own translation (no English version exists in the deposit or the paper), so translation_source=machine_translation and a public issues-page entry is owed on upload. Paper-vs-data discrepancy: the PLOS paper's Measures section says the growth mindset scale 'is from the research instrument of Mesler et al. (2021). It includes four items, including “My intelligence is something that I can’t change very much”' — but the live table has FIVE items and all five .sav labels are positively worded growth statements; the quoted fixed-mindset example appears nowhere in the file. Nothing was force-fitted: the five shipped labels are what the file holds. Also note the earlier availability audit row for this table ('paper only quotes one of the 4 items; underlying instrument freely reproduced') is wrong on both counts — the .sav labels every item, and the same is true for the sibling jiang_2024_* tables from this deposit, several of which were classified UNAVAILABLE on the claim that the SPSS file has no item text."
jeon_2019_cbi,"ORCHESTRATOR RE-CHECK (Step 5b), CONFIRMED. The agent's claim that the deposited .sav stores BT_W_4 already reverse-scored -- which overrides that variable's own value labels and drives the inverted option_text shipped for it -- was independently re-derived from .cache/jeon_2019_cbi/s002.sav. Recoding all 19 columns by their value-label strings exactly as data/jeon_2019_cbi_cesd.py does and averaging resp*25 over N=464 reproduces every published subscale figure to the decimal: PB 38.59/18.52, WRB 33.94/17.81, CRB 34.88/18.36. Reversing BT_W_4 first moves WRB to 36.12/16.43, which the paper does not report. BT_W_4 item-rest r within the work-related block is +0.189 as stored and -0.189 reversed; the paper reports +0.16/+0.19. The inverted option_text for BT_W_4 is correct as shipped."
