table,note
temesgen_2025_elephant_park_attitude,"Written with caveats. (1) Q7 source-internal discrepancy: live and deposited s001 CSV give 38.73/7.85/53.42 % agree/neutral/disagree (153/31/211 of 395) for Q7, but the paper's Supplemental Table 6 prints 34.17/11.65/54.18 for statement 7 ('The relationship b/n community and park managers is good'); Q1-Q6 match Table 6 to <=0.01. Q7 mapped by elimination and the CSV's 'Q7=question 7' footnote; verification PARTIAL. Not an IRW processing defect (live == deposit). (2) Administered orally in Tigrinya ('Tigrigna') from an English-prepared questionnaire; no Tigrinya text in any deposit file (0 Ethiopic characters), so the authors' English ships as translated_substitute/study_supplied with language=Tigrinya. (3) Questionnaire's park-table scale header prints '1 2 3 3 5' (typo); anchors taken from the instruction sentence and Methods. Retry test: n/a (written, not blocked)."
teodorini_2020_modafinil_attitudes,"WRITTEN, gate PASS, data_labels (S4 .sav variable + value labels, 8/8; number-preserving rename Q10.1_i -> modatt_i). Caveat: the S3 questionnaire .docx gives the midpoint anchor as 'neutral' (and all anchors lowercase) while the .sav value labels read 'Neither agree nor disagree' with mixed casing; the .sav (Qualtrics export) labels were shipped. Item stems identical in both sources. RETRY TEST: n/a (written)."
teq_novak_2021_bfin,"BLOCKED. RIGHTS BLOCK (irw#1945 reserve-a-right test + 2026-09-05 HEXACO rule). Step 3b confirmed the instrument: paper Section 2.2.6 (Novak et al. 2021, IJERPH 18:5343, PMC8156475) names the 'Big Five Inventory-Neuroticism Subscale (BFI-N)', eight statements, 1 'Strongly disagree' .. 5 'Strongly agree', Czech version validated by Hrebickova et al. 2016 ('Ceske verze BFI-44 a BFI-10') -- i.e. the original BFI-44 N scale (John, Donahue & Kentle 1991), not the BFI-2; live table has 8 items BFIN_1..8, resp 1-5, n=165 each. The BFI-44's rights holder (Oliver P. John, Berkeley Personality Lab) stated on the BFI-44's own FAQ page, https://www.ocf.berkeley.edu/~johnlab/bfi.htm, which describes the BFI as '44 items total': 'I hold the copyright to the BFI and it is not in the public domain per se. However, it is freely available for researchers to use for non-commercial research purposes.' and 'If you are interested in using the BFI for commercial purposes, please submit a request to [lab e-mail]. At this time, the BFI is for non-commercial uses only.' Quoted from Wayback snapshots 20150325033626 (sha256 ceba43d286792a9211a64a2f89e2e65ae944436bc45e7990168c5541435cf28d) and 20240111225603 (sha256 c7cbfffb8098498e59b2ce58144d67355c15829238213265de48ee67e50d3230, the same clause still live in Jan 2024; CDX shows that page content unchanged 2016-2024). The page now lives at bfi.html and has been rewritten for the BFI-2 (fetched 2026-09-11, sha256 281322e0046d6db980b6fb1b27e2d7cdc398c541bed10f8085edda5a189d9499 -- the register's BFI-2 row), which no longer mentions the BFI-44 at all; nothing on it releases the BFI-44 from the earlier terms. A non-commercial restriction plus a permission-required route for commercial use reserves a right -> block; the administered Czech version is a derivative of the restricted instrument and is covered too (2026-09-08 originator ruling). ESCALATION: this contradicts the batch_048 round-log reading that 'the BFI-44 carries no such terms' (it read only the current BFI-2 page), under which ibrahim_2015_bfi shipped; conner_2017_bfi and CV_OASIS_ODSIS_PPE_Novak_2020_BFI (both live, shipped 2026-09-04, pre-#1945) are the same instrument. No register row written by this agent (scope); the orchestrator should decide whether to add a BFI-44 'block' row. BANKED FOR AN UNBLOCK: even without the rights bar this would be a weak table. OSF z85cv (components 8ux46 data, rncuh R code, 598u3 supplements) holds data_from_excel_12_2_2020.rds (bare integer columns BFIN_1..8, no attributes/labels), five R/Rmd scripts, and supplements for the TEQ only (Czech_version_of_the_TEQ.docx, Supplements (1-7).docx contain no BFI wording; correlation_table_BFI_TEQ_items.docx labels rows only as BFIN_n). The paper reproduces no BFI items. So no Czech wording is recoverable (would be translated_substitute with canonical BFI-44 English), mapping would be reconstructed from canonical order, and the mapping is hard to verify: all 28 inter-item correlations in the deposit are positive (0.19..0.71) and the authors' Rmd scores with make.keys(list(c(1:8))) and no reversals, so BFIN_2/5/7 appear to be stored already reverse-scored -- route 6 (keying polarity) cannot pin the reverse triple the way it did for CV_OASIS_ODSIS_PPE_Novak_2020_BFI. Deposit item means 2.4/2.9/3.3/3.1/2.9/2.9/2.8/3.2. RETRY TEST: NO -- determinate (licence bars reuse). An unchanged retry would find the same quoted clause. What would change it: a ruling from Ben that the archived BFI-44 terms no longer govern (the current page is silent on the BFI-44), or a licence change from the Berkeley Personality Lab."
teq_novak_2021_selfesteem,"PASS WITH CAVEATS. (1) LANGUAGE FALLBACK: administered in Czech (paper Section 2.2.4: 'The Czech version used in this study was validated by Blatny et al. [38]'); no Czech RSES wording exists in the deposit or the paper. Checked: OSF z85cv root (Study hypotheses and their rationale.docx), component 8ux46 (data_from_excel_12_2_2020.rds -- plain integer columns, no labels; TEQ.T1.T2.retest.data.csv), component rncuh (5 analysis scripts; RSES appears only as scoreItems over columns 41:50 with all keys positive), component 598u3 (Supplements (1-7).docx, Supplementary table 1/2.docx parsed with python-docx incl. table cells: zero hits for esteem/Rosenberg/RSES/sebe), and the paper full text (PMC8156475), which describes the RSES in four sentences and prints no items. Shipped the rights holder's English RSES wording (UMD Sociology 'Using the Rosenberg Self-Esteem Scale' form): text_source=translated_substitute, language=Czech, *_translated columns empty."
teq_novak_2021_selfesteem,"(2) ORDER: the UMD form image itself numbers the items in a DIFFERENT order (negatively worded at 3,5,8,9,10). The shipped mapping instead uses the widely circulated order negatively worded at 2,5,6,8,9, because (a) the data's method-factor structure picks {1,3,4,7,10}|{2,5,6,8,9} as the best of all 126 balanced splits (within-minus-between r 0.090, next 0.077) while the UMD-form split ranks 105/126 (-0.029); (b) the same research group's other Czech RSES sample (CV_OASIS_ODSIS_PPE_Novak_2020, raw data, n=2374) is negatively signed at exactly {2,5,6,8,9} and its analysis script reverses exactly those; aligning that sample to this table's direction, the identity alignment of the two samples' 45-r correlation matrices (similarity 0.675) + 10-item mean profiles (r 0.946) ranks 2nd of all 10! = 3,628,800 permutations, beaten only by swapping 5<->6. Within-class order is NOT pinned (3<->4 and 5<->6 are near-ties); only polarity class, direction and Self_esteem_8 are. Verification PARTIAL."
teq_novak_2021_selfesteem,"(3) RESPONSE DIRECTION -- OVERRIDES THE PAPER, re-check: the paper says RSES is rated 'Strongly Agree' (0) to 'Strongly Disagree' (3) and 'A higher score is indicative of higher self-esteem'. The stored data contradict the second sentence and, for the negatively worded items, the first: the deposit (and therefore the live table) is already polarity-aligned (all 45 inter-item r positive, 0.08..0.65) and HIGHER codes mean LOWER self-esteem on every item -- all 50 RSES-item x SWLS-item correlations are negative (-0.55..-0.10; SWLS item means 4.17/4.81/4.90/4.64/3.90 with item 5 lowest, the standard 1=disagree..7=agree pattern), RSES total r = -0.588 with SWLS total (n=143) and +0.598 with BFI-N total (n=136); total mean 11.0 on 0-30 (= 19 in the self-esteem direction, a normal community level). So positively worded items {1,3,4,7,10} ship 0=Strongly Agree..3=Strongly Disagree (matching the paper) and negatively worded items {2,5,6,8,9} ship 0=Strongly Disagree..3=Strongly Agree (reversed relative to the paper's stated anchors, i.e. stored reverse-scored). Source heterogeneity checked because the sibling TEQ table found Source-dependent coding: this table's 196 respondents are Source 3 (n=53, no SWLS) and Source 7 (n=143); item-mean profiles r=0.99 across sources, Source 3 min inter-item r -0.01 (else all positive), so no split coding is evident, but the direction for Source 3 rests on that profile match, not on SWLS."
teq_novak_2021_selfesteem,"(4) Anchor casing: endpoints 'Strongly Agree'/'Strongly Disagree' as the paper prints them; 'Agree'/'Disagree' from the UMD form header (printed all caps there, case-normalised). Instructions: first sentence of the UMD form's instruction block, verbatim in its all-caps rendering; the remainder ('IF YOU STRONGLY AGREE, CIRCLE SA ...') describes a paper form and was dropped. Items 3 and 4 have no respondent at resp 3; all four option rows are shipped for every item. RIGHTS: instrument_rights_register.csv RSES row, verdict ship (public-domain grant extending to translations/adaptations; https://socy.umd.edu/about-us/rosenberg-self-esteem-scale sha256 ad127b3a...); applied, not re-derived. Deposit licence CC-By Attribution 4.0 International (OSF z85cv)."
teq_novak_2021_teq,"BLOCKED, no CSV written. RESPONSE-DATA DEFECT MAKES ITEM TEXT UNATTACHABLE FOR TEQ_13 AND TEQ_14 (AND VERY LIKELY TEQ_15). The live table is the OSF deposit exactly (osf.io/8ux46 data_from_excel_12_2_2020.rds, sha256 02020a6a...5e15e): 1141/1141 live ids match deposit ID and every TEQ_1..TEQ_16 cell is identical. The deposit has a Source column (1-7) that the IRW processing script data/teq_novak_2021.R drops. Split on it, three columns change meaning. Correlation of each column with the mean of the unaffected positively keyed items 1,3,5,6,8,9,16: Sources 1-6 (n=983): TEQ_13 mean 0.58, r=-0.31; TEQ_14 mean 1.26, r=-0.63; TEQ_15 mean 3.09, r=+0.27. Source 7 (n=158): TEQ_13 mean 2.83, r=+0.62; TEQ_14 mean 3.18, r=+0.22; TEQ_15 mean 3.54, r=+0.25. Every other reverse item (2,4,7,10,12) is positive in both groups (+0.21..+0.42 and +0.06..+0.33) with near-identical means, so the negative-keyed items are stored already reversed in both. Source 7 is the canonical Spreng pattern (item 13 is a positive item and correlates strongly; 14/15 are reverse items stored reversed). In Sources 1-6, TEQ_14 behaves like item 13 REVERSED (r -0.63 vs +0.62; mean 1.26 vs 4-2.83=1.17), and TEQ_13 like a reverse item left RAW. So for 86% of respondents TEQ_14 is not 'When I see someone being treated unfairly, I do not feel very much pity for them' in the direction every other item uses."
teq_novak_2021_teq,"DEFECT, the likely mechanism (supported but not proven): in Sources 1-6 columns 13/14/15 hold Spreng items 15 (raw) / 13 (reversed) / 14 (reversed) -- i.e. a shifted item order with reverse-scoring applied by column position {2,4,7,10,11,12,14,15}. Two independent supports: (a) cross-group correlation-profile matching (13 anchor columns, sign-free L1 distance) puts Sources1-6 TEQ_14 on Source-7 TEQ_13 at 0.82 (next best 1.7) and Sources1-6 TEQ_13 on Source-7 TEQ_15 at 0.68; (b) Source 3 (n=53) got the positively REWORDED versions of items 2,4,6,10,12,14 in place of the originals, and its missing original columns are TEQ_2,4,6,10,12 and TEQ_15 -- not TEQ_14 -- which is what a column 15 holding item 14 predicts. The TEQ_13-vs-TEQ_15 half is weaker than the TEQ_14 half. The published paper carries the same defect unremarked: Novak et al. 2021 Table 1 reports general-empathy loadings TEQ_13 -0.36 and TEQ_14 -0.56 (TEQ_11 0.01), where a correctly coded 13 and 14 should load positively. Re-runnable check: itemtext/.cache/teq_novak_2021_teq/defect_check.R (fetches the live table and joins the deposit's Source)."
teq_novak_2021_teq,"WHY BLOCK RATHER THAN SHIP WITH A NOTE: the IRW table carries no Source covariate, so a user cannot separate the two codings; attaching Spreng's item 13/14 wording to TEQ_13/TEQ_14 would be a confidently wrong mapping for 983 of 1141 respondents on at least one item. Items 1-12 and 16 look sound (TEQ_11 loads ~0 in both groups, consistent across sources, so it looks like a weak item in Czech rather than a coding error). What would unblock: fix the response table (add cov_source, or recode/relabel TEQ_13-15 for Sources 1-6 after confirming the mechanism, ideally with the authors), or a ruling from Ben to ship with a public_note / blank item_text on the affected codes. A gated candidate is parked, not shipped: itemtext/.cache/teq_novak_2021_teq/candidate_teq_novak_2021_teq__items.csv (validate_items.R --table-sets: item sets match 16/16, resp sets match 0-4)."
teq_novak_2021_teq,"BANKED FOR A RETRY. Sources: OSF z85cv (CC BY 4.0). Administered language Czech. The deposit's Czech_version_of_the_TEQ.docx (osf.io/598u3, download vdaqf, sha256 c2184324...9adc) is the 7-item FINAL Czech form, and prints Czech wording with code labels only for original items TEQ_1, TEQ_3, TEQ_5, TEQ_16 (the other three are reworded items TEQ_CON_2/4/14, not in this table), plus Czech instructions and anchors '0: Nikdy; 1: Zřídka; 2: Občas; 3: Často; 4: Vždy'. The Czech wording of the other 12 originals is not in the deposit, the supplements (Supplements (1-7).docx, Supplementary tables 1-2, correlation_table_BFI_TEQ_items.docx) or the paper (PMC8156475) -- checked; so those would be translated_substitute from Spreng et al. 2009 appendix (PMC2775495 author manuscript), which also gives the canonical keying used here (positive 1,3,5,6,8,9,13,16; reverse 2,4,7,10,11,12,14,15; Never=0..Always=4). The code->number tie is the study's own: TEQ_k columns and the paper's Table 3 (Chiorri model E/C by item number) follow Spreng numbering, and the Czech final form's text for TEQ_1/3/5/16 matches Spreng items 1/3/5/16. The candidate's instructions_translated is this project's own English of the Czech instruction (machine_translation)."
teq_novak_2021_teq,"RIGHTS: no restriction located or quotable. Spreng et al. 2009 (PMC2775495) prints the full TEQ in its appendix with no use terms; a web search found no rights-holder page stating a fee, permission requirement, NC or redistribution clause. Silence is permission, but per the 2026-09-10 rule no ship row was written to instrument_rights_register.csv. Not the reason for the block."
teq_novak_2021_teq,"RETRY TEST: NO -- determinate. An unchanged retry would find the same response-data defect in the same live table. What would have to change: the response table is corrected (or gains cov_source), or Ben rules that the table ships with the defect disclosed. The Czech-wording gap for 12 items is a separate, non-blocking fallback."
teshome_2021_pss10,"BLOCKED on instrument rights before any extraction; no __items.csv written. Register row 'Perceived Stress Scale (PSS-4/10/14)' in itemtext/instrument_rights_register.csv carries verdict=block (rule 2026-09-06 irw#1955, swept corpus-wide 2026-09-08), applied here, not re-derived. Clause quoted from the register (source https://www.cmu.edu/dietrich/psychology/stress-immunity-disease-lab/scales/.doc/pssfaqs.doc, md5:f2eeb376bfab9aa86ae8ae5c7719ec9c, fetched 2026-09-08; not re-fetched this round): 'Use of the PSS in profit making ventures including corporate clinical trials requires special permission and a nominal charge. Inclusion of the scale within a larger scale that will be copyrighted also requires specific permission.' That reserves a right (permission + fee for commercial use), so under the irw#1945 test it blocks regardless of the CC BY 4.0 PLOS deposit. INSTRUMENT IDENTITY CHECKED (Step 3b, since register name matches are leads only): the paper (Teshome et al. 2021, PLOS ONE 10.1371/journal.pone.0252809, Methods) states the tool included the '10 item Perceived Stress Scale (PSS-10)' with a >20 total-score cut-off; live table via irw_table_sets (no export) has 10 items Perc1..Perc10, resp 0-4, n=798 per item; data/teshome_2021_pss10.py melts Perc1..Perc10 straight off S2 (.sav) so codes are the source column names. The .sav (s002, md5 f1b2302b5e3dae013b0da6df93dbdf9b) has no variable labels on Perc1..10 (so no wording is in the deposit's labels) but its value labels run Never..Very Often on Perc1,2,3,6,9,10 and are reversed (0=Very Often..4=Never) on exactly Perc4,5,7,8 -- the canonical PSS-10 positively-worded item positions -- which corroborates that this is the standard PSS-10 in canonical order. It is not the alkouri-style name false positive. Block reaches something: item codes Perc1..Perc10 carry no wording, so withholding item text does withhold the instrument. Administration language: the questionnaire was 'prepared originally in English and was translated to Amharic, and then translated back to English'; no Amharic wording is in the paper or deposit (not relevant to the block). RETRY TEST: NO -- determinate rights block; an unchanged retry cannot change it. Would change only if the register's PSS verdict were revised by Ben or the rights holder's terms changed."
temesgen_2025_elephant_park_attitude,"ORCHESTRATOR Step 5b CONFIRMED from cached s001 CSV rows 409-803: Q7 38.73/7.85/53.42 (Q6 38.73/12.91/48.35) vs Supplemental Table 6 statement 7 34.17/11.65/54.18. Note 54.18 is also the paper's 'aware of the aim of KSNP' percentage (n=214), which suggests a transcription slip in Table 6 rather than a data defect; either way the conflict is inside the source, not IRW processing. audit_batch PASS, no WARN."
teq_novak_2021_selfesteem,"ORCHESTRATOR Step 5b CONFIRMED from cached OSF deposit rds: RSES item-item r 0.08..0.65 (all positive); RSES total vs SWLS total r=-0.59, so higher stored code = lower self-esteem, contradicting the paper's scoring sentence as the agent says. verify_batch PASS (1 of 3,628,800 permutations above identity: the 5<->6 swap, disclosed). audit_batch PASS, no WARN."
teq_novak_2021_teq,"ORCHESTRATOR Step 5b CONFIRMED from cached deposit rds (r vs mean of positively keyed items 1,3,5,6,8,9,16): TEQ_13 Sources1-6 n=980 mean 0.58 r=-0.31 vs Source7 n=158 mean 2.8 r=+0.62; TEQ_14 mean 1.3 r=-0.63 vs 3.2 r=+0.22; TEQ_15 3.1 r=+0.27 vs 3.5 r=+0.25; control TEQ_2 2.3 r=+0.21 vs 2.4 r=+0.06. Coding of 13/14 differs by Source; data/teq_novak_2021.R drops Source. Worth a GitHub issue on the response table (not filed by this round)."
teq_novak_2021_bfin,"ORCHESTRATOR Step 5b CONFIRMED the quoted clause verbatim in both cached Wayback copies (sha256 ceba43d2..., c7cbfffb...): 'I hold the copyright to the BFI and it is not in the public domain per se. However, it is freely available for researchers to use for non-commercial research purposes' and 'At this time, the BFI is for non-commercial uses only', on the page that describes the BFI as '44 items total'. Same clause structure as the register's BFI-2 block. No register row added (human call); corpus-consistency question for ibrahim_2015_bfi, conner_2017_bfi, CV_OASIS_ODSIS_PPE_Novak_2020_BFI raised in round_log."
