"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_common","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people have in common that they trust their common sense in everyday life.",NA,"Strongly disagree",1
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_common","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people have in common that they trust their common sense in everyday life.",NA,NA,2
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_common","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people have in common that they trust their common sense in everyday life.",NA,NA,3
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_common","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people have in common that they trust their common sense in everyday life.",NA,NA,4
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_common","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people have in common that they trust their common sense in everyday life.",NA,"Strongly agree",5
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_good","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people are of good and honest character.",NA,"Strongly disagree",1
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_good","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people are of good and honest character.",NA,NA,2
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_good","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people are of good and honest character.",NA,NA,3
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_good","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people are of good and honest character.",NA,NA,4
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_good","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Ordinary people are of good and honest character.",NA,"Strongly agree",5
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_advantage","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Scientists are only interested in their own advantage.",NA,"Strongly disagree",1
"mede_2025_scipop","mede_2025_scipop_1","SCIPOP_advantage","SciPop Scale (TISP core questionnaire, block SCIPOP)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following statements are about the relationship between science and society. How much do you agree or disagree with them?",NA,"Scientists are only interested in their own advantage.",NA,NA,2
