"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_expert","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How expert or inexpert are most scientists?",NA,"Very inexpert",1
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_expert","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How expert or inexpert are most scientists?",NA,"Somewhat inexpert",2
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_expert","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How expert or inexpert are most scientists?",NA,"Neither expert nor inexpert",3
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_expert","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How expert or inexpert are most scientists?",NA,"Somewhat expert",4
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_expert","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How expert or inexpert are most scientists?",NA,"Very expert",5
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_honest","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How honest or dishonest are most scientists?",NA,"Very dishonest",1
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_honest","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How honest or dishonest are most scientists?",NA,"Somewhat dishonest",2
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_honest","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How honest or dishonest are most scientists?",NA,"Neither honest nor dishonest",3
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_honest","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How honest or dishonest are most scientists?",NA,"Somewhat honest",4
"mede_2025_trust_scientists","mede_2025_trust_scientists_1","TRUST_SCI_honest","Perceived trustworthiness of scientists (TISP core questionnaire, block TRUST_SCI)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","We are interested in your opinion about scientists in your country, including scientists working at universities, in government, at companies, and for non-profit organizations.",NA,"How honest or dishonest are most scientists?",NA,"Very honest",5
