table,batch,mapping_basis,uploaded,route,status,evidence
DMCT_Addis_2020_PSIQ,batch_027,paper_order,,3 (published/stored subscale totals) + 1 (per-item means vs a labelled sibling sample),PARTIAL,"Route 3, decisive for modality: the study's own .sav carries PsiQ_Visual/Sound/Smell/Taste/Touch/Bodily/Feeling, and each equals the sum of the five consecutive items assigned to it here (1-5, 6-10, 11-15, 16-20, 21-25, 26-30, 31-35) with max |rowsum - stored| = 0 for all 7 subscales over all 92 participants. Route 1, NOT decisive for position within a modality: this study's per-item means (e.g. item 17 toothpaste 7.77, item 18 lemon 7.17, item 16 mustard 5.93) were compared with the Woelk et al. (2022) Dutch validation sample (N=498, same 0-10 scale, every item named in its .sav variable labels; toothpaste 7.75, lemon 7.34, mustard 5.44) under the two published item orderings: r = 0.589 for the Psi-Q form order shipped here vs r = 0.556 for the Spanish/Japanese appendix order, against a within-block permutation null of mean r = 0.457 (P(r >= 0.589) = 0.156). So this does NOT establish which of the two published orderings this German administration used; that rests on the form's own numbering (Woelk .sav labels; psytests.org form reproduction), not on these data. It also does not distinguish the five items inside any one modality from each other. What it does establish is that no item can be attributed to the wrong sensory modality."
di_riso_2025_mask_emotion,batch_027,paper_explicit,,exemption: self-describing item codes; route 1 (per-item descriptive statistics),VERIFIED,"Item codes are the source CSV's own column names (Emotion_Controlled, Emotion_Weak, Emotion_Scared, Emotion_Silly, Emotion_Brave, Emotion_Caring, Emotion_Strong, Emotion_Protected), melted unchanged by data/di_riso_2025_mask_emotion.py, so each code names its own content. Route 1 confirms it independently: paper Table 2 M/SD vs live M/SD, item by item -- Controlled 1.96/1.32 vs 1.957/1.320; Weak 1.43/0.91 vs 1.434/0.908; Scared 1.44/0.90 vs 1.442/0.902; Silly 1.51/1.03 vs 1.512/1.031; Brave 2.15/1.24 vs 2.146/1.240; Caring 4.11/1.14 vs 4.106/1.143; Strong 2.61/1.29 vs 2.612/1.294; Protected 4.07/1.10 vs 4.066/1.100. Largest |dM|=0.0045, largest |dSD|=0.0039 (n=1130-1143 per item). Every item is separated from every other: the closest published pair, Weak 1.43 and Scared 1.44, differs in both M (1.434 vs 1.442) and SD (0.908 vs 0.902) in the same direction as published, and for all eight the nearest published (M,SD) row is its own. The option_text axis rests on a different basis: the Methods sentence naming 1='I strongly disagree' and 5='I strongly agree' for the Ad Hoc interview's 5-point items, corroborated by the split between the four negative emotions (M 1.43-1.96) and the two care/protection items (M 4.07-4.11), which is the direction the paper's regression reports; scale points 2-4 carry no published label and are shipped blank."
dominguez_2018_jcs,batch_027,paper_explicit,,9 (response-frequency match against the source column) + 3 (published subscale means),PARTIAL,"Route 9/positional header diff: item_N vs S1 workbook column, cell for cell, all 21 items and all 5 levels identical -- item_1 0/0/1/54/147, item_5 3/10/72/85/32, item_10 49/84/47/16/6, item_16 1/4/40/86/71, item_21 18/46/78/43/17 (live GROUP BY item,resp vs source value counts after the .py's 0-5 filter and trunc). That proves item_N is workbook column position N, i.e. the column headed 'Item N'. Route 3: block means from the live data under the shipped assignment give structural(1-5)=4.505 vs published 4.50, hindering(6-11)=2.719 vs 2.71, social(12-16)=3.862 vs 3.86, challenging(17-21)=3.325 vs 3.39 (the 0.065 gap is the item_17 composite being truncated), so the four blocks are pinned; the four items the paper quotes fall in the right blocks (canonical 4, 8, 15, 17). WHAT THIS DOES NOT ESTABLISH: the order of items WITHIN a block. Nothing in the response data distinguishes item_2 from item_3; within-block order rests on the workbook's own 'Item N' headers using the canonical Tims et al. (2012) numbering, which is supported only by the block order and block sizes (5/6/5/5, hindering second) matching the canonical instrument exactly. Hence PARTIAL, not VERIFIED."
dominguez_2018_uwes,batch_027,unknown,,positional header diff (core model 3) + route 2/5 subscale structure,NO_ROUTE,"NO_ROUTE recorded because the table is BLOCKED on rights and ships no CSV, so no item_text<->item mapping reaches the corpus to be verified (following the batch_026 de_vries_2022_hexaco_* convention). For the record the mapping itself WAS established, and verify_dominguez_2018_uwes.R re-runs it: (1) positional tie -- data/dominguez_2018_job_crafting.py maps item_1..item_17 onto S1 File XLSX columns 32..48, which are headed ""Item 1""..""Item 17""; live per-item means reproduce those source columns exactly (item_1 4.7178/4.7178, item_10 5.7970/5.7970, item_16 4.6485/4.6485; max |diff| = 0.00e+00 over 17 items, n = 202 vs 202 for every item), while the same comparison shifted one column left misses by up to 1.1405. (2) subscale fingerprint -- the sheet's row-1 tags for cols 32-48 read VIG DED ABS VIG DED ABS DED VIG ABS DED ABS VIG DED ABS VIG ABS VIG, equal to the canonical UWES-17 assignment (vigour 1,4,8,12,15,17; dedication 2,5,7,10,13; absorption 3,6,9,11,14,16) at 17/17 of 17 positions, tying item_N to manual item N; the single item the paper quotes (""full of meaning and purpose"") lands on item_2 = DE1, as the manual prints it. (3) live correlations corroborate weakly only: mean same-subscale r = 0.274 (40 pairs) vs cross-subscale r = 0.223 (96 pairs) -- UWES facets overlap heavily, so this does NOT separate items within a subscale and is not what the claim rests on. What none of this establishes: any shipped wording, because none was shipped."
donati_2021_cfq7,batch_027,paper_order,,1 (per-item published skewness/kurtosis) + explicit code labels in independent sources,VERIFIED,"Route 1 (per-item published statistics) on Donati et al. Table 1, non-clinical sample n=258. Published skewness/kurtosis for items 1-7 (.04/-.61, .46/-.51, -.04/-.86, .18/-.85, .08/-.81, .01/-.91, .01/-1.01) reproduce from the live data under the identity mapping CFQ1..CFQ7 with a largest deviation of 0.007 across all 14 values; all 7 items match within a 0.02 tolerance, and the three adjacent-swap permutations tested match at most 5 of 7, so the (Sk,Ku) pairs are mutually distinct and every item is separated from every other. The paper's non-clinical n=258 is the group the live table labels cov_population='clinical' (258 ids vs 107) -- the label is inverted in the table, so the script selects by group size and asserts n=258. The remaining link, S1 Appendix row order to CFQ item number, is fixed by explicit code labels in two independent CC BY sources rather than by these statistics: PMC11875431 Appendix A prints CFQ1/CFQ2/CFQ4/CFQ5/CFQ6/CFQ7 verbatim against those codes and PMC13082997 names item 3 and item 4, together covering all seven, and each Italian appendix row is the translation of the English item bearing that number."
dopmeijer_2022_loneliness,batch_027,data_labels,,"9 (response-frequency matching, .sav labels vs live integers)",VERIFIED,"Route 9 (response-frequency matching), decisive and complete on both axes. All 55 item x level cells match the source .sav exactly under the shipped mapping (Loneliness_A: 47/142/516/1102/1334 in the .sav for 'No! Totally disagree!'/'No'/'More or less'/'Yes'/'Yes! Totally agree!' vs 47/142/516/1102/1334 live for resp 1/2/3/4/5; Loneliness_J: 913/1494/437/235/62 vs 913/1494/437/235/62), total absolute discrepancy 0 of 34,551 observations. The reversed reading -- the direction the .sav's own value labels and the paper state -- is off by 41,586. The 11 count vectors are mutually distinct, so this pins every item against every other item AND every response level, not just a polarity or a block. What it does NOT establish is the WORDS: item_text is the .sav's English variable labels standing in for a Dutch administration (text_source=translated_substitute), and no numeric route can check a translation. Re-runnable as verify_dopmeijer_2022_loneliness.R (VERDICT: PASS)."
doustmohammadian_2017_fnlit,batch_027,reconstructed,,per-item published alpha-if-item-deleted (route 1/3) + self-describing codes (exemption),VERIFIED,"Route 1/3 (per-item published statistics). The paper's S1/S2 Tables print Cronbach's alpha-if-item-deleted for 49 of the 58 pilot items, keyed to the paper's own Q codes. Recomputing it from the live IRW data under this extraction's code->Q assignment reproduces ALL 49 published values, largest deviation 0.0005 (Understanding 12/12: Q14 .668/.668, Q11_1 .674/.674 ... Q20 .703/.703, subscale alpha .704 vs published .70; Knowledge 7/7: Q7 .547/.547 ... Q18_3 .683/.683, .638 vs .63; Functional 12/12: Q37 .765/.765 ... Q40 .800/.800, .799 vs .79; Interactive 8/8: Q50 .627/.627, Q48 .629/.629, Q43 .639/.639, Q49 .642/.642, Q45 .658/.658, Q24_1 .671/.671, Q44 .674/.674, Q36 .797/.797, .703 vs .70; FoodChoice 6/6: Q24_6 .664/.664 ... Q27 .718/.718, .727 vs .72; Critical 4/4: Q57 .320/.320, Q60 .401/.401, Q58 .428/.428, Q56 .489/.489, .483 vs .48). Alpha-if-deleted is a per-item quantity, so swapping any two items within a subscale would break their two values; this therefore distinguishes each of those 49 items from every other item in its subscale, and settles the six Critical_ManagementN codes, which are the only opaque ones (Management1=Q56, 2=Q57, 3=Q58, 5=Q60, 6=Q67 all matched). The Interactive and Critical vectors reproduce ONLY after reversing Eatingbehav_StreetVender and Critical_Management1 (unreversed they miss by +0.10 and by -0.52/-0.35/-0.53), which is the evidence for the stored scale directions shipped in option_text. WHAT THIS ROUTE DOES NOT ESTABLISH: (a) the 9 items the tables give '-' for (Q2 wholeNeeds, Q15 withHelp, Q17 Internet, Q23 HowtoFind, Q32 salt, Q53 DontcorrectMedia, Q54 MediaLiteracy, Q55 TrustMedia, Q59 Management4) have no published statistic; eight are tied by self-describing codes (exemption 1) and Critical_Management4=Q59 is the residual of a closed 58-to-58 bijection whose other 57 slots are fixed, Q59 being the only paper item numbered between the verified Q58 and Q60; (b) four sets of published values tie to 3 dp within a subscale (Q11_1/Q13/Q16 = .674, Q33/Q34 = .783, Q28/Q35 = .793, Q24_2/Q24_4 = .689), and those pairs are separated by their self-describing codes, not by the numbers. Every item is therefore distinguished from every other, by the statistic or by the exemption, hence VERIFIED."
dpt_noncog__grit,batch_027,unknown,,"item x resp cell-count identity between the CC0 deposit's raw Grit columns and the live table, plus permutation discrimination and a raw-vs-reverse-scored direction check on the same file's IRI subscale",NO_ROUTE,"BLOCKED on rights, nothing shipped, so no item_text<->item or option_text<->resp mapping exists in the corpus to verify; status NO_ROUTE follows the batch_026 convention for blocked tables rather than reflecting an absence of evidence. The check was run anyway and is decisive, re-runnable by verify_dpt_noncog__grit.R: the CC0 deposit's Domain row marks exactly 3 Grit columns (Q19_1/SGS_1, Q19_2/SGS_3, Q19_3/SGS_5) and data/dpt_noncognitive_traits.py maps them to grit_1/grit_3/grit_5 with no recoding; all 15 item x resp cell counts over 298 respondents are identical between raw column and live item (grit_1 28/64/144/56/6; grit_3 18/65/100/98/17; grit_5 11/39/87/123/38 for resp 1..5), and 0 of the 5 wrong permutations of the three assignments reproduces those counts, so the route distinguishes every item from every other. Direction of resp: the deposit stores raw, un-reverse-scored responses -- in the same file the canonically reverse-worded IRI fantasy items 7 and 12 correlate -0.375 and -0.451 with the mean of the forward fantasy items 1/5/16/23/26 -- so the paper's stated anchoring (5 = very much like me, 1 = not at all like me) applies to the stored integers. What this does NOT establish is the rights question that actually blocked the table, which rests on the quoted clause and not on any number."
dpt_noncog__interpersonal_reactivity,batch_027,data_labels,,response_frequency_match_vs_source_columns,VERIFIED,"Route 9 (response-frequency matching), used to check the one step the file's own labels do not cover: data/dpt_noncognitive_traits.py's rename of source column Q15_k to IRW code iri_N. Counted every item x resp cell in the source xlsx columns 16-30 (labelled IR_Index_1..IR_Index_26 in row 2, rows 5-302) against table(item, resp) on the live IRW table: 74 non-empty cells compared, 0 mismatched. Examples: iri_1 source 5/45/76/116/56 vs live 5/45/76/116/56; iri_12 103/125/40/25/5 vs 103/125/40/25/5; iri_21 1/18/45/148/86 vs 1/18/45/148/86; iri_8 has no resp=1 in either (18/40/153/87 vs 18/40/153/87), which also explains the live resp_min of 2 for that item alone. The 15 frequency profiles are mutually distinct, so any permutation of the 15 columns would break at least one cell; this therefore distinguishes every item from every other item and ties each to the row-4 wording shipped for it. What it does NOT establish: the option anchors. resp 1 = 'does not describe me well' and resp 5 = 'describes me very well' come from the paper's Methods (which states 0-4 while the data store 1-5) plus item content, not from these counts."
dong_2025_teacher_leadership,batch_027,data_labels,,,NOT_NEEDED,"mapping_basis=data_labels: the source file itself ties each item code to its text, so no inferential route is required (SKILL.md Step 5b exemption)."
