"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","resp","option_text"
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,1,"Very uncharacteristic and untypical of me. Very inaccurate as a self-description. (Or, this attribute can not be applied to me for some reason.)"
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,2,"Moderately uncharacteristic and untypical of me. Moderately inaccurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,3,"Slightly uncharacteristic and untypical of me. Slightly inaccurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,4,"Uncertain, neutral, or the meaning is unclear."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,5,"Slightly characteristic and typical of me. Slightly accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,6,"Moderately characteristic and typical of me. Moderately accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p1","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Adventurous",NA,7,"Very characteristic and typical of me. Very accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,1,"Very uncharacteristic and untypical of me. Very inaccurate as a self-description. (Or, this attribute can not be applied to me for some reason.)"
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,2,"Moderately uncharacteristic and untypical of me. Moderately inaccurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,3,"Slightly uncharacteristic and untypical of me. Slightly inaccurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,4,"Uncertain, neutral, or the meaning is unclear."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,5,"Slightly characteristic and typical of me. Slightly accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,6,"Moderately characteristic and typical of me. Moderately accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p2","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Aimless",NA,7,"Very characteristic and typical of me. Very accurate as a self-description."
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p3","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Awful",NA,1,"Very uncharacteristic and untypical of me. Very inaccurate as a self-description. (Or, this attribute can not be applied to me for some reason.)"
"goldberg_2018_pas_adjectives","goldberg_2018_pas_adjectives_1","p3","Personal Attribute Survey","How accurately can you describe yourself? On the following three pages you will find a very wide range of adjectives that are used to describe people. Please use these terms to describe yourself as accurately as possible. Describe yourself as you honestly see yourself, in relation to other persons you know who are of the same sex as you. Use a No. 2 pencil to fill in the circle beside each term indicating how characteristic, usual, or typical of you it is, using the following rating scale:",NA,"Awful",NA,2,"Moderately uncharacteristic and untypical of me. Moderately inaccurate as a self-description."
