table,note
COACH_Chen_2022_ADL,"Clean pass on validate_items.R --table-sets (14/14 items, resp 1-4), but carries one real caveat, so logged here. LANGUAGE: the trial was run with rural Chinese older adults and administered in Chinese; the Harvard Dataverse deposit (doi:10.7910/DVN/6RWH41) contains only two files, COACH_Code Book_Final_version.xlsx and Copy of COACH_raw_data_22_5_16.xlsx, and neither holds any Chinese item wording (0 CJK characters in the raw workbook's shared strings; the codebook's only 4 CJK characters are the font name), so the codebook's own English labels ship in the base fields with language=Chinese and the _translated columns omitted -- the language fallback, not the administered wording. TRANSLATION ARTIFACT: item ra_adl_q9 ships the codebook's label 'Washing' verbatim; it sits at mean 1.89 while 'Bathing' (ra_adl_q10) sits at 1.58, which is the wrong way round for personal washing vs bathing and suggests the underlying Chinese item is laundry. The label was not corrected. INSTRUMENT NAME: the protocol paper (Chen et al. 2018, BMC Geriatrics 18, doi:10.1186/s12877-018-0808-1) says only that it measures 'impairment in basic (ADL) and instrumental activities of daily living (IADLs)' and names no instrument for this 14-item block, so instrument is recorded as the generic 'Activities of Daily Living (ADL)'. The 14 item labels correspond item-for-item to the OARS Multidimensional Functional Assessment Questionnaire ADL section (7 physical + 7 instrumental), but no source in the deposit or the paper states that, so it is not claimed in the file. instructions and section_prompt are blank: neither the codebook nor the paper publishes any. RETRY TEST: NO -- a determinate verdict. The item text is shipped; the only open point (Chinese administered wording) is settled by the deposit containing no Chinese text at all, and an unchanged retry would read the same two files. It would flip only if the authors deposited the Chinese questionnaire or a Chinese-language publication reproduced it. irw-validate emits one WARN, name_charset, because the live IRW table name 'COACH_Chen_2022_ADL' is capitalised; the table field must match the live name exactly to join, so it was left as is. It applies to all five COACH_Chen_2022_* tables, not to this extraction."
COACH_Chen_2022_CSQ,"Clean pass on validate_items.R --table-sets (8 items, resp 1-5), with four caveats. (1) INSTRUMENT MISIDENTIFIED IN THE DICTIONARY: the IRW Description reads 'Client Satisfaction Questionnaire 8-item' (Larsen's CSQ-8, a 4-point service-quality scale). The live items are not that instrument -- the deposit's codebook gives them as doctor-consultation statements on a 5-point agree-disagree scale, matching items 1-8 of Baker's Consultation Satisfaction Questionnaire short form (CSQ-9) word for word, with CSQ-9 item 9 ('I would find it difficult to tell this doctor about some private things') not administered. Extracted against what the data are, per Step 3b. (2) LANGUAGE FALLBACK: administered to older rural Chinese adults, but both deposited files (codebook and raw .xlsx) contain zero CJK characters, so the codebook's English wording ships in the base fields with language=Chinese and the _translated columns omitted. (3) Item 3 and item 8 are reverse-worded and are stored RAW (unreversed) in the live table, as they are in the source .xlsx -- the processing script applies no recoding. (4) Transcribed verbatim including the codebook's own artefacts: missing space in item 5 ('a person,not just my illness'), missing terminal periods on items 7 and 8, and the inconsistent option-label casing ('Strongly agree' / 'agree' / 'neutral' / 'Disagree' / 'Strongly disagree'). RETRY TEST: NO -- a determinate verdict was reached (item text extracted and gated); an unchanged retry would produce the same file."
COACH_Chen_2022_IADL,"Clean pass with caveats. (1) Item text/option text come from the deposit's own codebook (COACH_Code Book_Final_version.xlsx, Harvard Dataverse doi:10.7910/DVN/6RWH41, CC0), which is written in ENGLISH while the trial was administered in Chinese (rural Zhejiang; Hong Kong Chinese Lawton IADL, Tong & Man 2002). Deposit codebook and raw xlsx contain zero CJK characters and the PLOS Medicine paper's nine supplements (S1-S6 Tables, S1-S3 Appendices) are protocol/CONSORT/TIDieR files with no questionnaire, so the administered Chinese wording is not recoverable in scope: English shipped in the base fields, language=Chinese, text_source=translated_substitute. (2) The IADL items have UNEQUAL option counts (q5,q8: 0-2; q1,q3,q6,q7: 0-3; q2,q4: 0-4), so only 32 option rows are shipped for 8 items and the whole-table resp set 0-4 is supplied by q2/q4. 65 of 54,653 live responses (0.12%) fall above their item's defined maximum (q8:35, q5:19, q1:5, q3:3, q7:2, q6:1), all at the 6-month/12-month waves; those levels are left without option_text rather than invented. audit_batch.R per-item level coverage will flag them. (3) RETRY TEST: NO - determinate verdict, the table is extracted and gated; an unchanged retry would reproduce it."
COACH_Chen_2022_MOS_SSS_C,"CLEAN PASS WITH A REAL CAVEAT -- the study's own codebook was OVERRIDDEN. The deposit's 'COACH_Code Book_Final_version.xlsx' labels RA_MOS_SSS_C_Q2..Q20 with the 19 MOS-SSS support items, but in RAND's subscale-GROUPED web ordering (Q2-Q9 emotional/informational, Q10-Q13 tangible, Q14-Q16 affectionate, Q17-Q20 positive social interaction), not the questionnaire's own numbering. The live data contradict that grouping and match the numbering printed in the Sherbourne & Stewart (1991) appendix (tangible = 2,5,12,15; affectionate = 6,10,20; positive social interaction = 7,11,14,18; emotional/informational = the remaining eight). Evidence, wave 1, n=2363: the shipped grouping gives a within-minus-between correlation gap of 0.1666 vs 0.0488 for the codebook grouping, against 2000 random 4-block partitions with mean 0.0004 / sd 0.0311 / max 0.1499; a 4-factor EFA yields a clean factor loading 0.70/0.72/0.81/0.77 on exactly q2/q5/q12/q15; and in all three waves the four highest-mean items are exactly q2,q5,q12,q15 (3.96/3.93/3.91/3.76 vs 2.62-3.04 for the other fifteen) -- the illness-contingent instrumental items. So the shipped item_text is the canonical questionnaire wording at each number, NOT the codebook's row-order labels. Not established by any route: the order of items WITHIN a subscale (which of q2/q5/q12/q15 is 'confined to bed' vs 'doctor' vs 'meals' vs 'chores'), which rests on the 1991 appendix numbering alone -- hence verification status PARTIAL. Language fallback: administered in Chinese; both deposited files (codebook.xlsx, raw .xlsx) contain zero CJK characters outside font names, so English base text with the _translated columns omitted. RETRY TEST: NO -- an unchanged retry would reach the same verdict; the extraction completed, gated and verified. Only new evidence about the administered Chinese wording, or the actual COACH questionnaire form, would change anything."
COACH_Chen_2022_WHOQOL_BREF,"PASS with caveats. (1) DEVIATION FROM THE SOURCE LABELS: the deposit codebook prints item 26's anchors as 1=""Always"", 2=""Very often"", 3=""Quite often"", 4=""Seldom"", 5=""Never""; the shipped option_text reverses that assignment to 1=""Never"" ... 5=""Always"" because the data contradict the codebook. Evidence (n=6,833 person-waves, study raw file): q26 correlates -0.410 with the mean of the 23 unambiguously positive QoL items -- the same sign as q3 pain (-0.542) and q4 medical dependence (-0.405) and the opposite of q1 (+0.789), q5 (+0.777), q19 (+0.812); and at baseline q26 correlates +0.187 with PHQ-9 total and +0.219 with HDRS-17 total, where q1 is -0.216/-0.202. High resp on q26 therefore means MORE negative feelings, which is the canonical un-reversed WHOQOL-BREF direction; the codebook's anchor list for that one item is simply printed backwards. q3, q4 and q26 are all stored RAW (not reverse-coded). (2) LANGUAGE FALLBACK: the COACH trial was administered in Chinese to rural Chinese older adults, but neither deposited file contains any Chinese -- 0 CJK characters in the raw .xlsx sharedStrings and none in the codebook's cells. The shipped text is the study's own English codebook wording, so language=Chinese with the _translated columns omitted (the documented fallback shape). (3) WHOQOL-BREF RIGHTS not fully resolved: the wording shipped here was copied from a CC0 Harvard Dataverse deposit, and under the 2026-09-04 source-licence ruling that is what governs, so the table is not blocked. But WHO/the UK WHOQOL centre operate a user-agreement scheme for the instrument that is reportedly royalty-free only for non-commercially funded research; I could not retrieve a verbatim rights-holder sentence to that effect (who.int's WHOQOL-BREF page states no licence terms; cpcr.aut.ac.nz returned 403 and the Manchester user-information PDF failed TLS), so wording_rights=NC was NOT set -- the rule fires on a quotable clause and I have none. Worth one corpus-wide decision across the 6+ WHOQOL tables in IRW rather than a per-table guess. (4) Text transcribed literally including the codebook's own artifacts: the full-width question mark in q8, the terminal period instead of a question mark in q13, the ungrammatical ""with you're the conditions"" in q23, the missing spaces after commas in q26, and the inconsistent option-label casing (""very poor""/""Good""). (5) irw-validate emits one WARN, name_charset: the IRW table name 'COACH_Chen_2022_WHOQOL_BREF' is not lowercase. That is a property of the existing response table shared with the four sibling COACH tables, not of this extraction. RETRY TEST: NO -- a determinate verdict was reached, the extraction completed and passed the gate."
chinvararak_2021_phq15,"PASS with a disclosed caveat, not a clean-clean pass. The study administered a THAI PHQ-15 (Chinvararak, Kirdchok & Lueboonthavatchai 2021, PLOS ONE 16(8):e0255995, CC BY 4.0). The Thai ITEM STEMS are in neither the deposit nor the paper's supplements: the sole supplement (S1 File, .sav) carries only 2-4 word Thai keyword tags as SPSS variable labels ('phq ปวดท้อง', 'phq ปวดประจำเดือน', 'phq เพศสัมพันธ์'), which are demonstrably abbreviations of the items (item 11's tag is bare 'sexual intercourse' for an item reading 'Pain or problems during sexual intercourse'), and the paper's Methods never describes the PHQ-15 at all -- it only self-cites Chinvararak & Lueboonthavatchai 2016, J Psychiatr Assoc Thailand 61(4):293-306. So item_text/instructions ship the canonical ENGLISH PHQ-15 wording as the schema's translated_substitute fallback: language=Thai with item_text_translated and instructions_translated left EMPTY, which is the documented signal that the base fields are not the administered wording and the deliberate flag for a later Thai backfill. option_text is NOT a substitute -- the .sav's own value labels carry the administered Thai anchors verbatim (ไม่รบกวน / รบกวนเล็กน้อย / รบกวนมาก = 0/1/2), so those ship as administered Thai with the instrument publisher's English in option_text_translated. Two off-source attempts to recover an official Thai PHQ form from phqscreeners.com failed (the translation index is JS-driven and every guessed asset path 404s); per the standard's scoping rule that is a later pass, not a blocker. DEVIATIONS FROM LITERAL TRANSCRIPTION, both disclosed: (1) the instructions line drops the RDC/TMD reprint's form-mechanics sentence 'Please place a check mark in the box to indicate your answer.' and corrects that reprint's typo 'how much have you have been bothered' to 'how much have you been bothered'; (2) the 'phq ' prefix on the .sav variable labels is a spreadsheet artifact and was not carried anywhere. RIGHTS: the itemtext rights rule (irw#1891) does NOT fire. The PHQ instruction manual states 'All of the measures included in Table 1 are in the public domain. No permission is required to reproduce, translate, display or distribute.', and the form transcribed carries 'Copyright Pfizer Inc. No permission required to reproduce, translate, display, or distribute.' No non-commercial clause anywhere, so no wording_rights column. This is unlike the sibling chinvararak_2021_ecr, which stayed blocked on a CC BY-NC source. RETRY TEST: NO for the shipped table -- it passed and an unchanged retry reproduces it. NO also for the Thai stems being absent from the deposit, which is determinate (the source never published them there). The one YES-flavoured residue is narrow: locating an official Thai PHQ form off-source would flip item_text from translated_substitute to administered Thai. That would take a working route into phqscreeners.com's translation library (or the 2016 Thai validation paper), neither of which is in scope here."
choy_2022_extraneous_events,"Clean pass with a caveat. The four Extraneous wordings come from PLOS ONE Table 1 (an image; read directly, transcribed by eye), which lists all four items but attaches no item numbers, so text-to-code alignment is presentation order (paper_order). A CFA on the live data reproduces the paper's Table 4 Extraneous loadings .67/.77/.82/.85 vs published .67/.76/.83/.85 (max dev .006), alpha .857 vs .86, composite 4.301 (1.061) vs 4.31 (1.06) -- this pins live columns Extraneous1..4 to the paper's Item 1..4 numbering but not Table 1's list order to those numbers, so mapping verification is PARTIAL. Survey was administered bilingually (English-Chinese); the Chinese wording is not published in the paper or its single supplement (S1 Data, an xlsx of numeric responses only), so only the English is shipped. Anchors 2-5 are unlabelled in the source (only 1 = Disagree strongly, 6 = Agree strongly are given) and are left blank. RETRY TEST: NO -- a determinate verdict was reached; an unchanged retry would produce the same result."
choy_2022_intent_career,"BLOCKED, no __items.csv written. Source is PLOS ONE 10.1371/journal.pone.0279411 (CC BY; item codes Intent1-3 are verbatim the S1 Data xlsx column names, so there is no code-derivation risk). But the paper never publishes the instrument: Table 1 is titled 'Survey constructs, sample items and sources' and gives the Intent construct exactly ONE sample item, 'I will join the hospitality workforce after graduation', with no item number; Table 4 gives per-item CFA loadings by number (Item 1 .90, Item 2 .66, Item 3 .92) but no wording. There is no S2/appendix -- S1 Data is the only supporting file and its only labels are the bare column names. The cited sources (Yeung & McInerney; Yeung, Kadir, Kuppan & Foong) are school- and physics-aspiration scales that the authors adapted to hospitality, so they do not supply this study's wording. 2 of 3 items therefore have no published referent, and the 1 that does cannot be tied to a code. Shipping instrument name + the 1-6 endpoint anchors with blank item_text would be an option-only table barred by irw#1770. What IS established (see verify_choy_2022_intent_career.R): the live codes Intent1/2/3 reproduce the paper's own item numbering -- closed-form standardized loadings .910/.648/.922 vs published .90/.66/.92, scale mean 3.869 vs 3.87, SD 1.026 vs 1.02 -- though items 1 and 3 are near-tied and a 1<->3 swap is not excluded by that route. RETRY TEST: NO. An unchanged retry produces the same result; the source simply never published the wording of Intent2 and Intent3. Flipping it needs new material: the authors' bilingual questionnaire (author contact), or a later Choy/Yeung paper reprinting the full 3-item Intent scale (the 2024 Springer chapter 10.1007/978-981-97-2171-9_7 was not accessible and is the one lead worth a later look)."
chuemchit_2024_nonpartner_violence,"PASS WITH CAVEAT. The five item codes are AUTHOR-DERIVED COMPOSITE indicators, not single administered questions: the S1 File questionnaire asks 14 separate non-partner violence acts (Q126-Q191, each a Yes/No screener plus a 'was it in the last 12 months' follow-up), and the deposited S2 dataset ships only the five collapsed np*12 flags plus the partner-block raw columns (q75-q124) - the non-partner raw columns are NOT in the deposit, so the composite key cannot be recomputed. item_text therefore carries the authors' own definition of each violence type (Methods, verbatim in the parenthetical lists) scoped to non-partner/past 12 months, NOT a verbatim single question stem. Language: interviews were face-to-face in the respondents' own languages (Khmer, Lao, Myanmar); only the English questionnaire version is deposited, so this is the 2026-09-01 fallback - English in the base fields, _translated empty, language populated. option_text 'No'/'Yes' describes the derived 0/1 indicator (the questionnaire's own screeners are Yes/No); direction confirmed from the data. RETRY TEST: NO - an unchanged retry would reach the same verdict. This is determinate: the mapping is verified and the table shipped; what is missing (per-question composite key, administered Khmer/Lao/Myanmar wording) was never published. It would flip only if the authors released the non-partner item-level data or a non-English questionnaire version."
chuemchit_2024_partner_violence,"Item text passes cleanly but carries two caveats. (1) The five live items are DERIVED binary indicators, not single administered questions: each collapses 2-4 questionnaire act-questions of one violence type (economic Q75/Q78/Q81, cyber Q86/Q89, psychological Q93/Q96/Q99, physical Q103/Q106/Q109/Q112, sexual Q116/Q119/Q122) crossed with that type's 'did this happen in the last 12 months' follow-ups. item_text therefore names the derived construct and quotes the constituent question wording verbatim rather than being one source sentence; option_text No/Yes is the derived indicator's meaning, not a verbatim source anchor. (2) The survey was administered orally in each participant's own language (Lao, Burmese, Khmer) by peer enumerators; the only questionnaire in the deposit (S1 File) is the English master, which contains zero Lao/Myanmar/Khmer script characters, so the administered wording is not recoverable and the English is shipped as a translated substitute with language populated and _translated empty. RETRY TEST: NO -- a determinate verdict, not an access failure. The source is fully open (CC BY 4.0 PLOS ONE) and was read end to end; an unchanged retry would reproduce this result. Only a non-English questionnaire version appearing somewhere would flip the language caveat."
