table,batch,mapping_basis,uploaded,route,status,evidence
COACH_Chen_2022_MOS_SSS_C,batch_020,reconstructed,,5 (subscale block structure) + 8 (semantic coherence) + 4-factor EFA; codebook ordering rejected,PARTIAL,"Wave 1, n=2363, all 19 items. Route 5 (subscale block structure) + route 8 (semantic coherence of the response distribution), testing the shipped canonical-1991 numbering against the study codebook's subscale-grouped numbering, which is a permutation of it. (A) within-minus-between mean correlation: shipped 0.5441/0.3775 gap 0.1666; codebook 0.4559/0.4071 gap 0.0488; 2000 random 4-block partitions of the same sizes (8/4/3/4) mean 0.0004, sd 0.0311, max 0.1499 -- the shipped grouping beats every random partition, the codebook grouping does not clear the 95th percentile (0.0615). Replicates: wave 2 gap 0.1520 vs 0.0256, wave 3 gap 0.1233 vs 0.0717. (B) 4-factor varimax EFA on wave 1 gives one factor loading 0.70/0.72/0.81/0.77 on exactly q2/q5/q12/q15 with <=0.28 elsewhere -- the shipped tangible block; the codebook's tangible block q10-q13 loads 0.76/0.78/0.81/0.47 split across two factors. (C) the four highest per-item means are q2 3.959, q5 3.927, q12 3.910, q15 3.761 against 2.623-3.040 for the other fifteen, and the same four in waves 2 and 3 -- exactly the four illness-contingent instrumental items under the shipped mapping (p=1/3876 by chance), and a semantically incoherent quartet (listen / confide / meals / feel wanted) under the codebook's. WHAT THIS DOES NOT ESTABLISH: the order of items within a subscale. Which of q2/q5/q12/q15 is 'confined to bed' vs 'take you to the doctor' vs 'prepare your meals' vs 'daily chores' -- and likewise within the 8-item emotional/ informational block -- rests solely on the numbering printed in the 1991 appendix, with no data route able to separate items inside a block. Hence PARTIAL, not VERIFIED."
COACH_Chen_2022_WHOQOL_BREF,batch_020,data_labels,,6 (keying polarity) + external criterion (PHQ-9/HDRS totals),PARTIAL,"Route 6 (keying polarity) plus an external-criterion check, on the study's own raw .xlsx (n=6,833 person-waves; the live table is a deterministic filter of it, so no Redivis export). r with the mean of the 23 unambiguously positive QoL items: q1 +0.789, q2 +0.528, q5 +0.777, q15 +0.690, q19 +0.812 vs q3 -0.542, q4 -0.405, q26 -0.410. Baseline r with PHQ-9 total / HDRS-17 total: q1 -0.216/-0.202, q5 -0.152/-0.153 vs q3 +0.186/+0.149, q4 +0.151/+0.075, q26 +0.187/+0.219. q26 therefore runs high=worse, so the codebook's printed 1='Always'..5='Never' is backwards and the shipped anchors are reversed to 1='Never'..5='Always'; q3 and q4 are confirmed stored raw. This is PARTIAL, not VERIFIED: it establishes the option_text<->resp direction for q26 and the polarity class of q3/q4, and does NOT distinguish every item from every other item, nor fix the order of q26's middle anchors ('Seldom' vs 'Quite often'). The item_text<->item axis is not verified statistically because it needs no verification: mapping_basis is data_labels (codebook keyed to the exact source variable names, name-preserving rename in data/COACH_Chen_2022.R)."
chinvararak_2021_phq15,batch_020,data_labels,,"source variable labels (both levels) + route 7 marker item (phq4 women-only, n=136 vs 180) + route 9 option-axis value labels",VERIFIED,"mapping_basis is data_labels, so this row is supplementary rather than required; it is recorded because the SHIPPED WORDS are canonical English attached to terse Thai labels. Route A (source labels, both levels): all 15 columns phq1..phq15 carry a distinct Thai symptom variable label in the S1 .sav -- 15/15 distinct, 0 blank -- phq1 ปวดท้อง=Stomach pain, phq4 ปวดประจำเดือน=Menstrual cramps, phq8 เป็นลม=Fainting spells, phq12 ท้องผูก=Constipation, phq15 ปัญหาการนอนหลับ=Trouble sleeping, matching the canonical PHQ-15 order 15 for 15; the processing script does no renaming, so this separates EVERY item from every other item by label, not by inference. Route 7 (marker item), independently from the data: canonical PHQ-15 item 4 is 'women only', and phq4 is the ONLY item in the live table below the modal n -- live n = 136 vs 180 for all 14 others (2,656 rows = 14x180 + 136), against 135 females (sex==2) in the deposit; live per-item n reproduces .sav non-missing counts exactly for all 15 items, max diff 0. Route 9 (option axis): the .sav value labels tie 0=ไม่รบกวน, 1=รบกวนเล็กน้อย, 2=รบกวนมาก, the shipped option_text/resp pairs reproduce that map exactly, and the live resp set {0,1,2} equals the .sav code set {0,1,2}. WHAT THIS DOES NOT ESTABLISH: nothing about the item<->code mapping is left open, but the English wording is a translated_substitute for unrecovered Thai stems, and no statistic here tests the Thai keyword -> canonical-item correspondence -- that rests on the 15/15 semantic match in Route A."
choy_2022_extraneous_events,batch_020,paper_order,,1 (per-item published statistics: factor loadings) + 3 (published composite mean/SD/alpha),PARTIAL,"One-factor CFA (FIML) on live irw_fetch data gives standardised loadings Extraneous1 .67, Extraneous2 .77, Extraneous3 .82, Extraneous4 .85 against paper Table 4 'Extran' .67/.76/.83/.85 (max deviation .006); composite mean 4.301 SD 1.061 vs published 4.31 (1.06); Cronbach alpha .857 vs published .86. This establishes that live columns Extraneous1..4 correspond to the paper's Item 1..4 numbering. It does NOT establish that Table 1's unnumbered list of four wordings is in item order -- that link is presentation-order inference -- and the 3-vs-4 published loadings differ by only .02, so even the numbering test separates those two weakly (a 3<->4 swap would give deviations .02/.03 instead of .005/.004)."
choy_2022_intent_career,batch_020,unknown,,"route 1 (per-item published statistics: CFA loadings, scale mean/SD)",NO_ROUTE,"No item text shipped, so there is no item_text<->item mapping to verify. The only route the source offers is Table 4's per-item CFA loadings, which pin CODE NUMBERING, not wording: closed-form standardized loadings from the live data are Intent1 .910, Intent2 .648, Intent3 .922 against published .90/.66/.92 (worst deviation .012), scale mean 3.869 vs 3.87, SD 1.026 vs 1.02, n = 402/362/402. That decisively separates item 2 from items 1 and 3 (.25 apart) but NOT item 1 from item 3 (.02 apart; the best rival permutation, a 1<->3 swap, has worst deviation .022 vs .012). It establishes nothing at all about which item text goes with which code, because the paper publishes wording for only one of the three items and gives it no number."
chuemchit_2024_nonpartner_violence,batch_020,paper_explicit,,published per-item prevalences (Table 4 / Results text),VERIFIED,"Route 1 (published per-item prevalences). Paper's Results text for Table 4 gives N-IPV past-12-month prevalence: psychological 14.4%, economic 7.3%, sexual 3.4%, cyberbullying 2.2%, physical 0.8%. Live data (n=494 per item) gives nppsy12 14.37%, npeco12 7.29%, npsex12 3.44%, npcyb12 2.23%, npphy12 0.81% - max |diff| 0.04 pp, all five within rounding. The five published values are mutually distinct (smallest gap 1.2 pp, 30x the 0.04 pp residual), so this separates EVERY item from EVERY other item and simultaneously fixes the coding direction (resp=1 = experienced; the reversed reading would put every item at 85-99%). What it does NOT establish: which of the 14 underlying S1 questionnaire questions (Q126-Q191) compose each indicator - no composite key is published and the non-partner raw columns are absent from the S2 deposit - nor the administered Khmer/Lao/Myanmar wording. Those are properties of what was shippable, not of the item-to-type mapping under test, which is fully pinned."
chuemchit_2024_partner_violence,batch_020,reconstructed,,9 (response-frequency / derivation matching against the source data file) + 8 (semantic coherence of the block structure),VERIFIED,"Reconstructed each derived indicator from the S1 questionnaire's own violence-type blocks (any of that type's 'last 12 months' follow-ups in {1,3}) and compared to the S2 column, row by row over all 494 respondents: peco12 494/494 (n1 31 vs 31), pcyb12 494/494 (26 vs 26), ppsy12 494/494 (46 vs 46), pphy12 494/494 (24 vs 24), psex12 494/494 (28 vs 28). Cross-type matrix over the 405 partnered respondents: every diagonal cell is 405/405 exact while every off-diagonal cell is 360-376, so no reconstruction fits any code but its own -- a swap of any two item_texts breaks it. Live IRW table matches the S2 columns item for item (n=405 each; positives 31/26/46/24/28 live vs 31/26/46/24/28 in S2). This distinguishes every item from every other item. It does NOT establish an ordering of questions WITHIN a violence block (the block is collapsed into one binary anyway), and it says nothing about whether the English wording matches what respondents heard in Lao/Burmese/Khmer."
cinar_tanriverdi_2023_gad7,batch_020,reconstructed,,3 (published total) + 7 (marker item) + 1 (cross-sample per-item means),PARTIAL,"(A) resp direction: live 0-3 column sum gives total mean 11.10 / SD 5.43 / range 0-21 over n=544 complete cases, against the paper's published 11.0 +/- 5.5; the reversed coding would give 9.90. Direction confirmed. (B) item profile vs Konkan et al. 2013 Table 1 control group (n=134): live means GAD1 1.58, GAD2 1.59, GAD3 1.78, GAD4 1.63, GAD5 1.29, GAD6 1.83, GAD7 1.40 vs Konkan 1.14/0.79/0.85/0.85/0.63/1.16/0.68; Spearman rho=0.77. Lowest item GAD5 in both, highest GAD6 in both, second-lowest GAD7 in live (0.68 = second-lowest in Konkan too). DOES NOT ESTABLISH: GAD1-GAD4 lie within 0.20 of one another and their live rank order (3>4>2>1) disagrees with Konkan's control order (1>3=4>2), so the route cannot separate items 1-4 from each other; a permutation among those four would survive it. An inter-item correlation-matrix permutation test against Konkan Table 2 was tried and is UNINFORMATIVE (identity ranked 1520/5040 permutations, r=0.22 vs best 0.79) because the live matrix is flat (all off-diagonals 0.44-0.75, single strong general factor) across a different population; reported here so it is not re-run, and NOT treated as evidence against the mapping. Hence PARTIAL."
cogcontrol_gyurkovics_2019_flanker,batch_020,reconstructed,,source-data decode cross-checked between two independent columns (SKILL Step 5b routes 2/8 analogue); verify_cogcontrol_gyurkovics_2019_flanker.R,VERIFIED,"Decoded targ 19-34 from flanker_merge.csv (34,338 trials, 118 participants) using two independent columns: (a) modal correct-trial key code (98/100/102/104 = keypad 2/4/6/8 = down/left/right/up, mapping published in the paper's Method) gives the TARGET direction; (b) the middle letter of the 3-letter `code` feature-repetition string, with letter->direction fixed per participant by that participant's four congruent XXX trials, gives target AND flanker. Numbers: 118/118 participants decoded, 0 disagreements between (a) and (b) on the target direction, 0 of 16 targ codes resolving to more than one (target,flanker) pair, 16/16 shipped item_text strings equal to the derived display, 16/16 shipped correct_response equal to the derived key. Each participant used exactly 4 of the 12 incongruent codes and there are exactly 3 such configurations (42/38/38 participants), as the paper's random direction-pairing design requires. The decode lands on an exact 4x4 grid: flankers down=19-22, up=23-26, right=27-30, left=31-34, targets ordered down,left,up,right within each block. Semantic check on the resulting split: same-direction displays acc 0.9966 / 559.2 ms vs odd-one-out displays acc 0.9874 / 620.8 ms (+61.6 ms flanker effect). Every item is distinguished from every other item. NOT established: the drawn appearance of the arrow images (the deposit ships no stimulus files, so the glyphs are a rendering of directions, not of shapes), and the verbatim instructions, which are unpublished and shipped blank."
COACH_Chen_2022_ADL,batch_020,data_labels,no,,NOT_NEEDED,"mapping_basis=data_labels: the COACH deposit codebook (doi:10.7910/DVN/6RWH41) keys item text to the exact source variable names, and data/COACH_Chen_2022.R only lowercases and strips the wave token, so no positional inference occurs."
COACH_Chen_2022_CSQ,batch_020,data_labels,no,,NOT_NEEDED,"mapping_basis=data_labels: the COACH deposit codebook (doi:10.7910/DVN/6RWH41) keys item text to the exact source variable names, and data/COACH_Chen_2022.R only lowercases and strips the wave token, so no positional inference occurs."
COACH_Chen_2022_IADL,batch_020,data_labels,no,,NOT_NEEDED,"mapping_basis=data_labels: the COACH deposit codebook (doi:10.7910/DVN/6RWH41) keys item text to the exact source variable names, and data/COACH_Chen_2022.R only lowercases and strips the wave token, so no positional inference occurs."
