"table","section_id","item","instrument","language","instructions","section_prompt","item_text","correct_response","option_text","resp"
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Never",1
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Once or twice during the year",2
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Several times during the year",3
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Once or twice a month",4
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Once or twice a week",5
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Almost every day",6
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_newspapersmags","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news articles in printed newspapers or magazines",NA,"Once or more per day",7
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_tvradio","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news shows or documentaries on TV or radio",NA,"Never",1
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_tvradio","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news shows or documentaries on TV or radio",NA,"Once or twice during the year",2
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_tvradio","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news shows or documentaries on TV or radio",NA,"Several times during the year",3
"mede_2025_sciinfo","mede_2025_sciinfo_1","SCIINFO_tvradio","Exposure to information about science across media and offline settings (TISP core questionnaire, question SCIINFO)","English; Albanian; Egyptian Arabic; Modern Arabic; Standard Arabic; Bengali; Bulgarian; Czech; Danish; Dutch; Filipino; Finnish; French; Georgian; German; Greek; Hebrew; Hungarian; Indonesian; Italian; Japanese; Kazakh; Korean; Mandarin (simplified); Mandarin (traditional); Norwegian; Polish; Portuguese; Romanian; Russian; Serbian; Slovak; Slovenian; Spanish; Swedish; Turkish; Ukrainian","The following questions are about your media use. Over the past 12 months, how often have you come across information about science in the following places?",NA,"In news shows or documentaries on TV or radio",NA,"Once or twice a month",4
