"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_1","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Pertussis; Low Risk Scenario)",NA,"Very unlikely",1
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_1","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Pertussis; Low Risk Scenario)",NA,"Unlikely",2
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_1","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Pertussis; Low Risk Scenario)",NA,"Neither likely nor unlikely",3
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_1","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Pertussis; Low Risk Scenario)",NA,"Likely",4
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_1","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Pertussis; Low Risk Scenario)",NA,"Very likely",5
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_2","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Measles; Low Risk Scenario)",NA,"Very unlikely",1
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_2","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Measles; Low Risk Scenario)",NA,"Unlikely",2
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_2","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Measles; Low Risk Scenario)",NA,"Neither likely nor unlikely",3
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_2","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Measles; Low Risk Scenario)",NA,"Likely",4
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_2","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Measles; Low Risk Scenario)",NA,"Very likely",5
"baumgaertner_2018_vaccine_trust","baumgaertner_2018_vaccine_trust_Q66","Q66_3","Vaccination likelihood under low-risk and high-risk scenarios (study-specific items; Baumgaertner, Carlisle & Justwan, 2018)",NA,"missing the vaccine for the following diseases but there is no immediate risk of getting infected.","Likelihood of Vaccination (Influenza; Low Risk Scenario)",NA,"Very unlikely",1
