"table","section_id","item","instrument","instructions","instructions_translated","section_prompt","section_prompt_translated","item_text","item_text_translated","correct_response","option_text","option_text_translated","resp","language"
"disgust_berger2014","disgust_berger2014_1","Q1","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","ייתכן ואסכים לאכול בשר קוף, תחת נסיבות מסוימות.","I might be willing to try eating monkey meat, under some circumstances.",NA,"מאוד לא מסכים/ה (המשפט אינו נכון לגביי)","Strongly disagree (very untrue about me)",0,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q1","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","ייתכן ואסכים לאכול בשר קוף, תחת נסיבות מסוימות.","I might be willing to try eating monkey meat, under some circumstances.",NA,"לא מסכים/ה במידה מועטה","Mildly disagree (somewhat untrue about me)",1,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q1","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","ייתכן ואסכים לאכול בשר קוף, תחת נסיבות מסוימות.","I might be willing to try eating monkey meat, under some circumstances.",NA,"אינני מסכים/ה או לא מסכים/ה, עם משפט זה","Neither agree nor disagree",2,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q1","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","ייתכן ואסכים לאכול בשר קוף, תחת נסיבות מסוימות.","I might be willing to try eating monkey meat, under some circumstances.",NA,"מסכים/ה במידה מועטה (המשפט נכון לגביי אך במידה מועטה)","Mildly agree (somewhat true about me)",3,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q1","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","ייתכן ואסכים לאכול בשר קוף, תחת נסיבות מסוימות.","I might be willing to try eating monkey meat, under some circumstances.",NA,"מסכים/ה במידה רבה (המשפט נכון מאוד לגביי)","Strongly agree (very true about me)",4,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q2","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","יפריע לי להיות בשיעור מדעים, ולראות יד אדם משומרת בצנצנת.","It would bother me to be in a science class, and to see a human hand preserved in a jar.",NA,"מאוד לא מסכים/ה (המשפט אינו נכון לגביי)","Strongly disagree (very untrue about me)",0,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q2","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","יפריע לי להיות בשיעור מדעים, ולראות יד אדם משומרת בצנצנת.","It would bother me to be in a science class, and to see a human hand preserved in a jar.",NA,"לא מסכים/ה במידה מועטה","Mildly disagree (somewhat untrue about me)",1,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q2","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","יפריע לי להיות בשיעור מדעים, ולראות יד אדם משומרת בצנצנת.","It would bother me to be in a science class, and to see a human hand preserved in a jar.",NA,"אינני מסכים/ה או לא מסכים/ה, עם משפט זה","Neither agree nor disagree",2,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q2","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","יפריע לי להיות בשיעור מדעים, ולראות יד אדם משומרת בצנצנת.","It would bother me to be in a science class, and to see a human hand preserved in a jar.",NA,"מסכים/ה במידה מועטה (המשפט נכון לגביי אך במידה מועטה)","Mildly agree (somewhat true about me)",3,"Hebrew"
"disgust_berger2014","disgust_berger2014_1","Q2","Disgust Scale-Revised (DS-R; Haidt, McCauley & Rozin, 1994, revised by Olatunji et al., 2007), Hebrew version as administered by Berger & Anaki; Hebrew wording transcribed from 'DS-R_Hebrew.pdf' in the Harvard Dataverse deposit doi:10.7910/DVN/27285; English from the DS-R master copy (dscale-r1.doc, EARL/Vanderbilt), which the Hebrew form follows item for item.",NA,NA,"אנא ציין/י עד כמה את/ה מסכימ/ה עם כל אחד מהמשפטים המופיעים במטלה, או עד כמה את/ה מאמין/ה כי המשפט נכון לגביך. יש לציין את מספר (0-4) כדי לתת את תשובתך.","Please indicate how much you agree with each of the following statements, or how true it is about you. Please write a number (0-4) to indicate your answer.","יפריע לי להיות בשיעור מדעים, ולראות יד אדם משומרת בצנצנת.","It would bother me to be in a science class, and to see a human hand preserved in a jar.",NA,"מסכים/ה במידה רבה (המשפט נכון מאוד לגביי)","Strongly agree (very true about me)",4,"Hebrew"
