"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp"
"cucchi_2018_pts","cucchi_2018_pts_1","PTS1","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes find it difficult to see things from ""other guy's point of view""",NA,"Does not describe me well",1
"cucchi_2018_pts","cucchi_2018_pts_1","PTS1","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes find it difficult to see things from ""other guy's point of view""",NA,"Does not describe me",2
"cucchi_2018_pts","cucchi_2018_pts_1","PTS1","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes find it difficult to see things from ""other guy's point of view""",NA,"Neutral",3
"cucchi_2018_pts","cucchi_2018_pts_1","PTS1","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes find it difficult to see things from ""other guy's point of view""",NA,"Describes me well",4
"cucchi_2018_pts","cucchi_2018_pts_1","PTS1","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes find it difficult to see things from ""other guy's point of view""",NA,"Describes me very well",5
"cucchi_2018_pts","cucchi_2018_pts_1","PTS2","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I try to look at everybody's side of a disagreement before I make a decision",NA,"Does not describe me well",1
"cucchi_2018_pts","cucchi_2018_pts_1","PTS2","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I try to look at everybody's side of a disagreement before I make a decision",NA,"Does not describe me",2
"cucchi_2018_pts","cucchi_2018_pts_1","PTS2","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I try to look at everybody's side of a disagreement before I make a decision",NA,"Neutral",3
"cucchi_2018_pts","cucchi_2018_pts_1","PTS2","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I try to look at everybody's side of a disagreement before I make a decision",NA,"Describes me well",4
"cucchi_2018_pts","cucchi_2018_pts_1","PTS2","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I try to look at everybody's side of a disagreement before I make a decision",NA,"Describes me very well",5
"cucchi_2018_pts","cucchi_2018_pts_1","PTS3","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes try to understand my friends better by imagining how things look from my perspective",NA,"Does not describe me well",1
"cucchi_2018_pts","cucchi_2018_pts_1","PTS3","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes try to understand my friends better by imagining how things look from my perspective",NA,"Does not describe me",2
"cucchi_2018_pts","cucchi_2018_pts_1","PTS3","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes try to understand my friends better by imagining how things look from my perspective",NA,"Neutral",3
"cucchi_2018_pts","cucchi_2018_pts_1","PTS3","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes try to understand my friends better by imagining how things look from my perspective",NA,"Describes me well",4
"cucchi_2018_pts","cucchi_2018_pts_1","PTS3","Interpersonal Reactivity Index (IRI; Davis, 1980), Perspective Taking subscale. Item wording and response anchors taken from the SPSS variable and value labels of the study's own data file, peerj-06-5756-s003.sav (Cucchi, Hampton & Moulton-Perkins, PeerJ 2018;6:e5756, doi:10.7717/peerj.5756, supplementary file S3).",NA,NA,"I sometimes try to understand my friends better by imagining how things look from my perspective",NA,"Describes me very well",5
