"table","status","n_items_live","n_items_candidate","item_set_match","resp_set_match","uses_raw_resp","canonical_nulls","pct_item_text_missing","pct_option_text_missing","note"
"envirisk_lalot_2025","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,73.9,"73.9% of rows have blank option_text"
"famous_melodies","PASS",5,5,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"franco_2024_unfolding","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,66.7,"66.7% of rows have blank option_text"
"gcbs_brotherton_2013_vcl","PASS",16,16,TRUE,TRUE,FALSE,TRUE,0,0,""
"gilbert_meta_28","WARN",17,17,TRUE,TRUE,FALSE,TRUE,0,100,"row-count anomaly (possible item-code conflation or missingness skew), median=12035: maser_math_add2, maser_math_ident2, maser_math_ident3, maser_math_subtr2, maser_math_subtr3 | 100% of rows have blank option_text"
"gilbert_meta_66","WARN",10,10,TRUE,TRUE,FALSE,TRUE,100,100,"100% of rows have blank item_text | 100% of rows have blank option_text"
"gilbert_meta_72","WARN",53,53,TRUE,TRUE,FALSE,TRUE,100,100,"row-count anomaly (possible item-code conflation or missingness skew), median=10959: langwrit_std35_com_st1, langwrit_std35_com_st2, langwrit_std35_com_st3, langwrit_std35_com_st4, langwrit_std35_com_st5, langwrit_std35_comp13a, langwrit_std35_comp13b, langwrit_std35_comp21a, langwrit_std35_comp21b, langwrit_std35_comp22a, ... | 100% of rows have blank item_text | 100% of rows have blank option_text"
"gilbert_meta_95","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"iat_poverty","PASS",12,12,TRUE,TRUE,FALSE,TRUE,0,0,""
"imos_1985","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
"imos_1986","PASS",6,6,TRUE,TRUE,FALSE,TRUE,0,100,"100% of rows have blank option_text"
