"table","section_id","item","instrument","instructions","section_prompt","item_text","correct_response","option_text","resp","language"
"gilbert_meta_72","gilbert_meta_72_8","langwrit_std35_com_sen71","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (with options)",NA,NA,NA,0,"Hindi"
"gilbert_meta_72","gilbert_meta_72_8","langwrit_std35_com_sen71","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (with options)",NA,NA,NA,1,"Hindi"
"gilbert_meta_72","gilbert_meta_72_8","langwrit_std35_com_sen72","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (with options)",NA,NA,NA,0,"Hindi"
"gilbert_meta_72","gilbert_meta_72_8","langwrit_std35_com_sen72","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (with options)",NA,NA,NA,1,"Hindi"
"gilbert_meta_72","gilbert_meta_72_9","langwrit_std35_com_sen81","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (without options)",NA,NA,NA,0,"Hindi"
"gilbert_meta_72","gilbert_meta_72_9","langwrit_std35_com_sen81","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (without options)",NA,NA,NA,1,"Hindi"
"gilbert_meta_72","gilbert_meta_72_9","langwrit_std35_com_sen82","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (without options)",NA,NA,NA,0,"Hindi"
"gilbert_meta_72","gilbert_meta_72_9","langwrit_std35_com_sen82","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the sentences (without options)",NA,NA,NA,1,"Hindi"
"gilbert_meta_72","gilbert_meta_72_10","langwrit_std35_com_st1","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the story",NA,NA,NA,0,"Hindi"
"gilbert_meta_72","gilbert_meta_72_10","langwrit_std35_com_st1","Hindi written test for standards 3-5, Banerjee, Banerji, Berry, Duflo, Kannan, Mukerji et al. (2017), 'From proof of concept to scalable policies', deposit Harvard Dataverse doi:10.7910/DVN/DUBA3J (CC0). Task descriptions are the deposit's own variable dictionary, RawTestVariables_UTK_BH.xlsx.","A written Hindi test administered in Hindi to children in standards 3-5. resp is 0/1 for whether the item was answered correctly.","Complete the story",NA,NA,NA,1,"Hindi"
