"table","batch","mapping_basis","uploaded","route","status","evidence"
"imos_1985","batch_302","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY -- the live codes are the paper's own problem numbers -- so the routes check shape: six codes, resp levels exactly 0-7 as the IMO marks each problem, and a clean three-and-three split across the two days. All six statements are distinct and substantial. WHAT IS NOT VERIFIED is the notation, which is a plain-text extraction with display maths flattened."
"imos_1986","batch_302","data_labels","NA","official_problem_paper + direct_code_correspondence","VERIFIED","THERE IS NO MAPPING STEP TO VERIFY -- the live codes are the paper's own problem numbers -- so the routes check shape: six codes, resp levels exactly 0-7 as the IMO marks each problem, and a clean three-and-three split across the two days. All six statements are distinct and substantial. WHAT IS NOT VERIFIED is the notation, which is a plain-text extraction with display maths flattened."
"iat_poverty","batch_302","data_labels","NA","deposit_codebook + script_recode_vector","VERIFIED","BOTH HALVES COME FROM LEVEL-1 SOURCES. The deposit's 2021 codebook lists exactly twelve efp variables, matching the live item set, and every shipped body is that codebook's text verbatim -- the stem and the cause are split into section_prompt and item_text and concatenate back to the original string. The anchors are not inferred from the numbers but read off the processing script's own levs vector, which resp was produced by matching against, so the 1-5 coding is correct by construction. Live levels are exactly 1-5. Nothing material is left open."
"gcbs_brotherton_2013_vcl","batch_302","data_labels","NA","deposit_codebook + fake_word_behaviour","VERIFIED","THE CODEBOOK IS THE WHOLE SOURCE and names the fakes itself, so nothing is judged here. Re-reading it gives sixteen words matching the live codes, and every shipped item_text is the codebook's word. THE DATA CONFIRMS THE NUMBERING INDEPENDENTLY: the three words the codebook calls fabricated are checked by 15.7 per cent, 4.3 per cent and 16.7 per cent of respondents while every real word runs from 27.3 per cent (paucity) to 98.3 per cent (funny) -- a clean separation with no overlap. A shifted numbering would put a real word at the bottom of that ordering. Item set matches at 16 and resp at 0/1."
"envirisk_lalot_2025","batch_302","data_labels","NA","deposit_codebook + per_item_answer_options","VERIFIED","THE DEPOSIT'S CODEBOOK CARRIES BOTH THE LABEL AND THE ANSWER OPTIONS PER VARIABLE, so nothing is inferred. All twelve live codes appear in it and every shipped item_text is its label verbatim. THE PER-ITEM SCALES ARE THE LOAD-BEARING DETAIL AND THEY CHECK OUT AGAINST THE DATA: the six risk items and four policy items all run 1-7 in the live table while polorient and libcons both run 0-10, exactly as the codebook's three different option strings specify. Shipping one anchor set across the table would have mislabelled half of it. Item set matches at 12 and resp sets match exactly."
"franco_2024_unfolding","batch_302","paper_explicit","NA","preprint_table + stated_set_selection + ranking_permutation_check","PARTIAL","THE SET AND THE ORDER BOTH REST ON THE PAPER'S OWN STATEMENTS, and that is the limit. The preprint prints three candidate sets and says the third was administered; it labels Table 1's rows A-F rather than 1-6 and fixes the correspondence only through the remark that the expected judge response pattern is 654321. Both are explicit, but nothing in the response data could confirm either -- an unfolding model does not require items in any given order -- which is why the status is PARTIAL. WHAT THE DATA DOES CONFIRM is the response format: all 137 complete respondents use each rank 1 to 6 exactly once, so resp is a permutation and not a rating, which is what option_text reflects. Item set matches at 6 and resp at 1-6."
"gilbert_meta_28","batch_302","data_labels","NA","deposit_variable_labels + cascade_reproduction","VERIFIED","THE DEPOSIT LABELS EVERY ITEM, so the mapping is a lookup rather than an inference: all seventeen live codes resolve to a labelled variable in ml_merged.dta. THE CASCADE PINS THEM EXACTLY, which a label match alone would not: this is a gated test, so a harder item's respondent count must equal its gate item's number of passers, and it does -- 2,402 mothers passed one-digit addition and exactly 2,402 attempted two-digit addition; 1,404 passed one-digit subtraction and 1,405 attempted two-digit. A shuffle putting subtraction where addition sits would break that outright. Note the conditional pass rates run the other way (add2 at 0.70 against add1 at 0.20) because only the abler mothers reach the harder item. A DEFECT WAS FOUND, not in the mapping but in the response data: maser_math_read1 passes at 1.7 per cent against 54.9 per cent for identifying the same digits and 42.6 per cent for the harder 11-20 range, replicating exactly what batch_203 reported for caser_math_read1 in the child version. Item set matches at 17 and resp at 0/1."
"gilbert_meta_72","batch_302","data_labels","NA","deposit_variable_dictionary + task_family_clustering","PARTIAL","THE DICTIONARY COVERS EVERY CODE: all 53 resolve, 48 from the baseline sheet and 5 from the endline sheet under an e1_ prefix, and the shipped set matches live exactly. THE CLUSTERING TEST IS THE REAL CHECK, because a dictionary match alone would not catch descriptions attached to the wrong codes. Items sharing a description are the same task, so their pass rates should be more alike than an arbitrary grouping gives. Mean within-family variance of p-correct is 0.00764 against a mean of 0.07252 over 4,000 random regroupings of the same sizes -- and below the minimum observed, 0.03156 -- for a permutation p of 0.0002. WHY PARTIAL: no literal question ships, because four parallel forms exist and the response table records no form. Nor does anything separate items within a family; the three letter-dictation items are interchangeable here."
"gilbert_meta_95","batch_302","data_labels","NA","deposit_column_headers + scenario_structure + partial_credit_check","PARTIAL","CODE-TO-COLUMN IS EXACT: the deposit's twelve KFQ headers, lowercased and underscored, are identical to the live item set, and they partition 4/4/4 across the three clinical scenarios as the shipped section_prompt records. The scoring is confirmed continuous -- 63 distinct resp values including non-integers like 0.5 and 2.1 -- which is what the Key Features format implies and why correct_response is empty. WHY PARTIAL: the question wording, which is the point of an itemtext table, is not published in the deposit and the paper is paywalled, so no stem ships. The deposit's separate Delayed Test file carries the same headers and the live table does not distinguish the two administrations."
"gilbert_meta_66","batch_302","reconstructed","NA","instrument_identified + scale_mismatch_blocks_assignment","PARTIAL","WHAT IS ESTABLISHED: ten codes, ghsq_1 to ghsq_10, on a 1-4 scale, matching the deposit's GHSQ_1..GHSQ_10 columns, and the instrument is identifiable as the General Help Seeking Questionnaire from the paper's own description. WHAT BLOCKS THE WORDING, and this is the load-bearing observation rather than an absence of effort: the published GHSQ is answered on a 1-7 scale and this data runs 1-4, which is positive evidence that the study adapted the instrument. Once adaptation is established, the canonical ten-source ORDER cannot be assumed to have survived it, and the deposit's data file carries no variable labels to check against while the paper is not open access. Ten codes matching ten canonical sources is suggestive and not sufficient, so no source is named. Item set matches at 10 and resp at 1-4."
"famous_melodies","batch_302","data_labels","NA","script_column_assignment + per_dimension_scale","PARTIAL","THE MAPPING IS THE SOURCE COLUMN: data/famous_melodies.R takes item straight from the condition column, so the five codes are the study's own names for its five rating dimensions, and they match the five rating columns of the deposit's supplement (Valence, Arousal, Familiarity, Age, Naming). 109 melodies and 397 listeners. THE SCALES CONFIRM THAT THEY ARE DISTINCT DIMENSIONS rather than one repeated measure: age_of_acquisition spans 1-8, valence, arousal and familiarity 0-4, and naming 0/1, so shipping a single anchor set would have mislabelled four of five. WHY PARTIAL: the anchor wording is unavailable -- the paper is paywalled and the deposit describes no scales -- so option_text is blank and item_text is this project's bracketed description of each dimension rather than administered text. The direction of each scale is consequently unknown to a reader."
