source,title,url,doi,license,flag,reasons,n_responses,n_participants,n_items,density,data_file,n_other_files,refined_flag,refined_reason
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional – Versión para Niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T3-Post,https://zenodo.org/records/7406487,10.5281/zenodo.7406487,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T3-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional - Versión para Niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T5-Post,https://zenodo.org/records/7406549,10.5281/zenodo.7406549,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_IC_T5-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional – Versión para Niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_CC_T4-Post,https://zenodo.org/records/7406437,10.5281/zenodo.7406437,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",870.0,290.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_CC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_CS_T5-Post,https://zenodo.org/records/7393503,10.5281/zenodo.7393503,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",600.0,200.0,3.0,1.0,LONELINESS_Data_CS_T5-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Loneliness and Social Dissatisfaction Questionnaire / Cuestionario de Soledad e Insatisfacción Social // LONELINESS_Data_IC_T4-Post,https://zenodo.org/records/7393585,10.5281/zenodo.7393585,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",795.0,265.0,3.0,1.0,LONELINESS_Data_IC_T4-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Emotional Quotient Inventory - Young Version / Inventario de Inteligencia Emocional – Versión para Niños // EMOTIONAL INTELLIGENCE-EQi-YV_Data_CC-CS_T6-Post,https://zenodo.org/records/7406467,10.5281/zenodo.7406467,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*",1470.0,490.0,3.0,1.0,EMOTIONAL INTELLIGENCE-EQi-YV_Data_CC-CS_T6-Post.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Cross validation of Cultural Scripts of Trauma Inventory, Clinical Aspects of Historical Trauma Questionnaire and Assessment of Protective Factors of Long-term Effects of Trauma in Eastern African Population",https://zenodo.org/records/20385027,10.5281/zenodo.20385027,cc-by,human_assistance,"QC failed on: resp_scale_mixed | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",245224.0,1208.0,203.0,1.0,Quantitative Dataset.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,"Dataset Questionnaire Examining the Smart Systems, Safe Workers? Reassessing the Role of AI in Modern Occupational Safety and Health",https://zenodo.org/records/20198899,10.5281/zenodo.20198899,cc-by,human_assistance,QC failed on: resp_scale_mixed | QC warnings to review: resp_direction*,6420.0,321.0,20.0,1.0,Dataset_AI and Empolyee Performance.xlsx,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,Teachers' job insecurity during covid-19 pandemic,https://zenodo.org/records/17551122,10.5281/zenodo.17551122,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*",7140.0,476.0,15.0,1.0,Teachers-COV-19 data.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
zenodo,The Mediating Effect of Psychological Well-Being on the Relationship between Psychosocial Working Conditions and Work Engagement,https://zenodo.org/records/7703332,10.5281/zenodo.7703332,cc-by,human_assistance,"QC failed on: resp_scale_mixed | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale*",18900.0,315.0,60.0,1.0,Data Analysis.sav_12122021_latest with Mediation.sav,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
