source,journal,doi,title,url,license,flag,reasons,data_availability,external_link,data_file,n_responses,n_participants,n_items,density,n_other_files,refined_flag,refined_reason
plos,plosone,10.1371/journal.pone.0202412,"Perceived neighbourhood affluence, mental health and wellbeing influence judgements of threat and trust on our streets: An urban walking study",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0202412,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction*, multi_scale* | SI caption: The data upon which the analysis of this study was carried o",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0202412_S1_File.sav,3988.0,35.0,87.0,1.3097,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0309959,How childhood psychological abuse affects adolescent cyberbullying: The chain mediating role of self-efficacy and psychological resilience,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0309959,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_direction*, imputed_values*, multi_scale* | SI caption: https://doi.org/10.1371/journal.pone.0309959.s001",All relevant data are within the manuscript and its  Supporting information  files.,,journal.pone.0309959_S1_Data.xlsx,76626.0,6.0,86.0,148.5,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0210078,Habituation of the electrodermal response – A biological correlate of resilience?,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210078,cc-by,human_assistance,"QC failed on: dup_id_item | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Individual psychometric, demographic and physiological data ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0210078_S1_Table.xlsx,178.0,23.0,6.0,1.2899,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0159841,"The Effects of an Online Mind-Body Training Program on Stress, Coping Strategies, Emotional Intelligence, Resilience and Psychological State",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0159841,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values* | SI caption: Available raw data.   https://doi.org/10.1371/journal.pone.0",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0159841_S1_Appendix.sav,6090.0,2.0,70.0,43.5,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0209482,The efficacy of a brief app-based mindfulness intervention on psychosocial outcomes in healthy adults: A pilot randomised controlled trial,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209482,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Raw data.    Anonymised data for the mindfulness meditation ",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0209482_S1_Dataset.xlsx,816.0,2.0,12.0,34.0,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0269539,Development and psychometric evaluation of the emergency nurses’ professional resilience tool,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0269539,cc-by,human_assistance,"QC failed on: id_na, dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, density* | SI caption: https://doi.org/10.1371/journal.pone.0269539.s001",All relevant data are within the paper and its  Supporting Information  files.,,journal.pone.0269539_S1_Data.sav,1257.0,0.0,5.0,0.0,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0212900,Medical patients’ affective well-being after emergency department admission: The role of personal and social resources and health-related variables,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0212900,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Dataset of the study.   https://doi.org/10.1371/journal.pone",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0212900_S1_Dataset.xls,3862.0,12.0,17.0,18.9314,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0201871,Possible requirement of executive functions for high performance in soccer,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0201871,cc0,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction* | SI caption: Dataset.   https://doi.org/10.1371/journal.pone.0201871.s003",All relevant data are within the paper and its Supporting Information files.,,journal.pone.0201871_S1_File.xlsx,1149.0,2.0,3.0,191.5,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0210521,Promoting resilience in adolescents: A new social identity benefits those who need it most,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210521,cc-by,human_assistance,"QC failed on: dup_id_item | Column mapping was a low-confidence guess. | QC warnings to review: resp_ordinal*, resp_direction*, imputed_values*, multi_scale* | SI caption: Dataset for Study 1.   https://doi.org/10.1371/journal.pone.",The data for Study 1 and Study 2 are available as Supporting Information.,,journal.pone.0210521_S1_Data.sav,5844.0,2.0,43.0,67.9535,1.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
plos,plosone,10.1371/journal.pone.0292887,Psychological resilience mediates the association between sleep quality and anxiety symptoms: A repeated measures study in college students,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0292887,cc-by,human_assistance,"Automatic IRW formatting failed — needs a human to map columns to id/item/resp. | Could not confidently identify item columns. | Columns present: ['Table 1. Description characteristics of participants in this study.', 'Unnamed: 1'] | SI caption: https://doi.org/10.1371/journal.pone.0292887.s001",All relevant data are included in the manuscript files.,,journal.pone.0292887_S1_Data.xlsx,,,,,0.0,human_review,No clear automated classification — raw file needs human inspection to determine IRW eligibility
